This	January 21, 1951	Last	Weeks
Week	Fiction	Week	On List
""			
1	JOY STREET, by Frances Parkinson Keyes.	1	7
""			
2	THE DISENCHANTED, by Budd Schulberg.	2	12
""			
3	SON OF A HUNDRED KINGS, by Thomas B. Costain.	3	11
""			
4	THE CARDINAL, by Henry Morton Robinson.	4	42
""			
5	THE ADVENTURER, by Mika Waltari.	5	16
""			
6	ACROSS THE RIVER AND INTO THE TREES, by Ernest Hemingway.	6	18
""			
7	THE LITTLE WORLD OF DON CAMILLO, by Giovanni Guareschi.	7	20
""			
8	BENNETT'S WELCOME, by Inglis Fletcher.	8	12
""			
9	THE THIRTEEN CLOCKS, by James Thurber.	9	3
""			
10	RIVER OF THE SUN, by James Ramsey Ullman.	--	1
""			
11	RIVERS PARTING, by Shirley Barker.	--	1
""			
12	THE BALANCE WHEEL, by Taylor Caldwell.	--	1
""			
13	THE DISAPPEARANCE, by Philip Wylie.	--	1
""			
14	PATHWAY TO THE STARS, by Harnett T. Kane.	10	9
""			
15	FOXFIRE, by Anya Seton.	--	1
""			
16	THE PEPPER TREE, by John Jennings.	13	2
This	January 21, 1951	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	KON-TIKI, by Thor Heyerdahl.	1	19
""			
2	BOSWELL'S LONDON JOURNAL, by Frederick A. Pottle.	2	9
""			
3	OUT OF THIS WORLD, by Lowell Thomas Jr.	3	6
""			
4	LOOK YOUNGER, LIVE LONGER, by Gayelord Hauser.	4	41
""			
5	THE HINGE OF FATE, by Winston Churchill.	5	6
""			
6	DECLINE AND FALL OF PRACTICALLY EVERYBODY, by Will Cuppy.	6	7
""			
7	NUTS IN MAY, by Cornelia Otis Skinner.	8	14
""			
8	BELLES ON THEIR TOES, by Frank B. Gilbreth and Ernestine Gilbreth Carey.	7	14
""			
9	COURTROOM, by Quentin Reynolds.	9	32
""			
10	DRAWN FROM MEMORY, by John T. McCutcheon.	11	6
""			
11	BEHIND THE FLYING SAUCERS, by Frank Scully.	--	16
""			
12	LITTLE BRITCHES, by Ralph Moody.	--	1
""			
13	THE LADY'S NOT FOR BURNING, by Christopher Fry.	16	7
""			
14	LIFT UP YOUR HEART, by Fulton J. Sheen.	--	5
""			
15	WAR AND HUMAN PROGRESS, by John U. Nef.	--	1
""			
16	COMPLETE POEMS, by Carl Sandburg.	--	1
