This	August 3, 1952	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE CAINE MUTINY, by Herman Wouk.	1	68
""			
2	THE HOUSES IN BETWEEN, by Howard Spring.	3	12
""			
3	MATADOR, by Barnaby Conrad.	5	4
""			
4	MY COUSIN RACHEL, by Daphne du Maurier.	2	25
""			
5	THE GOWN OF GLORY, by Agnes Sligh Turnbull.	4	18
""			
6	THE HIDDEN FLOWER, by Pearl S. Buck.	8	9
""			
7	THE CRUEL SEA, by Nicholas Monsarrat.	6	51
""			
8	THE SARACEN BLADE, by Frank Yerby.	7	15
""			
9	THE GOLDEN HAND, by Edith Simon.	10	12
""			
10	THE ALEXANDRIANS, by Charles Mills.	9	7
""			
11	THE SHINING TIDES, by Win Brooks.	--	1
""			
12	THE DEVIL'S ADVOCATE, by Taylor Caldwell.	12	12
""			
13	THE SECRET ROAD, by Bruce Lancaster.	--	1
""			
14	THE SILVER CHALICE, by Thomas B. Costain.	--	1
""			
15	SCALPEL, by Horace McCoy.	11	3
""			
16	INVISIBLE MAN, by Ralph Ellison.	14	13
This	August 3, 1952	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	WITNESS, by Whittaker Chambers.	1	10
""			
2	THE SEA AROUND US, by Rachel Carson.	2	55
""			
3	A MAN CALLED PETER, by Catherine Marshall.	3	41
""			
4	ANNE FRANK:THE DIARY OF A YOUNG GIRL, by Anne Frank.	6	5
""			
5	WINDOWS FOR THE CROWN PRICE, by Elizabeth Gray Vining.	4	10
""			
6	THE THURBER ALBUM, by James Thurber.	5	7
""			
7	SUBMARINE, by Edward L. Beach.	9	3
""			
8	U.S.A. CONFIDENTIAL, by Jack Lait and Lee Mortimer.	7	20
""			
9	UNDER THE SEA-WIND, by Rachel Carson.	8	15
""			
10	JOURNEY TO THE FAR PACIFIC, by Thomas E. Dewey.	--	1
""			
11	ADVENTURES IN TWO WORLDS, by A.J. Cronin.	14	21
""			
12	THE MEMOIRS OF HERBERT HOOVER, Vol. 2, by Herbert Hoover.	10	12
""			
13	THE SPIRIT OF LIBERTY, by Irving Dillard.	12	5
""			
14	GIVE THE LADY WHAT SHE WANTS, by Lloyd Wendt and Herman Kogan.	11	8
""			
15	WINSTON CHURCHILL, by Robert Lewis Taylor.	13	5
""			
16	GODS, GRAVES AND SCHOLARS, by C.W. Ceram.	--	31
