This	July 27, 1958	Last	Weeks
Week	Fiction	Week	On List
""			
1	ANATOMY OF A MURDER, by Robert Traver. (St. Martin's.)	1	27
""			
2	THE ENEMY CAMP, by Jerome Weidman. (Random House.)	4	4
""			
3	ICE PALACE, by Edna Ferber. (Doubleday.)	3	18
""			
4	THE WINTHROP WOMAN, by Anya Seton. (Houghton Mifflin Company.)	2	21
""			
5	A SUMMER PLACE, by Sloan Wilson. (Simon and Schuster, Inc.)	5	14
""			
6	THE IMAGE MAKERS, by Bernard Dryer. (Harper and Brothers.)	10	4
""			
7	STRANGERS WHEN WE MEET, by Evan Hunter. (Constable and Company Ltd.)	7	6
""			
8	THE NORTHERN LIGHT, by A.J. Cronin. (Little, Brown and Company.)	6	7
""			
9	SEIDMAN AND SON, by Elick Moll. (G. P. Putnam's Sons.)	8	7
""			
10	THE TIME OF THE DRAGONS, by Alice Ekert-Rotholz. (Viking.)	11	3
""			
11	THE GREENGAGE SUMMER, by Rumer Godden. (Viking.)	9	16
""			
12	THE TRAVELS OF JAIMIE McPHEETERS, by Robert Lewis Taylor. (Doubleday.)	12	14
""			
13	RALLY ROUND THE FLAG BOYS!, by Max Schulman. (Doubleday.)	13	48
""			
14	NORTH FROM ROME, by Helen MacInnes. (Houghton Mifflin Harcourt.)	15	21
""			
15	THE KING MUST DIE, by Mary Renault. (Pantheon.)	--	1
""			
16	THE MOUNTAIN ROAD, by Theodore H. White. (William Sloane Associates.)	--	8
This	July 27, 1958	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	INSIDE RUSSIA TODAY, by John Gunther. (Harper and Brothers.)	1	14
""			
2	MASTERS OF DECEIT, by J. Edgar Hoover. (Henry Holt and Co.)	2	18
""			
3	PLEASE DON'T EAT THE DAISIES, by Jean Kerr. (Doubleday.)	3	33
""			
4	DEAR ABBY, by Abigail Van Buren. (Prentice-Hall, Inc.)	4	11
""			
5	KIDS SAY THE DARNDEST THINGS!, by Art Linkletter. (Prentice Hall Inc.)	5	36
""			
""	THE AFFLUENT SOCIETY, by John Kenneth Galbraith. (Houghton Mifflin		
6		7	6
""	Company.)		
""			
7	THE ORDEAL OF WOODROW WILSON, by Herbert Hoover. (McGraw-Hill.)	6	11
""			
8	ALL ABOUT MEN, by Joseph H. Peck. (Elliot Right Way Books.)	10	4
""			
9	MADISON AVENUE, U.S.A., by Martin Mayer. (Harper and Brothers.)	8	18
""			
""	MISTER MUSIC MAKER, LAWRENCE WELK, by Mary Lewis Coakley.		
10		13	4
""	(Doubleday.)		
""			
11	DEATH OF A NATION, by Clifford Dowdey. (Alfred A. Knopf.)	--	1
""			
""	"""WHERE DID YOU GO?"" ""OUT"" ""WHAT DID YOU DO?"" ""NOTHING."", by Robert"		
12		9	50
""	Paul Smith. (W.W. Norton and Company.)		
""			
13	THE CATTLEMEN, by Mari Sandoz. (Hastings House.)	12	5
""			
""	THE FACE OF MINNESOTA, by John Szarkowski. (University of Minnesota		
14		14	7
""	Press.)		
""			
""	THE PRIVATE WORLD OF PABLO PICASSO, by David Douglas Duncan.		
15		15	12
""	(Harper and Brothers.)		
""			
16	A NEW ENGLAND GIRLHOOD, by Nancy Hale. (Little, Brown and Company.)	--	4
