This	January 25, 1959	Last	Weeks
Week	Fiction	Week	On List
""			
1	DOCTOR ZHIVAGO, by Boris Pasternak. (Random House Inc.)	1	18
""			
2	LOLITA, by Vladimir Nabokov. (G.P. Putnam's Sons.)	2	22
""			
3	FROM THE TERRACE, by John O'Hara. (Random House.)	3	8
""			
4	EXODUS, by Leon Uris. (Doubleday.)	4	16
""			
""	THE UGLY AMERICAN, by William J. Lederer and Eugene Burdick. (W.W. Norton		
5		5	14
""	and Company.)		
""			
""	AROUND THE WORLD WITH AUNTIE MAME, by Patrick Dennis. (Harcourt,		
6		6	22
""	Brace and Company.)		
""			
7	VICTORINE, by Frances Parkinson Keyes. (Julian Messner, Inc.)	9	11
""			
8	ANATOMY OF A MURDER, by Robert Traver. (St. Martin's.)	8	53
""			
9	THE KING MUST DIE, by Mary Renault. (Pantheon.)	10	26
""			
10	MRS. ARRIS GOES TO PARIS, by Paul Gallico. (Doubleday and Company, Inc.)	13	5
""			
""	WOMEN AND THOMAS HARROW, by John P. Marquand. (Little, Brown and		
11		7	16
""	Company.)		
""			
12	THE BEST OF EVERYTHING, by Rona Jaffe. (Simon and Schuster.)	11	19
""			
13	THE RAINBOW AND THE ROSE, by Nevil Shute. (William Morrow.)	14	11
""			
14	ELEPHANT HILL, by Robin White. (Harper and Brothers.)	--	1
""			
15	LADY L., by Romain Gary. (Simon and Schuster.)	--	1
""			
16	THE MOUNTAIN IS YOUNG, by Han Suyin. (Jonathan Cape.)	15	12
This	January 25, 1959	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	ONLY IN AMERICA, by Harry Lewis Golden. (World Publishing Co.)	1	26
""			
2	AKU-AKU, by Thor Heyerdahl. (Rand McNally and Company.)	2	19
""			
""	WEDEMEYER REPORTS!, by General Albert C. Wedemeyer. (Henry Holt and		
3		3	8
""	Co.)		
""			
""	THE MEMOIRS OF FIELD-MARSHALL MONTGOMERY, by Field Marshall		
4		4	12
""	Montgomery. (World Publishing Co.)		
""			
5	TWIXT TWELVE AND TWENTY, by Pat Boone. (Prentice-Hall, Inc.)	5	5
""			
6	"BAA BAA BLACK SHEEP, by Gregory ""Pappy"" Boyington. (Wilson Press.)"	6	24
""			
""	THE COMING OF THE NEW DEAL, by Arthur Meier Schlesinger Jr. (Houghton		
7		--	1
""	Mifflin Company.)		
""			
8	THE THREE EDWARDS, by Thomas B. Costain. (Doubleday and Company.)	7	11
""			
9	NAUTILUS 90 NORTH, by William R. Anderson. (World Publishing Company.)	16	2
""			
10	KIDS SAY THE DARNDEST THINGS!, by Art Linkletter. (Prentice Hall Inc.)	8	62
""			
11	THE PROUD POSSESSORS, by Aline B. Saarinen. (Random House.)	9	9
""			
12	HERBLOCK'S SPECIAL FOR TODAY, by Herbert Block. (Simon and Schuster.)	11	11
""			
""	CHICAGO: A PICTORIAL HISTORY, by Herman Kogan and Lloyd Wendt. (E. P.		
13		10	8
""	Dutton.)		
""			
14	BRAVE NEW WORLD REVISITED, by Aldous Huxley. (Harper and Brothers.)	15	3
""			
""	THE NEW TESTAMENT IN MODERN ENGLISH, by J.B. Phillips. (MacMillan		
15		12	15
""	Company.)		
""			
16	ON MY OWN, by Eleanor Roosevelt. (Harper and Brothers.)	--	16
