This	April 28, 1957	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE SCAPEGOAT, by Daphne du Maurier. (Doubleday and Co.)	1	9
""			
2	PEYTON PLACE, by Grace Metalious. (Simon and Schuster, Inc.)	2	31
""			
3	BLUE CAMELLIA, by Frances Parkinson Keyes. (Julian Messner Inc.)	3	13
""			
4	COMPULSION, by Meyer Levin. (Simon and Schuster.)	4	24
""			
5	THE PHILADELPHIAN, by Richard Powell. (Charles Scribner's Sons.)	5	15
""			
6	THE LAST ANGRY MAN, by Gerald Green. (Charles Scribner's Sons.)	6	10
""			
7	SAY, DARLING, by Richard Bissell. (Little, Brown and Company.)	8	3
""			
8	THE FALL, by Albert Camus. (Alfred A. Knopf.)	7	8
""			
9	A LEGACY, by Sybille Bedford. (Simon and Schuster.)	10	9
""			
10	THE WAPSHOT CHRONICLE, by John Cheever. (Harper and Row.)	9	3
""			
11	THE BLACK OBELISK, by Erich Maria Remarque. (Houghton Mifflin Harcourt.)	--	1
""			
12	TWILIGHT FOR THE GODS, by Ernest Gann. (William Sloane Associates.)	14	11
""			
13	THE FOUNTAIN OVERFLOWS, by Rebecca West. (Viking Press.)	13	19
""			
14	ONIONHEAD, by Weldon Hill. (David McKay.)	--	3
""			
15	MANDINGO, by Kyle Onstott. (R. Denlinger.)	15	2
""			
16	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	12	111
This	April 28, 1957	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE FBI STORY, by Don Whitehead. (Random House.)	1	20
""			
2	THE NUN'S STORY, by Kathryn Hulme. (Little, Brown and Company.)	2	31
""			
3	THE ORGANIZATION MAN, by William H. Whyte Jr. (Simon and Schuster.)	3	12
""			
4	STAY ALIVE ALL YOUR LIFE, by Norman Vincent Peale. (Prentice-Hall, Inc.)	9	4
""			
5	THE BRIDGE AT ANDAU, by James A. Michener. (Random House.)	4	6
""			
6	DAY OF INFAMY, by Walter Lord. (Henry Holt and Company.)	5	3
""			
7	THE ROAD TO MILTOWN, by S.J. Perelman. (Simon and Schuster.)	6	12
""			
8	THIS HALLOWED GROUND, by Bruce Catton. (Doubleday and Company.)	7	24
""			
9	THE CRISIS OF THE OLD ORDER, by Arthur Schlesinger. (Houghton, Mifflin Co.)	8	6
""			
""	THE LION AND THE THRONE, by Catherine Drinker Bowen. (Little, Brown and		
10		10	4
""	Company.)		
""			
11	THE BIBLE AS HISTORY, by Werner Keller. (William Morrow and Company.)	13	21
""			
12	TOO MUCH, TOO SOON, by Diana Barrymore and Gerold Frank. (Henry Holt.)	--	1
""			
13	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	--	66
""			
14	AS FRANCE GOES, by David Schoenbrun. (Harper and Brothers.)	--	1
""			
15	ARTHRITIS AND COMMON SENSE, by Dale Alexander. (Witkower Press Inc.)	15	44
""			
16	A HUNDRED HOURS TO SUEZ, by Robert Henriques. (Viking Press.)	--	1
