This	July 15, 1956	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE LAST HURRAH, by Edwin O'Connor. (Little, Brown and Co.)	1	21
""			
2	ANDERSONVILLE, by MacKinlay Kantor. (Cleveland: World Publishing.)	2	37
""			
3	A THING OF BEAUTY, by A.J. Cronin. (Little, Brown.)	4	6
""			
4	THE MANDARINS, by Simone de Beauvoir. (World Publishing Co.)	3	6
""			
5	A SINGLE PEBBLE, by John Hersey. (Alfred A. Knopf.)	6	4
""			
6	IMPERIAL WOMAN, by Pearl S. Buck. (John Day Company.)	5	14
""			
7	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	7	70
""			
8	A WALK ON THE WILD SIDE, by Nelson Algren. (Farrar, Straus and Cudahy.)	9	6
""			
9	THE ROSEMARY TREE, by Elizabeth Goudge. (Coward-McCann.)	10	5
""			
10	LUCY CROWN, by Irwin Shaw. (Random House.)	8	15
""			
11	THE NINTH WAVE, by Eugene Burdick. (Houghton Mifflin Company.)	11	4
""			
12	CHARMED CIRCLE, by Susan Ertz. (Harper and Brothers.)	--	1
""			
13	REMEMBER THE HOUSE, by Santha Rama Rau. (Harper.)	--	9
""			
14	THE QUIET AMERICAN, by Graham Greene. (Viking Press.)	--	16
""			
15	COMFORT ME WITH APPLES, by Peter De Vries. (Little, Brown and Company.)	12	9
""			
16	TEN NORTH FREDERICK, by John O'Hara. (Random House.)	13	32
This	July 15, 1956	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	ARTHRITIS AND COMMON SENSE, by Dale Alexander. (Witkower Press Inc.)	2	14
""			
2	THE BIRTH OF BRITAIN, by Winston S. Churchill. (Dodd, Mead.)	1	12
""			
3	LOVE OR PERISH, by Smiley Blanton. (Simon and Schuster.)	3	22
""			
4	MINORITY REPORT, by H.L. Mencken. (Alfred A. Knopf.)	6	6
""			
5	GUESTWARD HO!, by Patrick Dennis and Barbara Hooton. (Vanguard Press.)	5	6
""			
6	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	4	26
""			
7	GIFT FROM THE SEA, by Anne Morrow Lindbergh. (Pantheon Books.)	7	69
""			
8	HOW TO LIVE 365 DAYS A YEAR, by John A. Schindler. (Prentice-Hall, Inc.)	8	69
""			
9	YOUTH, by Frances Ilg, Arnold Gesell and Louise Ames. (Harper and Row.)	9	7
""			
10	OLYMPIO, by Andre Maurois. (Harper and Brothers.)	10	8
""			
11	ELOISE, by Kay Thompson and Hilary Knight. (Simon and Schuster.)	11	22
""			
12	GRAY FOX, by Burke Davis. (Rinehart.)	13	9
""			
13	EISENHOWER, by Robert J. Donovan. (Harper and Brothers.)	--	1
""			
""	THE SEARCH FOR BRIDEY MURPHY, by Morey Bernstein. (Doubleday and		
14		12	26
""	Company.)		
""			
15	BAY WINDOW BOHEMIA, by Oscar Lewis. (Doubleday.)	16	11
""			
16	SONG OF AMERICA, by George M. Mardikian. (McGraw-Hill Book Company.)	15	3
