This	June 15, 1952	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE CAINE MUTINY, by Herman Wouk.	1	61
""			
2	MY COUSIN RACHEL, by Daphne du Maurier.	2	18
""			
3	THE GOWN OF GLORY, by Agnes Sligh Turnbull.	3	11
""			
4	THE HOUSES IN BETWEEN, by Howard Spring.	5	5
""			
5	THE SARACEN BLADE, by Frank Yerby.	4	8
""			
6	THE CRUEL SEA, by Nicholas Monsarrat.	6	44
""			
7	THE SWIMMING POOL, by Mary Roberts Rinehart.	12	19
""			
8	THE GOLDEN HAND, by Edith Simon.	7	5
""			
9	THE HIDDEN FLOWER, by Pearl S. Buck.	14	2
""			
10	S P Q R, by Paul Hyde Bonner.	10	10
""			
11	THE DEVIL'S ADVOCATE, by Taylor Caldwell.	9	5
""			
12	LIEUTENANT HORNBLOWER, by C.S. Forester.	13	9
""			
13	WINDOM'S WAY, by James Ramsey Ullman.	--	1
""			
14	INVISIBLE MAN, by Ralph Ellison.	11	6
""			
15	DOTING, by Henry Green.	--	2
""			
16	THE SON OF ADAM WYNGATE, by Mary O'Hara.	8	8
This	June 15, 1952	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE SEA AROUND US, by Rachel Carson.	1	48
""			
2	WITNESS, by Whittaker Chambers.	6	3
""			
3	A MAN CALLED PETER, by Catherine Marshall.	2	34
""			
4	U.S.A. CONFIDENTIAL, by Jack Lait and Lee Mortimer.	3	13
""			
5	UNDER THE SEA-WIND, by Rachel Carson.	4	8
""			
6	WINDOWS FOR THE CROWN PRICE, by Elizabeth Gray Vining.	7	3
""			
7	BOSWELL IN HOLAND, by Frederick A. Pottle.	8	6
""			
8	MR. PRESIDENT, by William Hillman.	5	11
""			
9	ADVENTURES IN TWO WORLDS, by A.J. Cronin.	10	14
""			
10	ELIZABETH, THE QUEEN, by Marion Crawford.	9	11
""			
11	THE GREATEST BOOK EVER WRITTEN, by Fulton Oursler.	14	27
""			
12	THE MEMOIRS OF HERBERT HOOVER, Vol. 2, by Herbert Hoover.	11	5
""			
13	GIVE THE LADY WHAT SHE WANTS, by Lloyd Wendt and Herman Kogan.	13	2
""			
14	THE SPIRIT OF LIBERTY, by Irving Dillard.	--	1
""			
15	THE STRUGGLE FOR EUROPE, by Chester Wilmot.	15	9
""			
16	GODS, GRAVES AND SCHOLARS, by C.W. Ceram.	--	28
