This	January 14, 1951	Last	Weeks
Week	Fiction	Week	On List
""			
1	JOY STREET, by Frances Parkinson Keyes.	2	6
""			
2	THE DISENCHANTED, by Budd Schulberg.	1	11
""			
3	SON OF A HUNDRED KINGS, by Thomas B. Costain.	5	10
""			
4	THE CARDINAL, by Henry Morton Robinson.	3	41
""			
5	THE ADVENTURER, by Mika Waltari.	4	15
""			
6	ACROSS THE RIVER AND INTO THE TREES, by Ernest Hemingway.	6	17
""			
7	THE LITTLE WORLD OF DON CAMILLO, by Giovanni Guareschi.	8	19
""			
8	BENNETT'S WELCOME, by Inglis Fletcher.	7	11
""			
9	THE THIRTEEN CLOCKS, by James Thurber.	15	2
""			
10	PATHWAY TO THE STARS, by Harnett T. Kane.	10	8
""			
11	MOULIN ROUGE, by Pierre La Mure.	14	4
""			
12	THE FAR LANDS, by James Norman Hall.	13	3
""			
13	THE PEPPER TREE, by John Jennings.	--	1
""			
14	JUBILEE TRAIL, by Gwen Bristow.	11	46
""			
15	THE WIDOW, by Susan Yorke.	--	12
""			
16	FLOODTIDE, by Frank Yerby.	9	20
This	January 14, 1951	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	KON-TIKI, by Thor Heyerdahl.	1	18
""			
2	BOSWELL'S LONDON JOURNAL, by Frederick A. Pottle.	2	8
""			
3	OUT OF THIS WORLD, by Lowell Thomas Jr.	5	5
""			
4	LOOK YOUNGER, LIVE LONGER, by Gayelord Hauser.	3	40
""			
5	THE HINGE OF FATE, by Winston Churchill.	4	5
""			
6	DECLINE AND FALL OF PRACTICALLY EVERYBODY, by Will Cuppy.	8	6
""			
7	BELLES ON THEIR TOES, by Frank B. Gilbreth and Ernestine Gilbreth Carey.	7	13
""			
8	NUTS IN MAY, by Cornelia Otis Skinner.	6	13
""			
9	COURTROOM, by Quentin Reynolds.	9	13
""			
10	LIFE'S PICTURE HISTORY OF WORLD WAR II, by Time-Life.	11	5
""			
11	DRAWN FROM MEMORY, by John T. McCutcheon.	--	5
""			
12	YEAR:MID-CENTURY EDITION, 1900-1950, by Baldwin H. Ward.	--	1
""			
13	THE MATURE MIND, by Harry Allen Overstreet.	10	72
""			
14	BAGHDAD 1951, by Herb Caen.	13	5
""			
15	THE GREATEST STORY EVER TOLD, by Fulton Oursler.	--	48
""			
16	THE LADY'S NOT FOR BURNING, by Christopher Fry.	--	6
