This	September 23, 1956	Last	Weeks
Week	Fiction	Week	On List
""			
1	DON'T GO NEAR THE WATER, by William Brinkley. (Random House Inc.)	1	10
""			
2	A CERTAIN SMILE, by Francoise Sagan. (E. P. Dutton and Company, Inc.)	3	6
""			
3	THE LAST HURRAH, by Edwin O'Connor. (Little, Brown and Co.)	2	31
""			
4	THE MANDARINS, by Simone de Beauvoir. (World Publishing Co.)	4	16
""			
5	A SINGLE PEBBLE, by John Hersey. (Alfred A. Knopf.)	6	14
""			
6	A THING OF BEAUTY, by A.J. Cronin. (Little, Brown.)	5	16
""			
7	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	7	80
""			
8	ANDERSONVILLE, by MacKinlay Kantor. (Cleveland: World Publishing.)	8	47
""			
9	THE NINTH WAVE, by Eugene Burdick. (Houghton Mifflin Company.)	9	14
""			
10	CHARMED CIRCLE, by Susan Ertz. (Harper and Brothers.)	12	11
""			
11	THE STRAIGHT AND NARROW PATH, by Honor Tracy. (Random House.)	10	6
""			
12	THE ROSEMARY TREE, by Elizabeth Goudge. (Coward-McCann.)	13	15
""			
13	TOLBECKEN, by Samuel Shellabarger. (Little, Brown and Company.)	--	1
""			
14	BEYOND THE BLACK STUMP, by Nevil Shute. (Heinemann.)	--	2
""			
15	THE GATES OF BRASS, by McCready Huston. (J.B. Lippincott Company.)	--	1
""			
16	A WALK ON THE WILD SIDE, by Nelson Algren. (Farrar, Straus and Cudahy.)	15	15
This	September 23, 1956	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	EISENHOWER, by Robert J. Donovan. (Harper and Brothers.)	1	11
""			
2	ARTHRITIS AND COMMON SENSE, by Dale Alexander. (Witkower Press Inc.)	2	24
""			
3	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	3	36
""			
4	GUESTWARD HO!, by Patrick Dennis and Barbara Hooton. (Vanguard Press.)	4	16
""			
""	ROOSEVELT: THE LION AND THE FOX, by James MacGregor Burns. (Harcourt,		
5		6	4
""	Brace and Company.)		
""			
6	LOVE OR PERISH, by Smiley Blanton. (Simon and Schuster.)	5	32
""			
7	THE MIND GOES FORTH, by H.A. Overstreet. (W.W. Norton and Co.)	8	8
""			
8	HOW TO LIVE 365 DAYS A YEAR, by John A. Schindler. (Prentice-Hall, Inc.)	7	79
""			
9	THE BIRTH OF BRITAIN, by Winston S. Churchill. (Dodd, Mead.)	9	22
""			
10	RICHARD THE THIRD, by Paul Murray Kendall. (W. W. Norton.)	16	2
""			
11	YOUTH, by Frances Ilg, Arnold Gesell and Louise Ames. (Harper and Row.)	10	17
""			
""	A REPUBLICAN LOOKS AT HIS PARTY, by Arthur Larson. (Harper and		
12		14	3
""	Brothers.)		
""			
13	THE CRUCIAL DECADE, by Eric F. Goldman. (Alfred A. Knopf.)	--	1
""			
14	THE AGE OF FIGHTING SAIL, by C.S. Forester. (Doubleday.)	12	8
""			
15	GIFT FROM THE SEA, by Anne Morrow Lindbergh. (Pantheon Books.)	11	79
""			
16	AUTOCONDITIONING, by Hornell Hart. (Prentice-Hall, Inc.)	--	1
