This	May 1, 1955	Last	Weeks
Week	Fiction	Week	On List
""			
""	SINCERELY, WILLIS WAYDE, by John Phillips Marquand. (Little, Brown and		
1		1	8
""	Company.)		
""			
2	BONJOUR TRISTESSE, by Francoise Sagan. (E. P. Dutton and Co., Inc.)	2	7
""			
3	NO TIME FOR SERGEANTS, by Mac Hyman. (Random House, Inc.)	4	28
""			
""	THE VIEW FROM POMPEY'S HEAD, by Hamilton Basso. (Doubleday and Co.,		
4		3	26
""	Inc.)		
""			
5	THE GOOD SHEPHERD, by C.S. Forester. (Little, Brown and Company.)	5	4
""			
6	LOVE IS ETERNAL, by Irving Stone. (Doubleday.)	6	35
""			
7	RUN SILENT, RUN DEEP, by Edward L. Beach. (Henry Holt.)	8	2
""			
8	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	7	7
""			
9	THE HEALER, by Frank G. Slaughter. (Doubleday and Co. Inc.)	9	11
""			
10	THE BREAKING WAVE, by Nevil Shute. (William Morrow and Co.)	--	1
""			
11	KATHERINE, by Anya Seton. (Houghton Mifflin.)	10	29
""			
12	THE SCOTSWOMAN, by Inglis Clark Fletcher. (Bobbs-Merrill.)	--	1
""			
13	FLAMINGO FEATHER, by Laurens Van Der Post. (William Morrow and Co.)	14	8
""			
""	VENTURE INTO DARKNESS, by Alice Tisdale Hobart. (Longman's, Green and		
14		13	4
""	Co.)		
""			
15	COROMANDEL!, by John Masters. (Viking Books.)	15	3
""			
16	DUTCH, by Theodore Bonnet. (Doubleday and Company.)	--	1
This	May 1, 1955	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	GIFT FROM THE SEA, by Anne Morrow Lindbergh. (Pantheon Books.)	1	6
""			
""	THE POWER OF POSITIVE THINKING, by Norman Vincent Peale. (Prentice-Hall,		
2		2	130
""	Inc.)		
""			
""	GERTRUDE LAWRENCE AS MRS. A., by Richard Stoddard Aldrich. (Greystone		
3		3	16
""	Press.)		
""			
4	HOW TO LIVE 365 DAYS A YEAR, by John A. Schindler. (Prentice-Hall, Inc.)	4	6
""			
5	THE DAY LINCOLN WAS SHOT, by Jim Bishop. (Harper and Brothers.)	8	11
""			
6	A MAN CALLED PETER, by Catherine Marshall. (McGraw-Hill Book Company.)	11	134
""			
7	WHY JOHNNY CAN'T READ, by Rudolf Franz Flesch. (Harper and Brothers.)	10	4
""			
8	TO THE ONE I LOVE THE BEST, by Ludwig Bemelmans. (Viking Press.)	9	8
""			
9	MY SEVERAL WORLDS, by Pearl S. Buck. (John Day Company.)	6	23
""			
""	ESSAYS IN THE PUBLIC PHILOSOPHY, by Walter Lippmann. (Little, Brown and		
10		5	9
""	Company.)		
""			
11	BOTTOMS UP!, by Cornelia Otis Skinner. (Dodd, Mead and Company.)	15	3
""			
12	TWO MINUTES TILL MIDNIGHT, by Elmer Davis. (Bobbs Merrill Co.)	7	8
""			
13	THE TUMULT AND THE SHOUTING, by Grantland Rice. (A. S. Barnes and Co.)	13	24
""			
14	GARBO, by John Bainbridge. (Doubleday.)	14	2
""			
15	A TRAIN OF POWDER, by Rebecca West. (Viking Press.)	16	4
""			
16	HAVE TUX, WILL TRAVEL, by Bob Hope. (Simon and Schuster.)	--	10
