This	February 10, 1952	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE CAINE MUTINY, by Herman Wouk.	1	43
""			
2	THE CRUEL SEA, by Nicholas Monsarrat.	2	26
""			
3	MELVILLE GOODWIN, USA, by John Marquand.	3	17
""			
4	THE PRESIDENT'S LADY, by Irving Stone.	5	18
""			
5	THE END OF THE AFFAIR, by Graham Greene.	4	14
""			
6	MOSES, by Sholem Asch.	6	18
""			
7	WINDS OF MORNING, by Harold Lenoir Davis.	11	3
""			
8	THE DARK MOMENT, by Ann Bridge.	14	3
""			
9	WE FISHED ALL NIGHT, by Willard Motley.	9	10
""			
10	WAIT FOR THE WAGON, by Mary Lasswell.	10	10
""			
11	FROM HERE TO ETERNITY, by James Jones.	8	49
""			
12	THE WANDERER, by Mika Waltari.	7	14
""			
13	JEFFERSON SELLECK, by Carl Jonas.	--	1
""			
14	THE SWIMMING POOL, by Mary Roberts Rinehart.	--	1
""			
15	THE IRON MISTRESS, by Paul I. Wellman.	12	27
""			
16	THE CATCHER IN THE RYE, by J.D. Salinger.	--	28
This	February 10, 1952	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE SEA AROUND US, by Rachel Carson.	1	30
""			
2	THE NEW YORKER 25th ANNIVERSARY ALBUM, by New Yorker Magazine.	2	15
""			
3	A MAN CALLED PETER, by Catherine Marshall.	3	16
""			
4	THE GREATEST BOOK EVER WRITTEN, by Fulton Oursler.	4	9
""			
5	SHOW BIZ, by Abel Green and Joe Laurie Jr.	7	11
""			
6	CLOSING THE RING, by Winston S. Churchill.	5	10
""			
7	DANCE TO THE PIPER, by Agnes de Mille.	9	2
""			
8	THE FORRESTAL DIARIES, by Walter Millis and E.S. Duffield.	6	16
""			
9	STRANGE LANDS AND FRIENDLY PEOPLES, by William O. Douglas.	8	12
""			
10	GODS, GRAVES AND SCHOLARS, by C.W. Ceram.	11	11
""			
11	A FOREIGN POLICY FOR AMERICANS, by Robert A. Taft.	12	10
""			
12	KON-TIKI, by Thor Heyerdahl.	10	74
""			
13	THE MEMOIRS OF HERBERT HOOVER, by Herbert Hoover.	14	14
""			
14	AMERICAN DIPLOMACY, 1900-1950, by George F. Kennan.	16	10
""			
15	THE CONFIDENT YEARS 1885-1915, by Van Wyck Brooks.	13	3
""			
16	BETTER HOMES AND GARDENS HANDYMAN'S BOOK.	--	14
