This	March 16, 1958	Last	Weeks
Week	Fiction	Week	On List
""			
1	ANATOMY OF A MURDER, by Robert Traver. (St. Martin's.)	1	8
""			
""	BY LOVE POSSESSED, by James Gould Cozzens. (Harcourt, Brace and		
2		2	28
""	Company.)		
""			
3	RALLY ROUND THE FLAG BOYS!, by Max Schulman. (Doubleday.)	3	29
""			
4	THE WHITE WITCH, by Elizabeth Goudge. (Coward-McCann, Inc.)	4	8
""			
5	THE WINTHROP WOMAN, by Anya Seton. (Houghton Mifflin Company.)	7	2
""			
6	SOME CAME RUNNING, by James Jones. (Charles Scribner's Sons.)	5	8
""			
7	NORTH FROM ROME, by Helen MacInnes. (Houghton Mifflin Harcourt.)	8	2
""			
8	BELOW THE SALT, by Thomas B. Costain. (Doubleday and Company, Inc.)	6	23
""			
9	MAGGIE-NOW, by Betty Smith. (Harper and Brothers.)	12	3
""			
10	TIME AND THE HOUR, by Howard Spring. (Harper and Brothers.)	--	1
""			
11	REMEMBER ME TO GOD, by Myron S. Kaufmann. (Lippincott,)	15	25
""			
12	THE SOUND OF THUNDER, by Taylor Caldwell. (Doubleday.)	10	21
""			
13	THE ROOTS OF HEAVEN, by Romain Gary. (Simon and Schuster.)	9	5
""			
14	A DEATH IN THE FAMILY, by James Agee. (McDowell, Obolensky.)	--	10
""			
15	HOME FROM THE HILL, by William Humphrey. (Alfred A. Knopf.)	13	3
""			
16	PURELY ACADEMIC, by Stringfellow Barr. (Simon and Schuster.)	14	4
This	March 16, 1958	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	PLEASE DON'T EAT THE DAISIES, by Jean Kerr. (Doubleday.)	1	14
""			
2	KIDS SAY THE DARNDEST THINGS!, by Art Linkletter. (Prentice Hall Inc.)	2	17
""			
3	BARUCH: MY OWN STORY, by Bernard M. Baruch. (Henry Holt and Company.)	3	28
""			
""	"""WHERE DID YOU GO?"" ""OUT"" ""WHAT DID YOU DO?"" ""NOTHING."", by Robert"		
4		4	31
""	Paul Smith. (W.W. Norton and Company.)		
""			
""	PETER FREUCHEN'S BOOK OF THE SEVEN SEAS, by Peter Freuchen and		
5		5	13
""	David Loth. (Simon and Schuster.)		
""			
6	THE HIDDEN PERSUADERS, by Vance Packard. (David McKay Company.)	9	42
""			
7	TO LIVE AGAIN, by Catherine Marshall. (McGraw Hill.)	7	19
""			
8	THE NEW CLASS, by Milovan Djilas. (Frederick A. Praeger.)	6	27
""			
9	ATTORNEY FOR THE DAMNED, by Arthur Weinberg. (Simon and Schuster.)	8	9
""			
10	PARKINSON'S LAW, by C. Northcote Parkinson. (Houghton and Mifflin.)	11	17
""			
11	BE MY GUEST, by Conrad Hilton. (Prentice-Hall, Inc.)	12	4
""			
12	THE TITANS, by Andre Maurois. (Harper and Brothers.)	10	2
""			
""	NAKED TO MINE ENEMIES, by Charles W. Ferguson. (Little, Brown and		
13		14	5
""	Company.)		
""			
14	SAN FRANCISCO BAY, by Harold Gilliam. (Doubleday.)	15	19
""			
15	POWER AND DIPLOMACY, by Dean Acheson. (Harvard University Press.)	13	6
""			
16	VOLTAIRE IN LOVE, by Nancy Mitford. (Harper and Brothers.)	--	1
