This	April 15, 1956	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE LAST HURRAH, by Edwin O'Connor. (Little, Brown and Co.)	1	8
""			
2	TEN NORTH FREDERICK, by John O'Hara. (Random House.)	2	19
""			
3	ANDERSONVILLE, by MacKinlay Kantor. (Cleveland: World Publishing.)	3	24
""			
4	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	4	57
""			
5	THE QUIET AMERICAN, by Graham Greene. (Viking Press.)	6	4
""			
6	ISLAND IN THE SUN, by Alec Waugh. (Farrar Straus and Giroux.)	5	13
""			
7	MARJORIE MORNINGSTAR, by Herman Wouk. (Doubleday and Company, Inc.)	7	31
""			
8	CASH McCALL, by Cameron Hawley. (Houghton and Mifflin.)	8	21
""			
9	LUCY CROWN, by Irwin Shaw. (Random House.)	12	2
""			
10	BOON ISLAND, by Kenneth Roberts. (Doubleday and Company.)	11	13
""			
11	H.M.S. ULYSSES, by Alistair MacLean. (Collins Clear-Type Press.)	9	12
""			
""	THE MAN IN THE GRAY FLANNEL SUIT, by Sloan Wilson. (Simon and		
12		10	38
""	Schuster.)		
""			
13	NATIVE STONE, by Edwin Gilbert. (Doubleday and Company, Inc.)	15	6
""			
14	TENDER VICTORY, by Taylor Caldwell. (McGraw-Hill.)	13	12
""			
15	IMPERIAL WOMAN, by Pearl S. Buck. (John Day Company.)	--	1
""			
16	HARRY OF MONMOUTH, by A.M. Maughan. (William Sloane.)	--	1
This	April 15, 1956	Last	Weeks
Week	Non-Fiction	Week	On List
""			
""	THE SEARCH FOR BRIDEY MURPHY, by Morey Bernstein. (Doubleday and		
1		1	13
""	Company.)		
""			
2	GIFT FROM THE SEA, by Anne Morrow Lindbergh. (Pantheon Books.)	2	56
""			
3	A NIGHT TO REMEMBER, by Walter Lord. (Henry Holt and Company.)	3	19
""			
4	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	4	13
""			
""	THE SCROLLS FROM THE DEAD SEA, by Edmund Wilson. (Oxford University		
5		5	23
""	Press.)		
""			
6	LOVE OR PERISH, by Smiley Blanton. (Simon and Schuster.)	6	9
""			
7	ELOISE, by Kay Thompson and Hilary Knight. (Simon and Schuster.)	7	9
""			
8	HOW TO LIVE 365 DAYS A YEAR, by John A. Schindler. (Prentice-Hall, Inc.)	9	56
""			
9	MEMOIRS, Vol. II, by Harry S. Truman. (Doubleday and Co.)	12	5
""			
10	THE SECRET OF THE HITTITES, by C.W. Ceram. (Alfred A Knopf.)	11	12
""			
""	THE POWER OF POSITIVE THINKING, by Norman Vincent Peale. (Prentice-Hall,		
11		8	180
""	Inc.)		
""			
12	INSIDE AFRICA, by John Gunther. (Harper and Brothers.)	10	28
""			
13	AROUND THE WORLD CONFIDENTIAL, by Lee Mortimer. (G.P. Putnam's Sons.)	--	1
""			
14	ARTHRITIS AND COMMON SENSE, by Dale Alexander. (Witkower Press Inc.)	--	1
""			
15	DOCTOR KATE, by Adele Comandini. (Rinehart and Company.)	13	2
""			
16	THE EDGE OF THE SEA, by Rachel Carson. (Houghton Mifflin.)	15	22
