This	September 9, 1951	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE CAINE MUTINY, by Herman Wouk.	1	21
""			
2	FROM HERE TO ETERNITY, by James Jones.	2	27
""			
3	THE CRUEL SEA, by Nicholas Monsarrat.	3	4
""			
4	THE CATCHER IN THE RYE, by J.D. Salinger.	4	7
""			
5	RETURN TO PARADISE, by James A. Michener.	5	19
""			
6	THE IRON MISTRESS, by Paul I. Wellman.	6	5
""			
7	A WOMAN CALLED FANCY, by Frank Yerby.	7	16
""			
8	THE HIGH CALLING, by James Street.	10	11
""			
9	THE TROUBLED AIR, by Irwin Shaw.	8	12
""			
10	THE FOUNDLING, by Francis Cardinal Spellman.	11	14
""			
11	LUCY CARMICHAEL, by Margaret Kennedy.	9	3
""			
12	PROUD NEW FLAGS, by F. Van Wyck Mason.	12	19
""			
13	APRIL SNOW, by Lillian Budd.	13	13
""			
14	SCANDALOUS MRS.BLACKFORD, by Harnett T. Kane and Victor Leclerc.	15	11
""			
15	OLD HERBACEOUS, by Reginald Arkell.	14	24
""			
16	MR.SMITH, by Louis Bromfield.	--	1
This	September 9, 1951	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE SEA AROUND US, by Rachel Carson.	2	8
""			
2	KON-TIKI, by Thor Heyerdahl.	1	52
""			
3	WASHINGTON CONFIDENTIAL, by Jack Lait and Lee Mortimer.	3	26
""			
4	A SOLDIER'S STORY, by Omar Nelson Bradley.	4	11
""			
5	WHITE MAN RETURNS, by Agnes Newton Keith.	8	3
""			
6	CRIME IN AMERICA, by Estes Kefauver.	6	7
""			
7	FIGHT AGAINST FEARS, by Lucy Freeman.	9	7
""			
8	A KING'S STORY, by Edward Windsor, Duke of Windsor.	5	20
""			
9	HIS EYE IS ON THE SPARROW, by Ethel Waters and Charles Samuels.	7	25
""			
10	BETTER HOMES AND GARDENS GARDEN BOOK, by Fleeta Brownell	10	21
""	Woodroffe.		
""			
11	LIFEMANSHIP, by Stephen Potter.	16	6
""			
12	COMMUNISM, DEMOCRACY, AND CATHOLIC POWER, by Paul Blanshard.	11	14
""			
13	THE NEW JOY OF COOKING, by Irma S. Rombauer and Marion Rombauer	12	6
""	Becker.		
""			
14	THE CHINA STORY, by Freda Utley.	--	14
""			
15	CRACKS IN THE KREMLIN WALL, by Edward Crankshaw.	--	1
""			
16	DIZZY, by Hesketh Pearson.	--	1
