This	May 24, 1959	Last	Weeks
Week	Fiction	Week	On List
""			
1	EXODUS, by Leon Uris. (Doubleday.)	1	33
""			
2	DOCTOR ZHIVAGO, by Boris Pasternak. (Random House Inc.)	2	35
""			
""	THE UGLY AMERICAN, by William J. Lederer and Eugene Burdick. (W.W. Norton		
3		3	31
""	and Company.)		
""			
""	DEAR AND GLORIOUS PHYSICIAN, by Taylor Caldwell. (Doubleday and		
4		4	8
""	Company.)		
""			
5	LOLITA, by Vladimir Nabokov. (G.P. Putnam's Sons.)	5	39
""			
6	LADY CHATTERLY'S LOVER, by D.H. Lawrence. (Random House.)	9	2
""			
7	MRS. ARRIS GOES TO PARIS, by Paul Gallico. (Doubleday and Company, Inc.)	6	22
""			
8	NINE COACHES WAITING, by Mary Stewart. (M.S. Mill/William Morrow.)	8	13
""			
9	CELIA GARTH, by Gwen Bristow. (Thomas Crowell Co.)	--	1
""			
""	THE WATCH THAT ENDS THE NIGHT, by Hugh MacLennan. (Charles Scribner's		
10		10	11
""	Sons.)		
""			
11	THE CHINESE BOX, by Katherine Wigmore Eyre. (Appleton-Century-crofts, Inc.)	15	2
""			
12	SPINSTER, by Sylvia Ashton-Warner. (Simon and Schuster.)	12	5
""			
13	FROM THE TERRACE, by John O'Hara. (Random House.)	11	25
""			
14	THE DEVIL IN BUCKS COUNTY, by Edmund Schiddel. (Simon and Schuster.)	7	14
""			
15	THE MIDDLE AGE OF MRS. ELIOT, by Angus Wilson. (Viking Press.)	13	6
""			
16	THE HOURGLASS, by Edwin Gilbert. (J. B. Lippincott Company.)	--	4
This	May 24, 1959	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	MINE ENEMY GROWS OLDER, by Alexander King. (Simon and Schuster.)	1	15
""			
2	ONLY IN AMERICA, by Harry Lewis Golden. (World Publishing Co.)	2	43
""			
""	WHAT WE MUST KNOW ABOUT COMMUNISM, by Harry and Bonaro		
3		3	15
""	Overstreet. (W.W. Norton and Co, Inc.)		
""			
4	THE STATUS SEEKERS, by Vance Packard. (David McKay.)	14	2
""			
""	HOW I TURNED $1,000 INTO A MILLION IN REAL ESTATE -- IN MY SPARE		
5		7	6
""	TIME, by William Nickerson. (Simon and Schuster.)		
""			
6	ELIZABETH THE GREAT, by Elizabeth Jenkins. (Coward McCann.)	4	10
""			
7	TWIXT TWELVE AND TWENTY, by Pat Boone. (Prentice-Hall, Inc.)	5	22
""			
8	COLLISION COURSE, by Alvin Moscow. (G.P. Putnam's Sons.)	6	8
""			
9	MY BROTHER WAS AN ONLY CHILD, by Jack Douglas. (E.P. Dutton and Co.)	8	5
""			
10	BROTHERHOOD OF EVIL, by Frederic Sondern. (Farrar, Straus, and Cudahy.)	9	10
""			
11	FOLK MEDICINE, by Deforest Clinton Jarvis. (Henry Holt and Company, Inc.)	11	6
""			
""	EAT WELL AND STAY WELL, by Ancel and Margaret Keys. (Doubleday and		
12		13	4
""	Company.)		
""			
""	THE DRESS DOCTOR, by Edith Head and Jane Kesner Ardmore. (Little, Brown		
13		12	6
""	and Company.)		
""			
""	CHARLEY WEAVER'S LETTERS FROM MAMMA, by Cliff Arquette. (John C.		
14		--	1
""	Winston Company.)		
""			
15	I REMEMBER, by Boris Pasternak. (Pantheon.)	10	5
""			
16	DU BARRY, by Stanley Loomis. (J. B. Lippincott Co.)	16	3
