This	October 7, 1951	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE CAINE MUTINY, by Herman Wouk.	1	25
""			
2	THE CRUEL SEA, by Nicholas Monsarrat.	2	8
""			
3	FROM HERE TO ETERNITY, by James Jones.	3	31
""			
4	THE CATCHER IN THE RYE, by J.D. Salinger.	4	11
""			
5	THE IRON MISTRESS, by Paul I. Wellman.	5	9
""			
6	THE HOLY SINNER, by Thomas Mann.	7	2
""			
7	LIE DOWN IN DARKNESS, by William Styron.	9	2
""			
8	RETURN TO PARADISE, by James A. Michener.	6	23
""			
9	MR.SMITH, by Louis Bromfield.	8	5
""			
10	THE ROAD TO BITHYNIA, by Frank G. Slaughter.	11	4
""			
11	A WOMAN CALLED FANCY, by Frank Yerby.	10	20
""			
12	THE HIGH CALLING, by James Street.	12	15
""			
13	PROUD NEW FLAGS, by F. Van Wyck Mason.	--	22
""			
14	APRIL SNOW, by Lillian Budd.	15	16
""			
15	THE FOUNDLING, by Francis Cardinal Spellman.	--	17
""			
16	WITH ALL MY HEART, by Margaret Campbell Barnes.	--	1
This	October 7, 1951	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE SEA AROUND US, by Rachel Carson.	1	12
""			
2	KON-TIKI, by Thor Heyerdahl.	2	56
""			
3	WASHINGTON CONFIDENTIAL, by Jack Lait and Lee Mortimer.	3	30
""			
4	WHITE MAN RETURNS, by Agnes Newton Keith.	4	7
""			
5	A SOLDIER'S STORY, by Omar Nelson Bradley.	5	15
""			
6	DIZZY, by Hesketh Pearson.	6	5
""			
7	CRIME IN AMERICA, by Estes Kefauver.	7	11
""			
8	HIS EYE IS ON THE SPARROW, by Ethel Waters and Charles Samuels.	9	29
""			
9	FIGHT AGAINST FEARS, by Lucy Freeman.	10	11
""			
10	A KING'S STORY, by Edward Windsor, Duke of Windsor.	8	24
""			
11	THE STORY OF THE NEW YORK TIMES, by Meyer Berger.	--	1
""			
12	MY MISSION IN ISRAEL, by James G. McDonald.	12	3
""			
13	THE NEW JOY OF COOKING, by Irma S. Rombauer and Marion Rombauer	11	10
""	Becker.		
""			
14	THE ANTOINETTE POPE SCHOOL COOK BOOK, by Antoinette and Francois	13	2
""	Pope.		
""			
15	DESIGNING MALE, by Howard Greer.	--	1
""			
16	THE MAGNIFICENT CENTURY, by Thomas B. Costain.	--	1
