This	July 8, 1956	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE LAST HURRAH, by Edwin O'Connor. (Little, Brown and Co.)	1	20
""			
2	ANDERSONVILLE, by MacKinlay Kantor. (Cleveland: World Publishing.)	2	36
""			
3	THE MANDARINS, by Simone de Beauvoir. (World Publishing Co.)	4	5
""			
4	A THING OF BEAUTY, by A.J. Cronin. (Little, Brown.)	5	5
""			
5	IMPERIAL WOMAN, by Pearl S. Buck. (John Day Company.)	3	13
""			
6	A SINGLE PEBBLE, by John Hersey. (Alfred A. Knopf.)	8	3
""			
7	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	7	69
""			
8	LUCY CROWN, by Irwin Shaw. (Random House.)	6	14
""			
9	A WALK ON THE WILD SIDE, by Nelson Algren. (Farrar, Straus and Cudahy.)	9	5
""			
10	THE ROSEMARY TREE, by Elizabeth Goudge. (Coward-McCann.)	10	4
""			
11	THE NINTH WAVE, by Eugene Burdick. (Houghton Mifflin Company.)	14	3
""			
12	COMFORT ME WITH APPLES, by Peter De Vries. (Little, Brown and Company.)	11	8
""			
13	TEN NORTH FREDERICK, by John O'Hara. (Random House.)	12	31
""			
14	THE CROSS OF IRON, by Willi Heinrich. (Bobbs-Merrill.)	15	7
""			
15	THE ANSWER, by Philip Wylie. (Rinehart and Company.)	--	1
""			
""	THE MAN IN THE GRAY FLANNEL SUIT, by Sloan Wilson. (Simon and		
16		--	48
""	Schuster.)		
This	July 8, 1956	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE BIRTH OF BRITAIN, by Winston S. Churchill. (Dodd, Mead.)	1	11
""			
2	ARTHRITIS AND COMMON SENSE, by Dale Alexander. (Witkower Press Inc.)	2	13
""			
3	LOVE OR PERISH, by Smiley Blanton. (Simon and Schuster.)	3	21
""			
4	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	4	25
""			
5	GUESTWARD HO!, by Patrick Dennis and Barbara Hooton. (Vanguard Press.)	7	5
""			
6	MINORITY REPORT, by H.L. Mencken. (Alfred A. Knopf.)	5	5
""			
7	GIFT FROM THE SEA, by Anne Morrow Lindbergh. (Pantheon Books.)	6	68
""			
8	HOW TO LIVE 365 DAYS A YEAR, by John A. Schindler. (Prentice-Hall, Inc.)	9	68
""			
9	YOUTH, by Frances Ilg, Arnold Gesell and Louise Ames. (Harper and Row.)	10	6
""			
10	OLYMPIO, by Andre Maurois. (Harper and Brothers.)	8	7
""			
11	ELOISE, by Kay Thompson and Hilary Knight. (Simon and Schuster.)	12	21
""			
""	THE SEARCH FOR BRIDEY MURPHY, by Morey Bernstein. (Doubleday and		
12		11	25
""	Company.)		
""			
13	GRAY FOX, by Burke Davis. (Rinehart.)	13	8
""			
14	A NIGHT TO REMEMBER, by Walter Lord. (Henry Holt and Company.)	14	31
""			
15	SONG OF AMERICA, by George M. Mardikian. (McGraw-Hill Book Company.)	15	2
""			
16	BAY WINDOW BOHEMIA, by Oscar Lewis. (Doubleday.)	16	10
