This	October 21, 1956	Last	Weeks
Week	Fiction	Week	On List
""			
1	DON'T GO NEAR THE WATER, by William Brinkley. (Random House Inc.)	1	14
""			
2	A CERTAIN SMILE, by Francoise Sagan. (E. P. Dutton and Company, Inc.)	2	10
""			
3	THE LAST HURRAH, by Edwin O'Connor. (Little, Brown and Co.)	3	35
""			
4	PEYTON PLACE, by Grace Metalious. (Simon and Schuster, Inc.)	5	4
""			
5	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	6	84
""			
6	THE MANDARINS, by Simone de Beauvoir. (World Publishing Co.)	4	20
""			
7	A SINGLE PEBBLE, by John Hersey. (Alfred A. Knopf.)	7	18
""			
8	THE LOVING COUPLE, by Virginia Rowans. (Thomas Y. Crowell.)	13	4
""			
9	A THING OF BEAUTY, by A.J. Cronin. (Little, Brown.)	8	20
""			
10	KING OF PARIS, by Guy Endore. (Cresset Press.)	--	1
""			
11	CAPTAIN REBEL, by Frank Yerby. (Dial Press.)	14	2
""			
12	TOLBECKEN, by Samuel Shellabarger. (Little, Brown and Company.)	9	5
""			
13	BEYOND THE BLACK STUMP, by Nevil Shute. (Heinemann.)	10	5
""			
14	THE NINTH WAVE, by Eugene Burdick. (Houghton Mifflin Company.)	12	18
""			
15	ANDERSONVILLE, by MacKinlay Kantor. (Cleveland: World Publishing.)	11	51
""			
16	THE SUCCESS, by Helen Howe. (Simon and Schuster.)	16	2
This	October 21, 1956	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE NUN'S STORY, by Kathryn Hulme. (Little, Brown and Company.)	2	4
""			
2	EISENHOWER, by Robert J. Donovan. (Harper and Brothers.)	1	15
""			
3	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	3	40
""			
4	ARTHRITIS AND COMMON SENSE, by Dale Alexander. (Witkower Press Inc.)	4	28
""			
5	THE OUTSIDER, by Colin Wilson. (Houghton Mifflin Company.)	9	3
""			
6	LOVE OR PERISH, by Smiley Blanton. (Simon and Schuster.)	7	36
""			
7	THE MIND GOES FORTH, by H.A. Overstreet. (W.W. Norton and Co.)	6	12
""			
""	THE UNICORN AND OTHER POEMS, by Anne Morrow Lindbergh. (Pantheon		
8		11	3
""	Books.)		
""			
""	ROOSEVELT: THE LION AND THE FOX, by James MacGregor Burns. (Harcourt,		
9		8	8
""	Brace and Company.)		
""			
10	GUESTWARD HO!, by Patrick Dennis and Barbara Hooton. (Vanguard Press.)	5	20
""			
""	AN HISTORIAN'S APPROACH TO RELIGION, by Arnold Joseph Toynbee.		
11		10	3
""	(Oxford University Press.)		
""			
""	THE HEART HAS ITS REASONS, by Wallis Warfield Windsor, Duchess of		
12		--	1
""	Windsor. (David McKay Company.)		
""			
13	MEN TO MATCH MY MOUNTAINS, by Irving Stone. (Doubleday.)	--	1
""			
14	HOW TO LIVE 365 DAYS A YEAR, by John A. Schindler. (Prentice-Hall, Inc.)	12	83
""			
15	AUTOCONDITIONING, by Hornell Hart. (Prentice-Hall, Inc.)	13	4
""			
""	A REPUBLICAN LOOKS AT HIS PARTY, by Arthur Larson. (Harper and		
16		15	7
""	Brothers.)		
