This	September 16, 1951	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE CAINE MUTINY, by Herman Wouk.	1	22
""			
2	FROM HERE TO ETERNITY, by James Jones.	2	28
""			
3	THE CRUEL SEA, by Nicholas Monsarrat.	3	5
""			
4	THE CATCHER IN THE RYE, by J.D. Salinger.	4	8
""			
5	THE IRON MISTRESS, by Paul I. Wellman.	6	6
""			
6	RETURN TO PARADISE, by James A. Michener.	5	20
""			
7	A WOMAN CALLED FANCY, by Frank Yerby.	7	17
""			
8	MR.SMITH, by Louis Bromfield.	16	2
""			
9	LUCY CARMICHAEL, by Margaret Kennedy.	11	4
""			
10	THE HIGH CALLING, by James Street.	8	12
""			
11	THE TROUBLED AIR, by Irwin Shaw.	9	13
""			
12	THE FOUNDLING, by Francis Cardinal Spellman.	10	15
""			
13	PROUD NEW FLAGS, by F. Van Wyck Mason.	12	20
""			
14	SCANDALOUS MRS.BLACKFORD, by Harnett T. Kane and Victor Leclerc.	14	12
""			
15	MOONFLEET, by John Meade Falkner.	--	1
""			
16	THE ROAD TO BITHYNIA, by Frank G. Slaughter.	--	1
This	September 16, 1951	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE SEA AROUND US, by Rachel Carson.	1	9
""			
2	KON-TIKI, by Thor Heyerdahl.	2	53
""			
3	WASHINGTON CONFIDENTIAL, by Jack Lait and Lee Mortimer.	3	27
""			
4	CRIME IN AMERICA, by Estes Kefauver.	6	8
""			
5	WHITE MAN RETURNS, by Agnes Newton Keith.	5	4
""			
6	A SOLDIER'S STORY, by Omar Nelson Bradley.	4	12
""			
7	A KING'S STORY, by Edward Windsor, Duke of Windsor.	8	21
""			
8	HIS EYE IS ON THE SPARROW, by Ethel Waters and Charles Samuels.	9	26
""			
9	DIZZY, by Hesketh Pearson.	16	2
""			
10	FIGHT AGAINST FEARS, by Lucy Freeman.	7	8
""			
11	BETTER HOMES AND GARDENS GARDEN BOOK, by Fleeta Brownell	10	22
""	Woodroffe.		
""			
12	THE NEW JOY OF COOKING, by Irma S. Rombauer and Marion Rombauer	13	7
""	Becker.		
""			
13	COMMUNISM, DEMOCRACY, AND CATHOLIC POWER, by Paul Blanshard.	12	15
""			
14	MY SIX CONVICTS, by Donald Powell Wilson.	--	29
""			
15	THE CHINA STORY, by Freda Utley.	14	15
""			
16	LIFEMANSHIP, by Stephen Potter.	11	7
