This	December 20, 1959	Last	Weeks
Week	Fiction	Week	On List
""			
1	ADVISE AND CONSENT, by Allen Drury. (Doubleday and Company.)	1	19
""			
2	HAWAII, by James A. Michener. (Random House.)	2	5
""			
3	THE WAR LOVER, by John Hersey. (Alfred A. Knopf.)	4	9
""			
4	EXODUS, by Leon Uris. (Doubleday.)	3	63
""			
5	POOR NO MORE, by Robert Ruark. (Henry Holt and Company.)	7	6
""			
""	DEAR AND GLORIOUS PHYSICIAN, by Taylor Caldwell. (Doubleday and		
6		6	38
""	Company.)		
""			
7	THE DARKNESS AND THE DAWN, by Thomas B. Costain. (Doubleday.)	8	8
""			
""	THE UGLY AMERICAN, by William J. Lederer and Eugene Burdick. (W.W. Norton		
8		5	61
""	and Company.)		
""			
9	THE DEVIL'S ADVOCATE, by Morris L. West. (William Morrow.)	9	12
""			
10	THE MANSION, by William Faulkner. (Random House.)	10	4
""			
""	STATION WAGON IN SPAIN, by Frances Parkinson Keyes. (Farrar, Straus and		
11		13	9
""	Co.)		
""			
12	THE THIRTEENTH APOSTLE, by Eugene Vale. (Charles Scribner's Sons.)	11	15
""			
13	TOO MANY GHOSTS, by Paul Gallico. (Doubleday.)	14	4
""			
14	THE CAVE, by Robert Penn Warren. (Random House.)	12	15
""			
""	THE RETURN OF H*Y*M*A*N K*A*P*L*A*N, by Leo Rosten. (Harper and		
15		--	2
""	Brothers.)		
""			
16	THE BREAKING POINT, by Daphne du Maurier. (Doubleday and Company, Inc.)	16	4
This	December 20, 1959	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	ACT ONE, by Moss Hart. (Random House.)	1	12
""			
2	FOLK MEDICINE, by Deforest Clinton Jarvis. (Henry Holt and Company, Inc.)	2	36
""			
3	THIS IS MY GOD, by Herman Wouk. (Doubleday and Co.)	3	11
""			
4	THE STATUS SEEKERS, by Vance Packard. (David McKay.)	4	32
""			
5	THE ARMADA, by Garrett Mattingly. (Houghton Mifflin.)	6	7
""			
6	FOR 2C PLAIN, by Harry Golden. (World Publishing.)	5	23
""			
""	THE ELEMENTS OF STYLE, by William Strunk Jr. and E.B. White. (Macmillan		
7		7	21
""	Company.)		
""			
8	THE LONGEST DAY, by Cornelius Ryan. (Simon and Schuster.)	10	2
""			
9	THE APE IN ME, by Cornelia Otis Skinner. (Houghton Mifflin.)	8	10
""			
10	DIPLOMAT, by Charles Wheeler Thayer. (Harper and Brothers.)	12	6
""			
11	GROUCHO AND ME, by Groucho Marx. (Bernard Geis Associates.)	11	12
""			
12	TRIUMPH IN THE WEST, by Arthur Bryant. (Doubleday and Company, Inc.)	--	1
""			
""	THE LIBERATION OF THE PHILIPPINES, by Samuel Eliot Morison. (Little, Brown		
13		15	2
""	and Company.)		
""			
14	ADVENTUROUS ALLIANCE, by Louise Hall Tharp. (Little, Brown and Company.)	--	2
""			
""	HOW I TURNED $1,000 INTO A MILLION IN REAL ESTATE -- IN MY SPARE		
15		9	36
""	TIME, by William Nickerson. (Simon and Schuster.)		
""			
16	CANDIDATES 1960, by Eric Sevareid. (Basic Books, Inc.)	14	6
