This	April 13, 1952	Last	Weeks
Week	Fiction	Week	On List
""			
1	MY COUSIN RACHEL, by Daphne du Maurier.	1	9
""			
2	THE CAINE MUTINY, by Herman Wouk.	2	52
""			
3	THE CRUEL SEA, by Nicholas Monsarrat.	3	35
""			
4	THE GOWN OF GLORY, by Agnes Sligh Turnbull.	6	2
""			
5	SPARK OF LIFE, by Erich Maria Remarque.	4	9
""			
6	THE SWIMMING POOL, by Mary Roberts Rinehart.	5	10
""			
7	THE END OF THE AFFAIR, by Graham Greene.	8	23
""			
8	THE PRESIDENT'S LADY, by Irving Stone.	7	27
""			
9	MITTEE, by Daphne Rooke.	10	8
""			
10	LET IT COME DOWN, by Paul Bowles.	9	5
""			
11	S P Q R, by Paul Hyde Bonner.	--	1
""			
12	JEFFERSON SELLECK, by Carl Jonas.	11	10
""			
13	HOLD BACK THE NIGHT, by Pat Frank.	12	2
""			
14	THE GROVES OF ACADEME, by Mary McCarthy.	--	1
""			
15	THE DUKE OF GALLODORO, by Aubrey Menen.	13	5
""			
16	FROM HERE TO ETERNITY, by James Jones.	14	58
This	April 13, 1952	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE SEA AROUND US, by Rachel Carson.	1	39
""			
2	MR. PRESIDENT, by William Hillman.	3	2
""			
3	U.S.A. CONFIDENTIAL, by Jack Lait and Lee Mortimer.	2	4
""			
4	A MAN CALLED PETER, by Catherine Marshall.	4	25
""			
5	ADVENTURES IN TWO WORLDS, by A.J. Cronin.	5	5
""			
6	THE GREATEST BOOK EVER WRITTEN, by Fulton Oursler.	6	18
""			
7	SHOW BIZ, by Abel Green and Joe Laurie Jr.	8	20
""			
8	GODS, GRAVES AND SCHOLARS, by C.W. Ceram.	9	20
""			
9	I LED 3 LIVES, by Herbert A. Philbrick.	7	7
""			
10	THROUGH CHARLEY'S DOOR, by Emily Kimbrough.	10	6
""			
11	ELIZABETH, THE QUEEN, by Marion Crawford.	14	2
""			
12	DUVEEN, by S.N. Behrman.	--	1
""			
13	HOW TO GET RICH IN WASHINGTON, by Blair Bolles.	12	4
""			
14	THE NEW YORKER 25th ANNIVERSARY ALBUM, by New Yorker Magazine.	11	24
""			
15	DANCE TO THE PIPER, by Agnes de Mille.	13	11
""			
16	LINCOLN AND HIS GENERALS, by T. Harry Williams.	--	2
