This	September 15, 1957	Last	Weeks
Week	Fiction	Week	On List
""			
1	PEYTON PLACE, by Grace Metalious. (Simon and Schuster, Inc.)	1	51
""			
""	BY LOVE POSSESSED, by James Gould Cozzens. (Harcourt, Brace and		
2		14	2
""	Company.)		
""			
3	ON THE BEACH, by Nevil Shute. (William Morrow and Company.)	3	6
""			
4	THE WORLD OF SUZIE WONG, by Richard Mason. (World Publishing Co.)	4	6
""			
5	RALLY ROUND THE FLAG BOYS!, by Max Schulman. (Doubleday.)	7	3
""			
6	LETTER FROM PEKING, by Pearl S. Buck. (John Day Company.)	2	8
""			
7	COMPULSION, by Meyer Levin. (Simon and Schuster.)	5	44
""			
8	SILVER SPOON, by Edwin Gilbert. (Lippencott.)	6	17
""			
""	THE PINK HOTEL, by Dorothy Erskine and Patrick Dennis. (G. P. Putnam's		
9		8	7
""	Sons.)		
""			
10	THE SCAPEGOAT, by Daphne du Maurier. (Doubleday and Co.)	9	29
""			
11	THE DURABLE FIRE, by Howard Swiggett. (Houghton Mifflin Co.)	10	11
""			
12	THE LAST ANGRY MAN, by Gerald Green. (Charles Scribner's Sons.)	12	30
""			
13	LIFE AT HAPPY KNOLL, by John P. Marquand. (Little, Brown, and Co.)	13	11
""			
14	THE FLOWER DRUM SONG, by C.Y. Lee. (Farrar, Straus and Cudahy.)	--	7
""			
15	BLUE CAMELLIA, by Frances Parkinson Keyes. (Julian Messner Inc.)	11	33
""			
16	THE VELVET HORN, by Andrew Lytle. (McDowell, Obolensky.)	--	1
This	September 15, 1957	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE HIDDEN PERSUADERS, by Vance Packard. (David McKay Company.)	1	16
""			
2	BARUCH: MY OWN STORY, by Bernard M. Baruch. (Henry Holt and Company.)	3	2
""			
3	THE NEW CLASS, by Milovan Djilas. (Frederick A. Praeger.)	9	3
""			
4	THE DAY CHRIST DIED, by Jim Bishop. (Harper and Brothers.)	2	17
""			
5	THE INNOCENT AMBASSADORS, by Philip Wylie. (Rinehart and Company.)	4	18
""			
""	"""WHERE DID YOU GO?"" ""OUT"" ""WHAT DID YOU DO?"" ""NOTHING."", by Robert"		
6		5	5
""	Paul Smith. (W.W. Norton and Company.)		
""			
7	STAY ALIVE ALL YOUR LIFE, by Norman Vincent Peale. (Prentice-Hall, Inc.)	6	24
""			
8	SILVER PLATTER, by Ellin Berlin. (Doubleday.)	10	15
""			
9	OPERATION SEA LION, by Peter Fleming. (Simon and Schuster.)	12	6
""			
10	TOO MUCH, TOO SOON, by Diana Barrymore and Gerold Frank. (Henry Holt.)	11	18
""			
""	RASCALS IN PARADISE, by James A. Michener and Grove Day. (Random		
11		7	11
""	House.)		
""			
12	THE ORGANIZATION MAN, by William H. Whyte Jr. (Simon and Schuster.)	--	29
""			
13	TAKE MY LIFE, by Eddie Cantor. (Doubleday.)	13	13
""			
""	NUCLEAR WEAPONS AND FOREIGN POLICY, by Henry A. Kissinger. (Harper		
14		--	1
""	and Brothers.)		
""			
15	THE TURN OF THE TIDE, by Arthur Bryant. (Doubleday and Co. Inc.)	8	16
""			
16	THE DOG WHO WOULDN'T BE, by Farley Mowat. (Little, Brown and Company)	--	1
