This	August 11, 1957	Last	Weeks
Week	Fiction	Week	On List
""			
1	PEYTON PLACE, by Grace Metalious. (Simon and Schuster, Inc.)	1	46
""			
2	SILVER SPOON, by Edwin Gilbert. (Lippencott.)	3	12
""			
3	COMPULSION, by Meyer Levin. (Simon and Schuster.)	7	39
""			
4	THE SCAPEGOAT, by Daphne du Maurier. (Doubleday and Co.)	2	24
""			
5	LETTER FROM PEKING, by Pearl S. Buck. (John Day Company.)	5	3
""			
6	BLUE CAMELLIA, by Frances Parkinson Keyes. (Julian Messner Inc.)	4	28
""			
7	LIFE AT HAPPY KNOLL, by John P. Marquand. (Little, Brown, and Co.)	6	6
""			
8	THE DURABLE FIRE, by Howard Swiggett. (Houghton Mifflin Co.)	9	6
""			
9	THE LAST ANGRY MAN, by Gerald Green. (Charles Scribner's Sons.)	8	25
""			
""	THE PINK HOTEL, by Dorothy Erskine and Patrick Dennis. (G. P. Putnam's		
10		12	2
""	Sons.)		
""			
11	THE WONDERFUL O., by James Thurber. (Simon and Schuster.)	10	9
""			
12	THE WORLD OF SUZIE WONG, by Richard Mason. (World Publishing Co.)	--	1
""			
13	THE SHORT REIGN OF PIPPIN IV, by John Steinbeck. (Viking.)	11	15
""			
14	ON THE BEACH, by Nevil Shute. (William Morrow and Company.)	--	1
""			
15	THE LADY, by Conrad Richter. (Alfred A. Knopf.)	13	9
""			
16	COUP DE GRACE, by Marguerite Yourcenar. (Farrar, Straus and Cudahy.)	--	1
This	August 11, 1957	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE HIDDEN PERSUADERS, by Vance Packard. (David McKay Company.)	1	11
""			
2	THE DAY CHRIST DIED, by Jim Bishop. (Harper and Brothers.)	2	12
""			
3	THE INNOCENT AMBASSADORS, by Philip Wylie. (Rinehart and Company.)	3	13
""			
4	THE TURN OF THE TIDE, by Arthur Bryant. (Doubleday and Co. Inc.)	4	11
""			
5	STAY ALIVE ALL YOUR LIFE, by Norman Vincent Peale. (Prentice-Hall, Inc.)	5	19
""			
""	RASCALS IN PARADISE, by James A. Michener and Grove Day. (Random		
6		9	6
""	House.)		
""			
7	SILVER PLATTER, by Ellin Berlin. (Doubleday.)	6	10
""			
8	TOO MUCH, TOO SOON, by Diana Barrymore and Gerold Frank. (Henry Holt.)	7	13
""			
9	TAKE MY LIFE, by Eddie Cantor. (Doubleday.)	10	8
""			
10	THE NUN'S STORY, by Kathryn Hulme. (Little, Brown and Company.)	13	46
""			
11	OPERATION SEA LION, by Peter Fleming. (Simon and Schuster.)	--	1
""			
12	THE FBI STORY, by Don Whitehead. (Random House.)	8	35
""			
13	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	11	79
""			
14	QUEEN OF FRANCE, by Andre Castelot. (Harper and Brothers.)	--	1
""			
""	THEY FOUGHT FOR THE SKY, by Quentin Reynolds. (Holt, Rinehart and		
15		--	5
""	Winston.)		
""			
16	CHARLIE, by Ben Hecht. (Harper and Brothers.)	15	2
