This	May 18, 1952	Last	Weeks
Week	Fiction	Week	On List
""			
1	MY COUSIN RACHEL, by Daphne du Maurier.	1	14
""			
2	THE CAINE MUTINY, by Herman Wouk.	2	57
""			
3	THE GOWN OF GLORY, by Agnes Sligh Turnbull.	3	7
""			
4	THE SARACEN BLADE, by Frank Yerby.	6	4
""			
5	THE CRUEL SEA, by Nicholas Monsarrat.	4	40
""			
6	THE SWIMMING POOL, by Mary Roberts Rinehart.	7	15
""			
7	LIEUTENANT HORNBLOWER, by C.S. Forester.	5	5
""			
8	THE HOUSES IN BETWEEN, by Howard Spring.	--	1
""			
9	INVISIBLE MAN, by Ralph Ellison.	10	3
""			
10	THE SON OF ADAM WYNGATE, by Mary O'Hara.	9	4
""			
11	S P Q R, by Paul Hyde Bonner.	8	6
""			
12	HOLD BACK THE NIGHT, by Pat Frank.	11	7
""			
13	THE PRESIDENT'S LADY, by Irving Stone.	15	32
""			
14	SPARK OF LIFE, by Erich Maria Remarque.	12	14
""			
15	THE GOLDEN HAND, by Edith Simon.	--	1
""			
16	THE DEVIL'S ADVOCATE, by Taylor Caldwell.	--	1
This	May 18, 1952	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE SEA AROUND US, by Rachel Carson.	1	44
""			
2	U.S.A. CONFIDENTIAL, by Jack Lait and Lee Mortimer.	2	9
""			
3	MR. PRESIDENT, by William Hillman.	3	7
""			
4	A MAN CALLED PETER, by Catherine Marshall.	4	30
""			
5	UNDER THE SEA-WIND, by Rachel Carson.	5	4
""			
6	ELIZABETH, THE QUEEN, by Marion Crawford.	7	7
""			
7	DUVEEN, by S.N. Behrman.	8	6
""			
8	ADVENTURES IN TWO WORLDS, by A.J. Cronin.	6	10
""			
9	THE GREATEST BOOK EVER WRITTEN, by Fulton Oursler.	9	23
""			
10	THE STRUGGLE FOR EUROPE, by Chester Wilmot.	11	5
""			
11	BOSWELL IN HOLAND, by Frederick A. Pottle.	16	2
""			
12	THE MEMOIRS OF HERBERT HOOVER, Vol. 2, by Herbert Hoover.	--	1
""			
13	GODS, GRAVES AND SCHOLARS, by C.W. Ceram.	10	25
""			
14	THEY WENT TO COLLEGE, by Ernest Havemann and Patricia Salter West.	13	4
""			
15	THE FUTURE OF AMERICAN POLITICS, by Samuel Lubell.	--	1
""			
16	THE PRIVATE PAPERS OF SENATOR VANDENBERG, by Arthur H.	--	1
""	Vandenberg Jr. and Joe Alex Morris.		
