This	February 19, 1950	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE PARASITES, by Daphne du Maurier.	2	6
""			
2	THE EGYPTIAN, by Mika Waltari.	1	24
""			
3	THE KING'S CAVALIER, by Samuel Shellabarger.	3	5
""			
4	GENTIAN HILL, by Elizabeth Goudge.	4	6
""			
5	MARY, by Sholem Asch.	5	18
""			
6	A RAGE TO LIVE, by John O'Hara.	6	25
""			
7	THE HORSE'S MOUTH, by Joyce Cary.	12	2
""			
8	ONE ON THE HOUSE, by Mary Lasswell.	7	11
""			
9	THE WAY WEST, by A.B. Guthrie Jr.	8	17
""			
10	THE WOMAN OF ROME, by Alberto Moravia.	10	13
""			
11	A LONG DAY'S DYING, by Frederick Buechner.	11	4
""			
12	THE SHELTERING SKY, by Paul Bowles.	9	8
""			
13	HOME TOWN, by Cleveland Amory.	13	4
""			
14	I, MY ANCESTOR, by Nancy Wilson Ross.	--	1
""			
15	THE CRY AND THE COVENANT, by Morton Thompson.	14	3
""			
16	THE MAN WITH THE GOLDEN ARM, by Nelson Algren.	16	20
This	February 19, 1950	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THIS I REMEMBER, by Eleanor Roosevelt.	1	13
""			
2	THE MATURE MIND, by Harry Allen Overstreet.	2	26
""			
3	WHITE COLLAR ZOO, by Clare Barnes.	4	31
""			
4	HOME SWEET ZOO, by Clare Barnes.	3	10
""			
5	MY THREE YEARS IN MOSCOW, by Walter Bedell Smith.	5	5
""			
6	MODERN ARMS AND FREE MEN, by Vannevar Bush.	6	11
""			
7	THE PEABODY SISTERS OF SALEM, by Louise Hall Tharp.	8	4
""			
8	MR. JONES, MEET THE MASTER, by Peter Marshall.	10	7
""			
9	THE FRENCHMAN, by Philippe Halsman.	--	10
""			
10	THE AUTOBIOGRAPHY OF WILL ROGERS, by Donald Day.	7	17
""			
11	A GUIDE TO CONFIDENT LIVING, by Norman Vincent Peale.	9	72
""			
12	THE ROAD AHEAD, by John T. Flynn.	15	3
""			
13	AMERICAN FREEDOM AND CATHOLIC POWER, by Paul Blanshard.	11	29
""			
14	I LEAP OVER THE WALL, by Monica Baldwin.	--	1
""			
15	THE GOD THAT FAILED, by Arthur Koestler, Ignazio Silone, Richard Wright	12	3
""	and André Gide.		
""			
16	PEACE OF SOUL, by Fulton J. Sheen.	14	44
