This	March 18, 1951	Last	Weeks
Week	Fiction	Week	On List
""			
1	JOY STREET, by Frances Parkinson Keyes.	2	15
""			
2	THE DISENCHANTED, by Budd Schulberg.	1	20
""			
3	FROM HERE TO ETERNITY, by James Jones.	12	2
""			
4	RIVER OF THE SUN, by James Ramsey Ullman.	4	9
""			
5	MORNING JOURNEY, by James Hilton.	8	2
""			
6	THE DISAPPEARANCE, by Philip Wylie.	5	9
""			
7	THE BALANCE WHEEL, by Taylor Caldwell.	3	9
""			
8	THE AGE OF LONGING, by Arthur Koestler.	--	1
""			
9	THE CARDINAL, by Henry Morton Robinson.	7	50
""			
10	FOXFIRE, by Anya Seton.	6	9
""			
11	OLD HERBACEOUS, by Reginald Arkell.	14	2
""			
12	THE LOVED AND ENVIED, by Enid Bagnold.	9	8
""			
13	THE LEFT HAND OF GOD, by William E. Barrett.	11	5
""			
14	SON OF A HUNDRED KINGS, by Thomas B. Costain.	15	19
""			
15	MOULIN ROUGE, by Pierre La Mure.	13	9
""			
16	THE LITTLE WORLD OF DON CAMILLO, by Giovanni Guareschi.	16	27
This		March 18, 1951	Last	Weeks
Week		Non-Fiction	Week	On List
""				
1	KON-TIKI, by Thor Heyerdahl.		1	27
""				
2	THE FAR SIDE OF PARADISE, by Arthur Mizener.		2	6
""				
3	LOOK YOUNGER, LIVE LONGER, by Gayelord Hauser.		3	49
""				
4	ROMMEL, THE DESERT FOX, by Desmond Young.		4	7
""				
5	BOSWELL'S LONDON JOURNAL, by Frederick A. Pottle.		5	17
""				
6	OUT OF THIS WORLD, by Lowell Thomas Jr.		6	14
""				
7	MY SIX CONVICTS, by Donald Powell Wilson.		7	5
""				
8	WASHINGTON CONFIDENTIAL, by Jack Lait and Lee Mortimer.		--	1
""				
9	THE RIDDLE OF MACARTHUR, by John Gunther.		8	4
""				
10	DECLINE AND FALL OF PRACTICALLY EVERYBODY, by Will Cuppy.		9	15
""				
11	HENRY GROSS AND HIS DOWSING ROD, by Kenneth Lewis Roberts.		10	6
""				
12	THE LADY'S NOT FOR BURNING, by Christopher Fry.		--	13
""				
13	COURTROOM, by Quentin Reynolds.		12	40
""				
14	FLORENCE NIGHTINGALE, by Cecil Woodham-Smith.		--	1
""				
15	THE KEY TO PEACE, by Dean Clarence Manion.		--	1
""				
16	UNPOPULAR ESSAYS, by Bertrand Russell.		13	2
