This	July 23, 1950	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE CARDINAL, by Henry Morton Robinson.	1	16
""			
2	THE WALL, by John Hersey.	2	20
""			
3	WORLD AND ENOUGH TIME, by Robert Penn Warren.	3	3
""			
4	JUBILEE TRAIL, by Gwen Bristow.	5	22
""			
5	STAR MONEY, by Kathleen Winsor.	4	13
""			
6	HOMEWARD BORNE, by Ruth Chatterton.	7	9
""			
7	THE LEGACY, by Nevil Shute.	6	4
""			
8	THE EGYPTIAN, by Mika Waltari.	8	46
""			
9	THE STUBBORN HEART, by Frank G. Slaughter.	11	5
""			
10	THE CIRCLE OF THE DAY, by Helen Huntington Howe.	9	6
""			
11	SLEEP TILL NOON, by Max Shulman.	12	13
""			
12	THE PLYMOUTH ADVENTURE, by Ernest Gebler.	10	10
""			
13	WAIT FOR TOMORROW, by Robert Wilder.	15	15
""			
14	TOO LITTLE LOVE, by Robert Henriques.	13	4
""			
15	THE BIZARRE SISTERS, by Jay Walz.	14	9
""			
16	HIGH VALLEY, by Charmian Clift And George Johnston.	16	5
This	July 23, 1950	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	ROOSEVELT IN RETROSPECT, by John Gunther.	2	6
""			
2	WORDS IN COLLISION, by Immanuel Velikovsky.	1	15
""			
3	THE MATURE MIND, by Harry Allen Overstreet.	3	48
""			
4	COURTROOM, by Quentin Reynolds.	4	6
""			
5	LOOK YOUNGER, LIVE LONGER, by Gayelord Hauser.	5	15
""			
6	JOHN ADAMS AND THE AMERICAN REVOLUTION, by Catherine Drinker	6	3
""	Bowen.		
""			
7	DIANETICS, by L. Ron Hubbard.	8	6
""			
8	THE GRAND ALLIANCE, by Winston S. Churchill.	9	11
""			
9	SEEDS OF TREASON, by Ralph de Toledano and Victor Lasky.	7	14
""			
10	CHICAGO CONFIDENTIAL, by Jack Lait and Lee Mortimer.	10	19
""			
11	CAPTAIN SAM GRANT, by Lloyd Lewis.	13	4
""			
12	I LEAP OVER THE WALL, by Monica Baldwin.	15	23
""			
13	THE COCKTAIL PARTY, by T.S. Eliot.	11	18
""			
14	MR. JONES, MEET THE MASTER, by Peter Marshall.	14	29
""			
15	ESCAPE TO ADVENTURE, by Fitzroy MacLean.	--	3
""			
16	ELEANOR OF AQUITIANE AND THE FOUR KINGS, by Amy Kelly.	16	4
