This	August 12, 1956	Last	Weeks
Week	Fiction	Week	On List
""			
1	DON'T GO NEAR THE WATER, by William Brinkley. (Random House Inc.)	2	4
""			
2	THE LAST HURRAH, by Edwin O'Connor. (Little, Brown and Co.)	1	25
""			
3	THE MANDARINS, by Simone de Beauvoir. (World Publishing Co.)	3	10
""			
4	A SINGLE PEBBLE, by John Hersey. (Alfred A. Knopf.)	6	8
""			
5	A THING OF BEAUTY, by A.J. Cronin. (Little, Brown.)	4	10
""			
6	ANDERSONVILLE, by MacKinlay Kantor. (Cleveland: World Publishing.)	5	41
""			
7	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	8	74
""			
8	IMPERIAL WOMAN, by Pearl S. Buck. (John Day Company.)	7	18
""			
9	THE NINTH WAVE, by Eugene Burdick. (Houghton Mifflin Company.)	12	8
""			
10	CHARMED CIRCLE, by Susan Ertz. (Harper and Brothers.)	9	5
""			
11	THE ROSEMARY TREE, by Elizabeth Goudge. (Coward-McCann.)	11	9
""			
12	A WALK ON THE WILD SIDE, by Nelson Algren. (Farrar, Straus and Cudahy.)	10	10
""			
13	THE SEVEN ISLANDS, by Jon Godden. (Alfred A. Knopf.)	--	1
""			
14	AFTERNOON OF AN AUTOCRAT, by Norah Lofts. (Doubleday.)	13	3
""			
15	CASH McCALL, by Cameron Hawley. (Houghton and Mifflin.)	--	29
""			
16	COMFORT ME WITH APPLES, by Peter De Vries. (Little, Brown and Company.)	16	13
This	August 12, 1956	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	EISENHOWER, by Robert J. Donovan. (Harper and Brothers.)	1	5
""			
2	ARTHRITIS AND COMMON SENSE, by Dale Alexander. (Witkower Press Inc.)	2	18
""			
3	LOVE OR PERISH, by Smiley Blanton. (Simon and Schuster.)	5	26
""			
4	GUESTWARD HO!, by Patrick Dennis and Barbara Hooton. (Vanguard Press.)	4	10
""			
5	THE BIRTH OF BRITAIN, by Winston S. Churchill. (Dodd, Mead.)	3	16
""			
6	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	6	30
""			
7	HOW TO LIVE 365 DAYS A YEAR, by John A. Schindler. (Prentice-Hall, Inc.)	9	73
""			
8	GIFT FROM THE SEA, by Anne Morrow Lindbergh. (Pantheon Books.)	7	73
""			
9	MINORITY REPORT, by H.L. Mencken. (Alfred A. Knopf.)	11	10
""			
10	YOUTH, by Frances Ilg, Arnold Gesell and Louise Ames. (Harper and Row.)	8	11
""			
11	BAY WINDOW BOHEMIA, by Oscar Lewis. (Doubleday.)	15	15
""			
12	THE MIND GOES FORTH, by H.A. Overstreet. (W.W. Norton and Co.)	12	2
""			
13	THE AGE OF FIGHTING SAIL, by C.S. Forester. (Doubleday.)	13	2
""			
14	OLYMPIO, by Andre Maurois. (Harper and Brothers.)	10	12
""			
""	THE SCROLLS FROM THE DEAD SEA, by Edmund Wilson. (Oxford University		
15		--	34
""	Press.)		
""			
16	ELOISE, by Kay Thompson and Hilary Knight. (Simon and Schuster.)	14	26
