This	August 16, 1959	Last	Weeks
Week	Fiction	Week	On List
""			
1	EXODUS, by Leon Uris. (Doubleday.)	1	45
""			
2	LADY CHATTERLY'S LOVER, by D.H. Lawrence. (Random House.)	2	14
""			
""	THE UGLY AMERICAN, by William J. Lederer and Eugene Burdick. (W.W. Norton		
3		3	43
""	and Company.)		
""			
4	DOCTOR ZHIVAGO, by Boris Pasternak. (Random House Inc.)	4	47
""			
""	DEAR AND GLORIOUS PHYSICIAN, by Taylor Caldwell. (Doubleday and		
5		5	20
""	Company.)		
""			
6	CELIA GARTH, by Gwen Bristow. (Thomas Crowell Co.)	6	13
""			
7	THE TENTS OF WICKEDNESS, by Peter De Vries. (Little, Brown and Company.)	13	2
""			
8	CALIFORNIA STREET, by Niven Busch. (Simon and Schuster.)	9	8
""			
9	THE LIGHT INFANTRY BALL, by Hamilton Basso. (Doubleday.)	8	9
""			
10	LOLITA, by Vladimir Nabokov. (G.P. Putnam's Sons.)	7	51
""			
11	THE YOUNG TITAN, by F. Van Wyck Mason. (Doubleday.)	14	6
""			
12	ADVISE AND CONSENT, by Allen Drury. (Doubleday and Company.)	--	1
""			
13	THE ART OF LLEWELLYN JONES, by Paul Hyde Bonner. (Scribner.)	16	3
""			
14	THE LION, by Joseph Kessel. (Alfred A. Knopf.)	12	6
""			
15	NINE COACHES WAITING, by Mary Stewart. (M.S. Mill/William Morrow.)	11	25
""			
16	MRS. ARRIS GOES TO PARIS, by Paul Gallico. (Doubleday and Company, Inc.)	10	34
This	August 16, 1959	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE STATUS SEEKERS, by Vance Packard. (David McKay.)	1	14
""			
2	THE YEARS WITH ROSS, by James Thurber. ( Little, Brown and Company.)	2	10
""			
3	FOR 2C PLAIN, by Harry Golden. (World Publishing.)	4	5
""			
""	HOW I TURNED $1,000 INTO A MILLION IN REAL ESTATE -- IN MY SPARE		
4		5	18
""	TIME, by William Nickerson. (Simon and Schuster.)		
""			
5	MINE ENEMY GROWS OLDER, by Alexander King. (Simon and Schuster.)	3	27
""			
6	RICHARD NIXON, by Earl Mazo. (Harper and Brothers.)	10	5
""			
""	SENATOR JOE McCARTHY, by Richard H. Rovere. (Harcourt, Brace and		
7		9	6
""	Company.)		
""			
8	ONLY IN AMERICA, by Harry Lewis Golden. (World Publishing Co.)	6	55
""			
9	FOLK MEDICINE, by Deforest Clinton Jarvis. (Henry Holt and Company, Inc.)	12	18
""			
""	THE ELEMENTS OF STYLE, by William Strunk Jr. and E.B. White. (Macmillan		
10		7	3
""	Company.)		
""			
11	MY BROTHER WAS AN ONLY CHILD, by Jack Douglas. (E.P. Dutton and Co.)	8	17
""			
12	THE GREAT IMPOSTER, by Robert Crichton. (Random House.)	16	2
""			
13	THE HOUSE OF INTELLECT, by Jacques Barzun. (Harper and Brothers.)	11	11
""			
14	TWIXT TWELVE AND TWENTY, by Pat Boone. (Prentice-Hall, Inc.)	13	33
""			
15	IMAGE OF AMERICA, by Richard Bruckberger. (Viking.)	14	3
""			
""	CHARLEY WEAVER'S LETTERS FROM MAMMA, by Cliff Arquette. (John C.		
16		15	11
""	Winston Company.)		
