This	March 4, 1951	Last	Weeks
Week	Fiction	Week	On List
""			
1	JOY STREET, by Frances Parkinson Keyes.	1	13
""			
2	THE DISENCHANTED, by Budd Schulberg.	2	18
""			
3	THE BALANCE WHEEL, by Taylor Caldwell.	4	7
""			
4	RIVER OF THE SUN, by James Ramsey Ullman.	3	7
""			
5	THE DISAPPEARANCE, by Philip Wylie.	5	7
""			
6	THE CARDINAL, by Henry Morton Robinson.	6	48
""			
7	THE LOVED AND ENVIED, by Enid Bagnold.	7	6
""			
8	FOXFIRE, by Anya Seton.	8	7
""			
9	SON OF A HUNDRED KINGS, by Thomas B. Costain.	9	17
""			
10	THE WITCH DIGGERS, by Jessamyn West.	15	5
""			
11	THE LITTLE WORLD OF DON CAMILLO, by Giovanni Guareschi.	--	25
""			
12	THE LEFT HAND OF GOD, by William E. Barrett.	14	3
""			
13	RIVERS PARTING, by Shirley Barker.	10	6
""			
14	A BREATH OF AIR, by Rumer Godden.	11	2
""			
15	THE ADVENTURER, by Mika Waltari.	16	22
""			
16	TROUBLED SLEEP, by Jean-Paul Sartre.	--	1
This		March 4, 1951	Last	Weeks
Week		Non-Fiction	Week	On List
""				
1	KON-TIKI, by Thor Heyerdahl.		1	25
""				
2	LOOK YOUNGER, LIVE LONGER, by Gayelord Hauser.		2	47
""				
3	THE FAR SIDE OF PARADISE, by Arthur Mizener.		3	4
""				
4	OUT OF THIS WORLD, by Lowell Thomas Jr.		5	12
""				
5	BOSWELL'S LONDON JOURNAL, by Frederick A. Pottle.		4	15
""				
6	ROMMEL, THE DESERT FOX, by Desmond Young.		6	5
""				
7	THE RIDDLE OF MACARTHUR, by John Gunther.		7	2
""				
8	MY SIX CONVICTS, by Donald Powell Wilson.		10	3
""				
9	DECLINE AND FALL OF PRACTICALLY EVERYBODY, by Will Cuppy.		8	13
""				
10	THE HINGE OF FATE, by Winston Churchill.		9	12
""				
11	THE LOYALTY OF FREE MEN, by Alan Barth.		12	2
""				
12	COURTROOM, by Quentin Reynolds.		13	38
""				
13	HENRY GROSS AND HIS DOWSING ROD, by Kenneth Lewis Roberts.		11	4
""				
14	THE LADY'S NOT FOR BURNING, by Christopher Fry.		14	12
""				
15	TITO AND GOLIATH, by Hamilton Fish Armstrong.		--	1
""				
16	POLICY FOR THE WEST, by Barbara Ward.		--	5
