This	May 10, 1959	Last	Weeks
Week	Fiction	Week	On List
""			
1	DOCTOR ZHIVAGO, by Boris Pasternak. (Random House Inc.)	1	33
""			
2	EXODUS, by Leon Uris. (Doubleday.)	2	31
""			
""	THE UGLY AMERICAN, by William J. Lederer and Eugene Burdick. (W.W. Norton		
3		3	29
""	and Company.)		
""			
""	DEAR AND GLORIOUS PHYSICIAN, by Taylor Caldwell. (Doubleday and		
4		5	6
""	Company.)		
""			
5	LOLITA, by Vladimir Nabokov. (G.P. Putnam's Sons.)	4	37
""			
6	MRS. ARRIS GOES TO PARIS, by Paul Gallico. (Doubleday and Company, Inc.)	7	20
""			
7	FROM THE TERRACE, by John O'Hara. (Random House.)	6	23
""			
""	THE WATCH THAT ENDS THE NIGHT, by Hugh MacLennan. (Charles Scribner's		
8		10	9
""	Sons.)		
""			
9	NINE COACHES WAITING, by Mary Stewart. (M.S. Mill/William Morrow.)	9	11
""			
10	THE DEVIL IN BUCKS COUNTY, by Edmund Schiddel. (Simon and Schuster.)	8	12
""			
11	MOUNTOLIVE, by Lawrence Durrell. (E. P. Dutton and Co.)	13	4
""			
12	THE MIDDLE AGE OF MRS. ELIOT, by Angus Wilson. (Viking Press.)	15	4
""			
13	MRS. BRIDGE, by Evan Connell. (Viking Books.)	--	12
""			
14	LADY L., by Romain Gary. (Simon and Schuster.)	12	16
""			
15	PIONEER, GO HOME!, by Richard Powell. (Charles Scribner's Sons.)	11	6
""			
16	THE HOURGLASS, by Edwin Gilbert. (J. B. Lippincott Company.)	16	3
This	May 10, 1959	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	MINE ENEMY GROWS OLDER, by Alexander King. (Simon and Schuster.)	1	13
""			
2	ONLY IN AMERICA, by Harry Lewis Golden. (World Publishing Co.)	2	41
""			
""	WHAT WE MUST KNOW ABOUT COMMUNISM, by Harry and Bonaro		
3		3	13
""	Overstreet. (W.W. Norton and Co, Inc.)		
""			
4	TWIXT TWELVE AND TWENTY, by Pat Boone. (Prentice-Hall, Inc.)	4	20
""			
5	ELIZABETH THE GREAT, by Elizabeth Jenkins. (Coward McCann.)	5	8
""			
""	HOW I TURNED $1,000 INTO A MILLION IN REAL ESTATE -- IN MY SPARE		
6		7	4
""	TIME, by William Nickerson. (Simon and Schuster.)		
""			
7	COLLISION COURSE, by Alvin Moscow. (G.P. Putnam's Sons.)	6	6
""			
8	MY BROTHER WAS AN ONLY CHILD, by Jack Douglas. (E.P. Dutton and Co.)	15	3
""			
9	BROTHERHOOD OF EVIL, by Frederic Sondern. (Farrar, Straus, and Cudahy.)	8	8
""			
10	FRIENDS AND ENEMIES, by Adlai E. Stevenson. (Harper and Brothers.)	10	5
""			
11	FOLK MEDICINE, by Deforest Clinton Jarvis. (Henry Holt and Company, Inc.)	14	4
""			
""	THE DRESS DOCTOR, by Edith Head and Jane Kesner Ardmore. (Little, Brown		
12		12	4
""	and Company.)		
""			
13	THE AMERICAN HIGH SCHOOL TODAY, by James B. Conant. (McGraw-Hill.)	11	11
""			
14	I REMEMBER, by Boris Pasternak. (Pantheon.)	13	3
""			
""	EAT WELL AND STAY WELL, by Ancel and Margaret Keys. (Doubleday and		
15		9	2
""	Company.)		
""			
16	DU BARRY, by Stanley Loomis. (J. B. Lippincott Co.)	--	1
