This	May 28, 1950	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE CARDINAL, by Henry Morton Robinson.	1	8
""			
2	THE WALL, by John Hersey.	2	12
""			
3	STAR MONEY, by Kathleen Winsor.	3	5
""			
4	JUBILEE TRAIL, by Gwen Bristow.	4	14
""			
5	THE EGYPTIAN, by Mika Waltari.	5	38
""			
6	THE FEAST, by Margaret Kennedy.	6	8
""			
7	SLEEP TILL NOON, by Max Shulman.	9	5
""			
8	WAIT FOR TOMORROW, by Robert Wilder.	11	7
""			
9	THE HORSE'S MOUTH, by Joyce Cary.	8	16
""			
10	THE PLYMOUTH ADVENTURE, by Ernest Gebler.	12	2
""			
11	THE BIZARRE SISTERS, by Jay Walz.	--	1
""			
12	HOMEWARD BORNE, by Ruth Chatterton.	--	1
""			
13	NOTHING, by Henry Green.	14	7
""			
14	THE PARASITES, by Daphne du Maurier.	7	20
""			
15	THE KING'S CAVALIER, by Samuel Shellabarger.	10	19
""			
16	THE PINK HOUSE, by Nelia Gardner White.	15	10
This	May 28, 1950	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	WORDS IN COLLISION, by Immanuel Velikovsky.	1	7
""			
2	THE MATURE MIND, by Harry Allen Overstreet.	2	40
""			
3	THE GRAND ALLIANCE, by Winston S. Churchill.	3	3
""			
4	SEEDS OF TREASON, by Ralph de Toledano and Victor Lasky.	4	6
""			
5	THE COCKTAIL PARTY, by T.S. Eliot.	6	10
""			
6	THE ART OF REAL HAPPINESS, by Norman Vincent Peale and Smiley	7	9
""	Blanton.		
""			
7	CHICAGO CONFIDENTIAL, by Jack Lait and Lee Mortimer.	5	11
""			
8	THE PEABODY SISTERS OF SALEM, by Louise Hall Tharp.	9	18
""			
9	LOOK YOUNGER, LIVE LONGER, by Gayelord Hauser.	8	7
""			
10	I LEAP OVER THE WALL, by Monica Baldwin.	10	15
""			
11	WAR OR PEACE, by John Foster Dulles.	12	3
""			
12	MR. JONES, MEET THE MASTER, by Peter Marshall.	11	21
""			
13	HOW I RAISED MYSELF FROM FAILURE TO SUCCESS IN SELLING, by	14	3
""	Frank Bettger.		
""			
14	AMERICAN FREEDOM AND CATHOLIC POWER, by Paul Blanshard.	13	39
""			
15	THE LADY'S NOT FOR BURNING, by Christopher Fry.	16	2
""			
16	OF MEN AND MOUNTAINS, by William O. Douglas.	--	2
