This	October 18, 1959	Last	Weeks
Week	Fiction	Week	On List
""			
1	ADVISE AND CONSENT, by Allen Drury. (Doubleday and Company.)	1	10
""			
2	EXODUS, by Leon Uris. (Doubleday.)	2	54
""			
3	THE CAVE, by Robert Penn Warren. (Random House.)	6	6
""			
""	DEAR AND GLORIOUS PHYSICIAN, by Taylor Caldwell. (Doubleday and		
4		4	29
""	Company.)		
""			
""	THE UGLY AMERICAN, by William J. Lederer and Eugene Burdick. (W.W. Norton		
5		3	52
""	and Company.)		
""			
6	LADY CHATTERLY'S LOVER, by D.H. Lawrence. (Random House.)	5	23
""			
7	EVA, by Meyer Levin. (Simon and Schuster.)	10	5
""			
8	CALIFORNIA STREET, by Niven Busch. (Simon and Schuster.)	11	17
""			
9	THE ART OF LLEWELLYN JONES, by Paul Hyde Bonner. (Scribner.)	7	12
""			
10	THE THIRTEENTH APOSTLE, by Eugene Vale. (Charles Scribner's Sons.)	9	6
""			
11	THE TOWN HOUSE, by Norah Lofts. (Doubleday.)	12	3
""			
12	DOCTOR ZHIVAGO, by Boris Pasternak. (Random House Inc.)	8	56
""			
13	THE LOTUS EATERS, by Gerald Green. (Charles Scribner's Sons.)	14	3
""			
14	THE DEVIL'S ADVOCATE, by Morris L. West. (William Morrow.)	13	3
""			
15	NEW FACE IN THE MIRROR, by Yael Dayan. (World Publishing Co.)	--	1
""			
16	LORENA, by Frank G. Slaughter. (Doubleday.)	--	4
This	October 18, 1959	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	FOR 2C PLAIN, by Harry Golden. (World Publishing.)	1	14
""			
2	THE STATUS SEEKERS, by Vance Packard. (David McKay.)	2	23
""			
3	ACT ONE, by Moss Hart. (Random House.)	6	3
""			
4	FOLK MEDICINE, by Deforest Clinton Jarvis. (Henry Holt and Company, Inc.)	4	27
""			
""	THE ELEMENTS OF STYLE, by William Strunk Jr. and E.B. White. (Macmillan		
5		3	12
""	Company.)		
""			
6	THE YEARS WITH ROSS, by James Thurber. ( Little, Brown and Company.)	7	19
""			
""	HOW I TURNED $1,000 INTO A MILLION IN REAL ESTATE -- IN MY SPARE		
7		5	27
""	TIME, by William Nickerson. (Simon and Schuster.)		
""			
8	THIS IS MY GOD, by Herman Wouk. (Doubleday and Co.)	11	2
""			
9	THE GREAT IMPOSTER, by Robert Crichton. (Random House.)	10	11
""			
10	GROUCHO AND ME, by Groucho Marx. (Bernard Geis Associates.)	12	3
""			
11	MINE ENEMY GROWS OLDER, by Alexander King. (Simon and Schuster.)	8	36
""			
12	THE APE IN ME, by Cornelia Otis Skinner. (Houghton Mifflin.)	--	1
""			
13	THE HOUSE OF INTELLECT, by Jacques Barzun. (Harper and Brothers.)	13	19
""			
14	RICHARD NIXON, by Earl Mazo. (Harper and Brothers.)	9	14
""			
""	CHARLEY WEAVER'S LETTERS FROM MAMMA, by Cliff Arquette. (John C.		
15		16	20
""	Winston Company.)		
""			
16	JOHN PAUL JONES, by Samuel Eliot Morison. (Little, Brown and Company.)	--	2
