This	October 20, 1957	Last	Weeks
Week	Fiction	Week	On List
""			
""	BY LOVE POSSESSED, by James Gould Cozzens. (Harcourt, Brace and		
1		1	7
""	Company.)		
""			
2	ON THE BEACH, by Nevil Shute. (William Morrow and Company.)	2	11
""			
3	PEYTON PLACE, by Grace Metalious. (Simon and Schuster, Inc.)	4	56
""			
4	RALLY ROUND THE FLAG BOYS!, by Max Schulman. (Doubleday.)	3	8
""			
5	THE WORLD OF SUZIE WONG, by Richard Mason. (World Publishing Co.)	5	11
""			
6	REMEMBER ME TO GOD, by Myron S. Kaufmann. (Lippincott,)	8	4
""			
7	BELOW THE SALT, by Thomas B. Costain. (Doubleday and Company, Inc.)	7	2
""			
8	ATLAS SHRUGGED, by Ayn Rand. (Random House.)	13	2
""			
9	LETTER FROM PEKING, by Pearl S. Buck. (John Day Company.)	6	13
""			
10	FAIROAKS, by Frank Yerby. (Dial Press.)	9	5
""			
11	COMPULSION, by Meyer Levin. (Simon and Schuster.)	11	49
""			
12	SILVER SPOON, by Edwin Gilbert. (Lippencott.)	12	22
""			
""	THE PINK HOTEL, by Dorothy Erskine and Patrick Dennis. (G. P. Putnam's		
13		10	12
""	Sons.)		
""			
14	NO DOWN PAYMENT, by John McPartland. (Simon and Schuster.)	--	2
""			
15	JUSTINE, by Lawrence Durrell. (E.P. Dutton.)	--	1
""			
16	THE SCAPEGOAT, by Daphne du Maurier. (Doubleday and Co.)	--	31
This	October 20, 1957	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	BARUCH: MY OWN STORY, by Bernard M. Baruch. (Henry Holt and Company.)	1	7
""			
2	THE HIDDEN PERSUADERS, by Vance Packard. (David McKay Company.)	2	21
""			
3	THE NEW CLASS, by Milovan Djilas. (Frederick A. Praeger.)	3	8
""			
""	"""WHERE DID YOU GO?"" ""OUT"" ""WHAT DID YOU DO?"" ""NOTHING."", by Robert"		
4		4	10
""	Paul Smith. (W.W. Norton and Company.)		
""			
5	THE DAY CHRIST DIED, by Jim Bishop. (Harper and Brothers.)	5	22
""			
6	THE INNOCENT AMBASSADORS, by Philip Wylie. (Rinehart and Company.)	8	23
""			
7	STAY ALIVE ALL YOUR LIFE, by Norman Vincent Peale. (Prentice-Hall, Inc.)	6	29
""			
8	THE REFORMATION, by Will Durant. (Simon and Schuster.)	15	2
""			
9	THE ORGANIZATION MAN, by William H. Whyte Jr. (Simon and Schuster.)	11	34
""			
""	NUCLEAR WEAPONS AND FOREIGN POLICY, by Henry A. Kissinger. (Harper		
10		9	6
""	and Brothers.)		
""			
11	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	13	88
""			
12	SILVER PLATTER, by Ellin Berlin. (Doubleday.)	7	20
""			
13	OPERATION SEA LION, by Peter Fleming. (Simon and Schuster.)	--	9
""			
14	THE DOG WHO WOULDN'T BE, by Farley Mowat. (Little, Brown and Company)	14	6
""			
15	BRIDGE TO THE SUN, by Gwen Terasaki. (University of North Carolina Press.)	--	2
""			
""	RASCALS IN PARADISE, by James A. Michener and Grove Day. (Random		
16		10	16
""	House.)		
