This	August 31, 1958	Last	Weeks
Week	Fiction	Week	On List
""			
1	ANATOMY OF A MURDER, by Robert Traver. (St. Martin's.)	1	32
""			
2	THE ENEMY CAMP, by Jerome Weidman. (Random House.)	2	9
""			
3	ICE PALACE, by Edna Ferber. (Doubleday.)	4	23
""			
4	THE IMAGE MAKERS, by Bernard Dryer. (Harper and Brothers.)	5	9
""			
5	THE TIME OF THE DRAGONS, by Alice Ekert-Rotholz. (Viking.)	6	8
""			
6	THE KING MUST DIE, by Mary Renault. (Pantheon.)	3	6
""			
7	THE WINTHROP WOMAN, by Anya Seton. (Houghton Mifflin Company.)	8	26
""			
8	STRANGERS WHEN WE MEET, by Evan Hunter. (Constable and Company Ltd.)	7	11
""			
""	AROUND THE WORLD WITH AUNTIE MAME, by Patrick Dennis. (Harcourt,		
9		--	1
""	Brace and Company.)		
""			
10	SEIDMAN AND SON, by Elick Moll. (G. P. Putnam's Sons.)	9	12
""			
11	THE DUD AVOCADO, by Elaine Dundy. (E. P. Dutton.)	11	3
""			
12	LOLITA, by Vladimir Nabokov. (G.P. Putnam's Sons.)	--	1
""			
13	THE NORTHERN LIGHT, by A.J. Cronin. (Little, Brown and Company.)	10	12
""			
14	THE GREENGAGE SUMMER, by Rumer Godden. (Viking.)	15	21
""			
15	CHEZ PAVAN, by Richard Llewellyn. (Doubleday.)	16	2
""			
16	THE PORTUGUESE ESCAPE, by Ann Bridge. (Macmillan.)	13	4
This	August 31, 1958	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	INSIDE RUSSIA TODAY, by John Gunther. (Harper and Brothers.)	1	19
""			
""	THE AFFLUENT SOCIETY, by John Kenneth Galbraith. (Houghton Mifflin		
2		2	11
""	Company.)		
""			
3	MASTERS OF DECEIT, by J. Edgar Hoover. (Henry Holt and Co.)	3	23
""			
4	ONLY IN AMERICA, by Harry Lewis Golden. (World Publishing Co.)	5	5
""			
5	PLEASE DON'T EAT THE DAISIES, by Jean Kerr. (Doubleday.)	4	38
""			
6	DEAR ABBY, by Abigail Van Buren. (Prentice-Hall, Inc.)	6	16
""			
7	KIDS SAY THE DARNDEST THINGS!, by Art Linkletter. (Prentice Hall Inc.)	7	41
""			
8	"BAA BAA BLACK SHEEP, by Gregory ""Pappy"" Boyington. (Wilson Press.)"	8	3
""			
9	THE ORDEAL OF WOODROW WILSON, by Herbert Hoover. (McGraw-Hill.)	10	16
""			
10	THE DEATH OF MANOLETE, by Barnaby Conrad. (Houghton Mifflin Company.)	12	4
""			
11	ALL ABOUT MEN, by Joseph H. Peck. (Elliot Right Way Books.)	9	9
""			
""	WAR AND PEACE IN THE SPACE AGE, by James M. Gavin. (Harper and		
12		--	1
""	Brothers.)		
""			
""	MISTER MUSIC MAKER, LAWRENCE WELK, by Mary Lewis Coakley.		
13		11	9
""	(Doubleday.)		
""			
14	THE CATTLEMEN, by Mari Sandoz. (Hastings House.)	15	10
""			
15	THE CULTURED MAN, by Ashley Montagu. (World Publishing Co.)	14	2
""			
""	THE FACE OF MINNESOTA, by John Szarkowski. (University of Minnesota		
16		--	8
""	Press.)		
