This	July 29, 1956	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE LAST HURRAH, by Edwin O'Connor. (Little, Brown and Co.)	1	23
""			
2	A THING OF BEAUTY, by A.J. Cronin. (Little, Brown.)	2	8
""			
3	THE MANDARINS, by Simone de Beauvoir. (World Publishing Co.)	3	8
""			
4	ANDERSONVILLE, by MacKinlay Kantor. (Cleveland: World Publishing.)	4	39
""			
5	A SINGLE PEBBLE, by John Hersey. (Alfred A. Knopf.)	5	6
""			
6	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	7	72
""			
7	IMPERIAL WOMAN, by Pearl S. Buck. (John Day Company.)	6	16
""			
8	CHARMED CIRCLE, by Susan Ertz. (Harper and Brothers.)	11	3
""			
9	THE ROSEMARY TREE, by Elizabeth Goudge. (Coward-McCann.)	9	7
""			
10	DON'T GO NEAR THE WATER, by William Brinkley. (Random House Inc.)	13	2
""			
11	A WALK ON THE WILD SIDE, by Nelson Algren. (Farrar, Straus and Cudahy.)	8	8
""			
12	THE NINTH WAVE, by Eugene Burdick. (Houghton Mifflin Company.)	12	6
""			
13	LUCY CROWN, by Irwin Shaw. (Random House.)	10	17
""			
14	AFTERNOON OF AN AUTOCRAT, by Norah Lofts. (Doubleday.)	--	1
""			
15	COMFORT ME WITH APPLES, by Peter De Vries. (Little, Brown and Company.)	14	11
""			
16	THE ANSWER, by Philip Wylie. (Rinehart and Company.)	16	3
This	July 29, 1956	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	ARTHRITIS AND COMMON SENSE, by Dale Alexander. (Witkower Press Inc.)	2	16
""			
2	EISENHOWER, by Robert J. Donovan. (Harper and Brothers.)	3	3
""			
3	GUESTWARD HO!, by Patrick Dennis and Barbara Hooton. (Vanguard Press.)	5	8
""			
4	THE BIRTH OF BRITAIN, by Winston S. Churchill. (Dodd, Mead.)	1	14
""			
5	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	6	28
""			
6	LOVE OR PERISH, by Smiley Blanton. (Simon and Schuster.)	4	24
""			
7	GIFT FROM THE SEA, by Anne Morrow Lindbergh. (Pantheon Books.)	7	71
""			
8	MINORITY REPORT, by H.L. Mencken. (Alfred A. Knopf.)	8	8
""			
9	YOUTH, by Frances Ilg, Arnold Gesell and Louise Ames. (Harper and Row.)	9	9
""			
10	OLYMPIO, by Andre Maurois. (Harper and Brothers.)	11	10
""			
11	HOW TO LIVE 365 DAYS A YEAR, by John A. Schindler. (Prentice-Hall, Inc.)	10	71
""			
12	ELOISE, by Kay Thompson and Hilary Knight. (Simon and Schuster.)	12	24
""			
13	BAY WINDOW BOHEMIA, by Oscar Lewis. (Doubleday.)	16	13
""			
14	GRAY FOX, by Burke Davis. (Rinehart.)	14	11
""			
15	THE POWER ELITE, by C. Wright Mills. (Oxford University Press.)	--	1
""			
""	THE COAST OF MAINE, by Louise Dickinson Rich. (Thomas Y. Crowell And		
16		--	1
""	Company.)		
