This	February 24, 1957	Last	Weeks
Week	Fiction	Week	On List
""			
1	PEYTON PLACE, by Grace Metalious. (Simon and Schuster, Inc.)	1	22
""			
2	COMPULSION, by Meyer Levin. (Simon and Schuster.)	2	15
""			
3	THE FOUNTAIN OVERFLOWS, by Rebecca West. (Viking Press.)	3	10
""			
4	THE PHILADELPHIAN, by Richard Powell. (Charles Scribner's Sons.)	4	6
""			
5	DON'T GO NEAR THE WATER, by William Brinkley. (Random House Inc.)	5	32
""			
""	THE TRIBE THAT LOST ITS HEAD, by Nicholas Monsarrat. (William Sloane		
6		6	16
""	Associates.)		
""			
7	BLUE CAMELLIA, by Frances Parkinson Keyes. (Julian Messner Inc.)	9	4
""			
8	STOPOVER: TOKYO, by John P. Marquand. (Little, Brown and Co.)	10	3
""			
9	THE ETRUSCAN, by Mika Waltari. ( G. P. Putnam's Sons.)	7	6
""			
10	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	11	102
""			
11	TWILIGHT FOR THE GODS, by Ernest Gann. (William Sloane Associates.)	8	3
""			
12	THE LAST ANGRY MAN, by Gerald Green. (Charles Scribner's Sons.)	--	1
""			
13	TOWER IN THE WEST, by Frank Norris. (Harper and Brothers.)	13	5
""			
14	THE LAST HURRAH, by Edwin O'Connor. (Little, Brown and Co.)	12	53
""			
15	BON VOYAGE, by Marrijane and Joseph Hayes. (Random House.)	--	1
""			
16	THE LAST OF THE WINE, by Mary Renault. (Pantheon Books, Inc.)	16	8
This	February 24, 1957	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE FBI STORY, by Don Whitehead. (Random House.)	1	11
""			
2	THE NUN'S STORY, by Kathryn Hulme. (Little, Brown and Company.)	2	22
""			
3	THIS HALLOWED GROUND, by Bruce Catton. (Doubleday and Company.)	3	15
""			
4	MUCH ADO ABOUT ME, by Fred Allen. (Little, Brown and Co.)	4	12
""			
5	MEN TO MATCH MY MOUNTAINS, by Irving Stone. (Doubleday.)	5	19
""			
6	CITADEL, by William Smith White. (Harper and Brothers.)	8	4
""			
7	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	6	58
""			
8	THE LAST PARALLEL, by Martin Russ. (Rinehart and Company.)	9	4
""			
9	THE ROAD TO MILTOWN, by S.J. Perelman. (Simon and Schuster.)	14	3
""			
10	THE NEW WORLD, by Winston S. Churchill. (Dodd, Mead and Company.)	7	13
""			
11	THE BIBLE AS HISTORY, by Werner Keller. (William Morrow and Company.)	10	12
""			
12	THE ORGANIZATION MAN, by William H. Whyte Jr. (Simon and Schuster.)	11	3
""			
13	INVESTORS' ROAD MAP, by Alice B. Morgan. (Simon and Schuster.)	12	3
""			
14	THE OUTSIDER, by Colin Wilson. (Houghton Mifflin Company.)	--	19
""			
15	THE LIFE OF THE PARTY, by Bennett Cerf. (Hanover House.)	13	12
""			
16	PHILADELPHIA SCRAPPLE, by Anonymous. (Dietz Press.)	--	1
