This	December 2, 1951	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE CAINE MUTINY, by Herman Wouk.	1	33
""			
2	THE CRUEL SEA, by Nicholas Monsarrat.	2	16
""			
3	MELVILLE GOODWIN, USA, by John Marquand.	3	7
""			
4	THE END OF THE AFFAIR, by Graham Greene.	4	4
""			
5	MOSES, by Sholem Asch.	7	8
""			
6	THE PRESIDENT'S LADY, by Irving Stone.	6	8
""			
7	FROM HERE TO ETERNITY, by James Jones.	5	39
""			
8	THE CATCHER IN THE RYE, by J.D. Salinger.	8	19
""			
9	THE WANDERER, by Mika Waltari.	9	4
""			
10	THE BLESSING, by Nancy Mitford.	10	6
""			
11	THE IRON MISTRESS, by Paul I. Wellman.	11	17
""			
12	THE DUKE'S DAUGHTER, by Angela Thirkell.	--	3
""			
13	THE FARMERS HOTEL, by John O'Hara.	--	1
""			
14	THE HOLY SINNER, by Thomas Mann.	13	10
""			
15	LIE DOWN IN DARKNESS, by William Styron.	14	10
""			
16	AND RIDE A TIGER, by Robert Wilder.	--	1
This	December 2, 1951	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE SEA AROUND US, by Rachel Carson.	1	20
""			
2	THE FORRESTAL DIARIES, by Walter Millis and E.S. Duffield.	2	6
""			
3	THE NEW YORKER 25th ANNIVERSARY ALBUM, by New Yorker Magazine.	6	5
""			
4	FIFTY BILLION DOLLARS, by Jesse H. Jones and Edward Angly.	5	4
""			
5	KON-TIKI, by Thor Heyerdahl.	3	64
""			
6	A MAN CALLED PETER, by Catherine Marshall.	4	6
""			
7	THE MAGNIFICENT CENTURY, by Thomas B. Costain.	8	9
""			
8	STRANGE LANDS AND FRIENDLY PEOPLES, by William O. Douglas.	10	2
""			
9	WASHINGTON CONFIDENTIAL, by Jack Lait and Lee Mortimer.	7	38
""			
10	THE MEMOIRS OF HERBERT HOOVER, by Herbert Hoover.	11	4
""			
11	SHOW BIZ, by Abel Green and Joe Laurie Jr.	--	1
""			
12	GODS, GRAVES AND SCHOLARS, by C.W. Ceram.	--	1
""			
13	DIZZY, by Hesketh Pearson.	9	13
""			
14	AMERICAN DIPLOMACY, 1900-1950, by George F. Kennan.	12	7
""			
15	ROSS AND THE NEW YORKER, by Dale Kramer.	--	1
""			
16	SCHNOZZOLA, by Gene Fowler.	14	8
