This	May 4, 1958	Last	Weeks
Week	Fiction	Week	On List
""			
1	ANATOMY OF A MURDER, by Robert Traver. (St. Martin's.)	1	15
""			
2	THE WINTHROP WOMAN, by Anya Seton. (Houghton Mifflin Company.)	2	9
""			
3	ICE PALACE, by Edna Ferber. (Doubleday.)	3	6
""			
4	NORTH FROM ROME, by Helen MacInnes. (Houghton Mifflin Harcourt.)	4	9
""			
""	BY LOVE POSSESSED, by James Gould Cozzens. (Harcourt, Brace and		
5		6	35
""	Company.)		
""			
6	THE GREENGAGE SUMMER, by Rumer Godden. (Viking.)	10	4
""			
7	THE WHITE WITCH, by Elizabeth Goudge. (Coward-McCann, Inc.)	8	15
""			
8	THE SERGEANT, by Dennis Murphy. (Viking.)	7	5
""			
9	A SUMMER PLACE, by Sloan Wilson. (Simon and Schuster, Inc.)	11	2
""			
10	RALLY ROUND THE FLAG BOYS!, by Max Schulman. (Doubleday.)	5	36
""			
11	MAGGIE-NOW, by Betty Smith. (Harper and Brothers.)	9	10
""			
12	EXILE AND THE KINGDOM, by Albert Camus. (Alfred A. Knopf.)	15	6
""			
13	THE MACKEREL PLAZA, by Peter De Vries. ( Little, Brown and Company.)	14	3
""			
14	RIDE THE RED EARTH, by Paul Wellman. (Doubleday.)	13	5
""			
15	THEY CAME TO CORDURA, by Glendon Swarthout. (Random House.)	--	3
""			
16	THE TRAVELS OF JAIMIE McPHEETERS, by Robert Lewis Taylor. (Doubleday.)	12	2
This	May 4, 1958	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	MASTERS OF DECEIT, by J. Edgar Hoover. (Henry Holt and Co.)	2	6
""			
2	PLEASE DON'T EAT THE DAISIES, by Jean Kerr. (Doubleday.)	1	21
""			
3	INSIDE RUSSIA TODAY, by John Gunther. (Harper and Brothers.)	6	2
""			
4	KIDS SAY THE DARNDEST THINGS!, by Art Linkletter. (Prentice Hall Inc.)	3	24
""			
5	MADISON AVENUE, U.S.A., by Martin Mayer. (Harper and Brothers.)	4	6
""			
6	BARUCH: MY OWN STORY, by Bernard M. Baruch. (Henry Holt and Company.)	5	35
""			
""	THE GREAT DEMOCRACIES, by Winston S. Churchill. (Dodd, Mead and		
""	Company.)		
""			
8	LIFE PLUS 99 YEARS, by Nathan F. Leopold. (Doubleday and Company Inc.)	9	7
""			
9	ATTORNEY FOR THE DAMNED, by Arthur Weinberg. (Simon and Schuster.)	12	16
""			
""	PETER FREUCHEN'S BOOK OF THE SEVEN SEAS, by Peter Freuchen and		
10		11	20
""	David Loth. (Simon and Schuster.)		
""			
11	OWEN WISTER OUT WEST, by Owen Wister. (University of Chicago Press.)	--	1
""			
""	"""WHERE DID YOU GO?"" ""OUT"" ""WHAT DID YOU DO?"" ""NOTHING."", by Robert"		
12		8	38
""	Paul Smith. (W.W. Norton and Company.)		
""			
13	THE DAY CHRIST DIED, by Jim Bishop. (Harper and Brothers.)	10	31
""			
14	TO LIVE AGAIN, by Catherine Marshall. (McGraw Hill.)	14	26
""			
15	THE HIDDEN PERSUADERS, by Vance Packard. (David McKay Company.)	--	47
""			
16	VOLTAIRE IN LOVE, by Nancy Mitford. (Harper and Brothers.)	13	8
