This	February 26, 1956	Last	Weeks
Week	Fiction	Week	On List
""			
1	ANDERSONVILLE, by MacKinlay Kantor. (Cleveland: World Publishing.)	1	17
""			
2	MARJORIE MORNINGSTAR, by Herman Wouk. (Doubleday and Company, Inc.)	2	24
""			
3	TEN NORTH FREDERICK, by John O'Hara. (Random House.)	3	12
""			
4	CASH McCALL, by Cameron Hawley. (Houghton and Mifflin.)	4	14
""			
5	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	5	50
""			
6	BOON ISLAND, by Kenneth Roberts. (Doubleday and Company.)	7	6
""			
7	THE LAST HURRAH, by Edwin O'Connor. (Little, Brown and Co.)	--	1
""			
8	ISLAND IN THE SUN, by Alec Waugh. (Farrar Straus and Giroux.)	6	6
""			
9	H.M.S. ULYSSES, by Alistair MacLean. (Collins Clear-Type Press.)	8	5
""			
10	TENDER VICTORY, by Taylor Caldwell. (McGraw-Hill.)	11	5
""			
""	THE MAN IN THE GRAY FLANNEL SUIT, by Sloan Wilson. (Simon and		
11		10	31
""	Schuster.)		
""			
12	AN EPISODE OF SPARROWS, by Rumer Godden. (Viking Press.)	9	11
""			
13	ASPECTS OF LOVE, by David Garnett. (Harcourt Brace.)	13	2
""			
14	NO TIME FOR SERGEANTS, by Mac Hyman. (Random House, Inc.)	14	65
""			
15	THE TONTINE, by Thomas B. Costain. (Doubleday.)	12	21
""			
16	VALLEY OF THE VINES, by Joy Packer. (J. B. Lippincott.)	--	2
This	February 26, 1956	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	GIFT FROM THE SEA, by Anne Morrow Lindbergh. (Pantheon Books.)	1	49
""			
""	THE SEARCH FOR BRIDEY MURPHY, by Morey Bernstein. (Doubleday and		
2		3	6
""	Company.)		
""			
3	A NIGHT TO REMEMBER, by Walter Lord. (Henry Holt and Company.)	2	12
""			
4	INSIDE AFRICA, by John Gunther. (Harper and Brothers.)	4	21
""			
""	THE SCROLLS FROM THE DEAD SEA, by Edmund Wilson. (Oxford University		
5		6	16
""	Press.)		
""			
6	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	5	6
""			
7	THE EDGE OF THE SEA, by Rachel Carson. (Houghton Mifflin.)	7	15
""			
""	THE POWER OF POSITIVE THINKING, by Norman Vincent Peale. (Prentice-Hall,		
8		8	173
""	Inc.)		
""			
9	THE SECRET OF THE HITTITES, by C.W. Ceram. (Alfred A Knopf.)	9	5
""			
10	HOW TO LIVE 365 DAYS A YEAR, by John A. Schindler. (Prentice-Hall, Inc.)	10	49
""			
11	LOVE OR PERISH, by Smiley Blanton. (Simon and Schuster.)	11	2
""			
12	THE FAMILY OF MAN, by Edward Steichen. (Museum of Modern Art.)	15	38
""			
13	HERBLOCK'S HERE AND NOW, by Herbert Block. (Simon and Schuster.)	12	9
""			
14	MACARTHUR, by Courtney Whitney. (Alfred A. Knopf.)	--	2
""			
15	THE EXURBANITES, by A.C. Spectorsky. (J. B. Lippincott.)	--	12
""			
16	MEMOIRS, Vol. 1, by Harry S. Truman. (Doubleday and Co.)	13	15
