This	June 2, 1957	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE SCAPEGOAT, by Daphne du Maurier. (Doubleday and Co.)	1	14
""			
2	PEYTON PLACE, by Grace Metalious. (Simon and Schuster, Inc.)	2	36
""			
3	BLUE CAMELLIA, by Frances Parkinson Keyes. (Julian Messner Inc.)	4	18
""			
4	COMPULSION, by Meyer Levin. (Simon and Schuster.)	3	29
""			
5	THE LAST ANGRY MAN, by Gerald Green. (Charles Scribner's Sons.)	5	15
""			
6	THE TOWN, by William Faulkner. (Random House.)	6	3
""			
7	THE SHORT REIGN OF PIPPIN IV, by John Steinbeck. (Viking.)	9	5
""			
8	THE PHILADELPHIAN, by Richard Powell. (Charles Scribner's Sons.)	7	20
""			
9	SILVER SPOON, by Edwin Gilbert. (Lippencott.)	11	2
""			
10	THE WAPSHOT CHRONICLE, by John Cheever. (Harper and Row.)	12	8
""			
11	A LEGACY, by Sybille Bedford. (Simon and Schuster.)	16	14
""			
12	THE TOWERS OF TREBIZOND, by Rose Macaulay. (Farrar, Straus and Cudahy.)	13	5
""			
13	FAR, FAR THE MOUNTAIN PEAK, by John Masters. (Viking Books.)	15	3
""			
14	THE BLACK OBELISK, by Erich Maria Remarque. (Houghton Mifflin Harcourt.)	10	6
""			
15	SAY, DARLING, by Richard Bissell. (Little, Brown and Company.)	8	8
""			
16	THE SPIRAL ROAD, by Jan de Hartog. (Harper and Brothers.)	--	2
This	June 2, 1957	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE FBI STORY, by Don Whitehead. (Random House.)	2	25
""			
2	DAY OF INFAMY, by Walter Lord. (Henry Holt and Company.)	1	8
""			
3	THE NUN'S STORY, by Kathryn Hulme. (Little, Brown and Company.)	3	36
""			
4	STAY ALIVE ALL YOUR LIFE, by Norman Vincent Peale. (Prentice-Hall, Inc.)	5	9
""			
5	THE ORGANIZATION MAN, by William H. Whyte Jr. (Simon and Schuster.)	4	17
""			
6	THE INNOCENT AMBASSADORS, by Philip Wylie. (Rinehart and Company.)	10	3
""			
7	TOO MUCH, TOO SOON, by Diana Barrymore and Gerold Frank. (Henry Holt.)	6	6
""			
8	THE DAY CHRIST DIED, by Jim Bishop. (Harper and Brothers.)	15	2
""			
9	IN THE COURT OF PUBLIC OPINION, by Alger Hiss. (Alfred A. Knopf.)	9	2
""			
10	THE ROAD TO MILTOWN, by S.J. Perelman. (Simon and Schuster.)	12	17
""			
11	THE BRIDGE AT ANDAU, by James A. Michener. (Random House.)	7	11
""			
12	THE CRISIS OF THE OLD ORDER, by Arthur Schlesinger. (Houghton, Mifflin Co.)	11	11
""			
13	FAITH ON THE MARCH, by A.H. Macmillan. (Prentice-Hall, Inc.)	--	1
""			
14	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	8	69
""			
15	THE HIDDEN PERSUADERS, by Vance Packard. (David McKay Company.)	--	1
""			
16	THE TURN OF THE TIDE, by Arthur Bryant. (Doubleday and Co. Inc.)	--	1
