This	June 3, 1951	Last	Weeks
Week	Fiction	Week	On List
""			
1	FROM HERE TO ETERNITY, by James Jones.	1	13
""			
2	THE CAINE MUTINY, by Herman Wouk.	2	7
""			
3	PROUD NEW FLAGS, by F. Van Wyck Mason.	3	5
""			
4	RETURN TO PARADISE, by James A. Michener.	5	5
""			
5	JOY STREET, by Frances Parkinson Keyes.	4	26
""			
6	A WOMAN CALLED FANCY, by Frank Yerby.	10	2
""			
7	FESTIVAL, by J.B. Priestley.	6	7
""			
8	GOD'S MEN, by Pearl S. Buck.	8	6
""			
9	THE DISENCHANTED, by Budd Schulberg.	7	31
""			
10	NEW YORK 22, by Ilka Chase.	9	10
""			
11	THE LEFT HAND OF GOD, by William E. Barrett.	15	16
""			
12	OLD HERBACEOUS, by Reginald Arkell.	11	13
""			
13	MORNING JOURNEY, by James Hilton.	13	13
""			
14	THE AGE OF LONGING, by Arthur Koestler.	--	11
""			
15	THE BALANCE WHEEL, by Taylor Caldwell.	--	18
""			
16	MOULIN ROUGE, by Pierre La Mure.	--	11
This	June 3, 1951	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	WASHINGTON CONFIDENTIAL, by Jack Lait and Lee Mortimer.	1	12
""			
2	A KING'S STORY, by Edward Windsor, Duke of Windsor.	2	6
""			
3	KON-TIKI, by Thor Heyerdahl.	3	38
""			
4	HIS EYE IS ON THE SPARROW, by Ethel Waters and Charles Samuels.	4	11
""			
5	BETTER HOMES AND GARDENS GARDEN BOOK, by Fleeta Brownell	5	7
""	Woodroffe.		
""			
6	ROMMEL, THE DESERT FOX, by Desmond Young.	7	18
""			
7	THE RIDDLE OF MACARTHUR, by John Gunther.	6	13
""			
8	THE PEACE CAN BE WON, by Paul G. Hoffman.	9	4
""			
9	MARY'S GARDEN STORY, by Mary Garden and Louis Biancolli.	10	4
""			
10	OUT OF THIS WORLD, by Lowell Thomas Jr.	13	25
""			
11	DOMINATIONS AND POWERS, by George Santayana.	14	2
""			
12	MY SIX CONVICTS, by Donald Powell Wilson.	11	16
""			
13	WE BARRYMORES, by Lionel Barrymore and Cameron Shipp.	--	1
""			
14	LOOK YOUNGER, LIVE LONGER, by Gayelord Hauser.	8	60
""			
15	THE CHINA STORY, by Freda Utley.	--	1
""			
16	WAR IN KOREA, by Marguerite Higgins.	12	4
