This	April 14, 1957	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE SCAPEGOAT, by Daphne du Maurier. (Doubleday and Co.)	1	7
""			
2	PEYTON PLACE, by Grace Metalious. (Simon and Schuster, Inc.)	2	29
""			
3	COMPULSION, by Meyer Levin. (Simon and Schuster.)	3	22
""			
4	BLUE CAMELLIA, by Frances Parkinson Keyes. (Julian Messner Inc.)	4	11
""			
5	THE PHILADELPHIAN, by Richard Powell. (Charles Scribner's Sons.)	5	13
""			
6	THE LAST ANGRY MAN, by Gerald Green. (Charles Scribner's Sons.)	6	8
""			
7	THE FALL, by Albert Camus. (Alfred A. Knopf.)	7	6
""			
8	A LEGACY, by Sybille Bedford. (Simon and Schuster.)	10	7
""			
9	THE FOUNTAIN OVERFLOWS, by Rebecca West. (Viking Press.)	8	17
""			
10	STOPOVER: TOKYO, by John P. Marquand. (Little, Brown and Co.)	9	10
""			
11	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	12	109
""			
12	DON'T GO NEAR THE WATER, by William Brinkley. (Random House Inc.)	16	39
""			
13	TWILIGHT FOR THE GODS, by Ernest Gann. (William Sloane Associates.)	11	9
""			
14	THE WAPSHOT CHRONICLE, by John Cheever. (Harper and Row.)	--	1
""			
15	SAY, DARLING, by Richard Bissell. (Little, Brown and Company.)	--	1
""			
16	NEVER SO FEW, by Tom Chamales. (Charles Scribner's Sons.)	--	1
This	April 14, 1957	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE FBI STORY, by Don Whitehead. (Random House.)	1	18
""			
2	THE NUN'S STORY, by Kathryn Hulme. (Little, Brown and Company.)	2	29
""			
3	THE BRIDGE AT ANDAU, by James A. Michener. (Random House.)	6	4
""			
4	THE ROAD TO MILTOWN, by S.J. Perelman. (Simon and Schuster.)	5	10
""			
5	THIS HALLOWED GROUND, by Bruce Catton. (Doubleday and Company.)	4	22
""			
6	THE ORGANIZATION MAN, by William H. Whyte Jr. (Simon and Schuster.)	3	10
""			
7	THE CRISIS OF THE OLD ORDER, by Arthur Schlesinger. (Houghton, Mifflin Co.)	7	4
""			
8	STAY ALIVE ALL YOUR LIFE, by Norman Vincent Peale. (Prentice-Hall, Inc.)	9	2
""			
9	DAY OF INFAMY, by Walter Lord. (Henry Holt and Company.)	--	1
""			
""	THE LION AND THE THRONE, by Catherine Drinker Bowen. (Little, Brown and		
10		11	2
""	Company.)		
""			
11	MUCH ADO ABOUT ME, by Fred Allen. (Little, Brown and Co.)	10	19
""			
12	MEN TO MATCH MY MOUNTAINS, by Irving Stone. (Doubleday.)	8	26
""			
13	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	16	65
""			
14	INVESTORS' ROAD MAP, by Alice B. Morgan. (Simon and Schuster.)	14	10
""			
15	THE BIBLE AS HISTORY, by Werner Keller. (William Morrow and Company.)	15	19
""			
16	CITADEL, by William Smith White. (Harper and Brothers.)	13	11
