This	August 19, 1956	Last	Weeks
Week	Fiction	Week	On List
""			
1	DON'T GO NEAR THE WATER, by William Brinkley. (Random House Inc.)	1	5
""			
2	THE LAST HURRAH, by Edwin O'Connor. (Little, Brown and Co.)	2	26
""			
3	THE MANDARINS, by Simone de Beauvoir. (World Publishing Co.)	3	11
""			
4	A THING OF BEAUTY, by A.J. Cronin. (Little, Brown.)	5	11
""			
5	A SINGLE PEBBLE, by John Hersey. (Alfred A. Knopf.)	4	9
""			
6	ANDERSONVILLE, by MacKinlay Kantor. (Cleveland: World Publishing.)	6	42
""			
7	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	7	75
""			
8	CHARMED CIRCLE, by Susan Ertz. (Harper and Brothers.)	10	6
""			
9	THE ROSEMARY TREE, by Elizabeth Goudge. (Coward-McCann.)	11	10
""			
10	IMPERIAL WOMAN, by Pearl S. Buck. (John Day Company.)	8	19
""			
11	THE NINTH WAVE, by Eugene Burdick. (Houghton Mifflin Company.)	9	9
""			
12	THE STRAIGHT AND NARROW PATH, by Honor Tracy. (Random House.)	--	1
""			
13	A WALK ON THE WILD SIDE, by Nelson Algren. (Farrar, Straus and Cudahy.)	12	11
""			
14	A CERTAIN SMILE, by Francoise Sagan. (E. P. Dutton and Company, Inc.)	--	1
""			
15	PEMMICAN, by Vardis Fisher. (Doubleday.)	--	2
""			
16	THE HALF-CROWN HOUSE, by Helen Ashton. (Dodd, Mead and Company.)	--	1
This	August 19, 1956	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	EISENHOWER, by Robert J. Donovan. (Harper and Brothers.)	1	6
""			
2	ARTHRITIS AND COMMON SENSE, by Dale Alexander. (Witkower Press Inc.)	2	19
""			
3	GUESTWARD HO!, by Patrick Dennis and Barbara Hooton. (Vanguard Press.)	4	11
""			
4	THE BIRTH OF BRITAIN, by Winston S. Churchill. (Dodd, Mead.)	5	17
""			
5	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	6	31
""			
6	LOVE OR PERISH, by Smiley Blanton. (Simon and Schuster.)	3	27
""			
7	HOW TO LIVE 365 DAYS A YEAR, by John A. Schindler. (Prentice-Hall, Inc.)	7	74
""			
8	GIFT FROM THE SEA, by Anne Morrow Lindbergh. (Pantheon Books.)	8	74
""			
9	YOUTH, by Frances Ilg, Arnold Gesell and Louise Ames. (Harper and Row.)	10	12
""			
10	NOBLESSE OBLIGE, by Nancy Mitford. (Harper and Brothers.)	--	1
""			
11	MINORITY REPORT, by H.L. Mencken. (Alfred A. Knopf.)	9	11
""			
12	THE AGE OF FIGHTING SAIL, by C.S. Forester. (Doubleday.)	13	3
""			
13	BAY WINDOW BOHEMIA, by Oscar Lewis. (Doubleday.)	11	16
""			
14	OLYMPIO, by Andre Maurois. (Harper and Brothers.)	14	13
""			
15	THE MIND GOES FORTH, by H.A. Overstreet. (W.W. Norton and Co.)	12	3
""			
16	GRAY FOX, by Burke Davis. (Rinehart.)	--	13
