This	August 16, 1953	Last	Week
Week	Fiction	Week	On Li
""			
1	DESIREE, by Annemarie Selinko.	1	29
""			
2	BATTLE CRY, by Leon Uris.	2	14
""			
3	THE HIGH AND THE MIGHTY, by Ernest K. Gann.	4	15
""			
4	BEYOND THIS PLACE, by A.J. Cronin.	6	3
""			
5	THE DARK ANGEL, by Mika Waltari.	3	9
""			
6	THE BRIDGES AT TOKO-RI, by James A. Michener.	5	3
""			
7	THE EMPEROR'S LADY, by F.W. Kenyon.	7	9
""			
8	KINGFISHERS CATCH FIRE, by Rumer Godden.	8	10
""			
9	THE SILVER CHALICE, by Thomas B. Costain.	9	55
""			
10	KISS ME AGAIN, STRANGER, by Daphne du Maurier.	12	21
""			
11	THE SCHIRMER INHERITANCE, by Eric Ambler.	--	1
""			
12	THE VERMILLION GATE, by Lin Yutang.	15	2
""			
13	YOU SHALL KNOW THEM, by Rita Vercors.	11	4
""			
14	GOLDEN ADMIRAL, by Francis Van Wyck Mason.	13	24
""			
15	THE ECHOING GROVE, by Rosamond Lehmann.	16	12
""			
16	IN THE WET, by Nevil Shute.	14	12
This	August 16, 1953	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE POWER OF POSITIVE THINKING, by Norman Vincent Peale.	1	41
""			
2	A HOUSE IS NOT A HOME, by Polly Adler.	2	9
""			
3	ANNAPURNA, by Maurice Herzog.	3	30
""			
4	HOW TO PLAY YOUR BEST GOLF ALL THE TIME, by Tommy Armour.	5	14
""			
5	THE SILENT WORLD, by Jacques Yves Cousteau and Frederic Dumas.	4	26
""			
6	CALL ME LUCKY, by Bing Crosby.	7	5
""			
7	HOLY BIBLE: REVISED STANDARD VERSION.	8	44
""			
8	A MAN CALLED PETER, by Catherine Marshall.	11	95
""			
9	NORTH FROM MALAYA, by William O. Douglas.	6	9
""			
10	THE ROMMEL PAPERS, by B.H. Liddell Hart.	9	11
""			
11	MAJOR CAMPAIGN SPEECHES, by Adlai Stevenson.	12	17
""			
12	LIFE AMONG THE SAVAGES, by Shirley Jackson.	10	6
""			
13	UNCLE POGO SO-SO STORIES, by Walt Kelly.	16	11
""			
14	THIS I BELIEVE, by Edward R. Murrow.	13	35
""			
15	ANGEL UNAWARE, by Dale Evans Rogers.	15	16
""			
16	INDIA AND THE AWAKENING EAST, by Eleanor Roosevelt.	--	1
