This	February 10, 1957	Last	Weeks
Week	Fiction	Week	On List
""			
1	PEYTON PLACE, by Grace Metalious. (Simon and Schuster, Inc.)	1	20
""			
2	THE FOUNTAIN OVERFLOWS, by Rebecca West. (Viking Press.)	2	8
""			
3	COMPULSION, by Meyer Levin. (Simon and Schuster.)	4	13
""			
4	DON'T GO NEAR THE WATER, by William Brinkley. (Random House Inc.)	3	30
""			
""	THE TRIBE THAT LOST ITS HEAD, by Nicholas Monsarrat. (William Sloane		
5		5	14
""	Associates.)		
""			
6	THE PHILADELPHIAN, by Richard Powell. (Charles Scribner's Sons.)	6	4
""			
7	THE ETRUSCAN, by Mika Waltari. ( G. P. Putnam's Sons.)	7	4
""			
8	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	8	100
""			
9	TOWER IN THE WEST, by Frank Norris. (Harper and Brothers.)	10	3
""			
10	JERICHO'S DAUGHTERS, by Paul Wellman. (Doubleday.)	11	16
""			
11	TWILIGHT FOR THE GODS, by Ernest Gann. (William Sloane Associates.)	--	1
""			
12	STOPOVER: TOKYO, by John P. Marquand. (Little, Brown and Co.)	--	1
""			
13	THE LAST HURRAH, by Edwin O'Connor. (Little, Brown and Co.)	9	51
""			
14	KING OF PARIS, by Guy Endore. (Cresset Press.)	13	17
""			
15	BLUE CAMELLIA, by Frances Parkinson Keyes. (Julian Messner Inc.)	12	2
""			
16	THE LAST OF THE WINE, by Mary Renault. (Pantheon Books, Inc.)	14	6
This	February 10, 1957	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE FBI STORY, by Don Whitehead. (Random House.)	1	9
""			
2	THE NUN'S STORY, by Kathryn Hulme. (Little, Brown and Company.)	2	20
""			
3	THIS HALLOWED GROUND, by Bruce Catton. (Doubleday and Company.)	3	13
""			
4	MUCH ADO ABOUT ME, by Fred Allen. (Little, Brown and Co.)	4	10
""			
5	MEN TO MATCH MY MOUNTAINS, by Irving Stone. (Doubleday.)	5	17
""			
6	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	7	56
""			
7	THE NEW WORLD, by Winston S. Churchill. (Dodd, Mead and Company.)	6	11
""			
8	CITADEL, by William Smith White. (Harper and Brothers.)	10	2
""			
9	THE BIBLE AS HISTORY, by Werner Keller. (William Morrow and Company.)	9	10
""			
10	THE LIFE OF THE PARTY, by Bennett Cerf. (Hanover House.)	11	10
""			
11	THE LAST PARALLEL, by Martin Russ. (Rinehart and Company.)	8	2
""			
12	THE ROAD TO MILTOWN, by S.J. Perelman. (Simon and Schuster.)	--	1
""			
13	THE ORGANIZATION MAN, by William H. Whyte Jr. (Simon and Schuster.)	--	1
""			
""	THREE SAINTS AND A SINNER, by Louise Hall Tharp. (Little, Brown and		
14		16	16
""	Company.)		
""			
15	INVESTORS' ROAD MAP, by Alice B. Morgan. (Simon and Schuster.)	--	1
""			
16	ARTHRITIS AND COMMON SENSE, by Dale Alexander. (Witkower Press Inc.)	--	42
