This	November 11, 1956	Last	Weeks
Week	Fiction	Week	On List
""			
1	DON'T GO NEAR THE WATER, by William Brinkley. (Random House Inc.)	1	17
""			
2	PEYTON PLACE, by Grace Metalious. (Simon and Schuster, Inc.)	2	7
""			
3	THE LAST HURRAH, by Edwin O'Connor. (Little, Brown and Co.)	4	38
""			
4	A CERTAIN SMILE, by Francoise Sagan. (E. P. Dutton and Company, Inc.)	3	13
""			
5	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	5	87
""			
6	KING OF PARIS, by Guy Endore. (Cresset Press.)	6	4
""			
7	THE LOVING COUPLE, by Virginia Rowans. (Thomas Y. Crowell.)	8	7
""			
8	THE SUCCESS, by Helen Howe. (Simon and Schuster.)	9	5
""			
9	THE MANDARINS, by Simone de Beauvoir. (World Publishing Co.)	7	23
""			
10	JERICHO'S DAUGHTERS, by Paul Wellman. (Doubleday.)	13	3
""			
11	ANGLO-SAXON ATTITUDES, by Angus Wilson. (Viking.)	11	3
""			
12	A SINGLE PEBBLE, by John Hersey. (Alfred A. Knopf.)	10	21
""			
13	RACHEL CADE, by Charles E. Mercer. (G. P. Putnam's Sons.)	15	3
""			
14	THE NINTH WAVE, by Eugene Burdick. (Houghton Mifflin Company.)	14	20
""			
15	TOLBECKEN, by Samuel Shellabarger. (Little, Brown and Company.)	12	8
""			
""	THE TRIBE THAT LOST ITS HEAD, by Nicholas Monsarrat. (William Sloane		
16		--	1
""	Associates.)		
This	November 11, 1956	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE NUN'S STORY, by Kathryn Hulme. (Little, Brown and Company.)	1	7
""			
2	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	2	43
""			
3	ARTHRITIS AND COMMON SENSE, by Dale Alexander. (Witkower Press Inc.)	3	31
""			
4	MEN TO MATCH MY MOUNTAINS, by Irving Stone. (Doubleday.)	6	4
""			
5	THE OUTSIDER, by Colin Wilson. (Houghton Mifflin Company.)	5	6
""			
6	EISENHOWER, by Robert J. Donovan. (Harper and Brothers.)	4	18
""			
""	THE HEART HAS ITS REASONS, by Wallis Warfield Windsor, Duchess of		
7		7	4
""	Windsor. (David McKay Company.)		
""			
""	THE UNICORN AND OTHER POEMS, by Anne Morrow Lindbergh. (Pantheon		
8		8	6
""	Books.)		
""			
""	AN HISTORIAN'S APPROACH TO RELIGION, by Arnold Joseph Toynbee.		
9		10	6
""	(Oxford University Press.)		
""			
10	HOW TO LIVE 365 DAYS A YEAR, by John A. Schindler. (Prentice-Hall, Inc.)	11	86
""			
""	THREE SAINTS AND A SINNER, by Louise Hall Tharp. (Little, Brown and		
11		13	3
""	Company.)		
""			
12	GUESTWARD HO!, by Patrick Dennis and Barbara Hooton. (Vanguard Press.)	9	23
""			
13	LOVE OR PERISH, by Smiley Blanton. (Simon and Schuster.)	14	39
""			
14	AUTUMN ACROSS AMERICA, by Edwin Way Teale. (Dodd, Mead and Co.)	--	1
""			
15	THE MIND GOES FORTH, by H.A. Overstreet. (W.W. Norton and Co.)	12	15
""			
""	A REPUBLICAN LOOKS AT HIS PARTY, by Arthur Larson. (Harper and		
16		--	8
""	Brothers.)		
