This	July 14, 1957	Last	Weeks
Week	Fiction	Week	On List
""			
1	PEYTON PLACE, by Grace Metalious. (Simon and Schuster, Inc.)	1	42
""			
2	THE SCAPEGOAT, by Daphne du Maurier. (Doubleday and Co.)	2	20
""			
3	COMPULSION, by Meyer Levin. (Simon and Schuster.)	3	35
""			
4	SILVER SPOON, by Edwin Gilbert. (Lippencott.)	6	8
""			
5	BLUE CAMELLIA, by Frances Parkinson Keyes. (Julian Messner Inc.)	4	24
""			
6	THE LAST ANGRY MAN, by Gerald Green. (Charles Scribner's Sons.)	5	21
""			
7	THE SHORT REIGN OF PIPPIN IV, by John Steinbeck. (Viking.)	7	11
""			
8	LIFE AT HAPPY KNOLL, by John P. Marquand. (Little, Brown, and Co.)	13	2
""			
9	THE TOWN, by William Faulkner. (Random House.)	8	9
""			
10	THE DURABLE FIRE, by Howard Swiggett. (Houghton Mifflin Co.)	10	2
""			
11	THE LADY, by Conrad Richter. (Alfred A. Knopf.)	9	5
""			
12	THE WONDERFUL O., by James Thurber. (Simon and Schuster.)	12	5
""			
13	SAY, DARLING, by Richard Bissell. (Little, Brown and Company.)	16	14
""			
14	THE PHILADELPHIAN, by Richard Powell. (Charles Scribner's Sons.)	14	26
""			
15	FAR, FAR THE MOUNTAIN PEAK, by John Masters. (Viking Books.)	11	9
""			
16	THE FLOWER DRUM SONG, by C.Y. Lee. (Farrar, Straus and Cudahy.)	--	2
This	July 14, 1957	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE DAY CHRIST DIED, by Jim Bishop. (Harper and Brothers.)	1	8
""			
2	THE INNOCENT AMBASSADORS, by Philip Wylie. (Rinehart and Company.)	2	9
""			
3	THE TURN OF THE TIDE, by Arthur Bryant. (Doubleday and Co. Inc.)	3	7
""			
4	THE HIDDEN PERSUADERS, by Vance Packard. (David McKay Company.)	5	7
""			
5	THE FBI STORY, by Don Whitehead. (Random House.)	4	31
""			
6	STAY ALIVE ALL YOUR LIFE, by Norman Vincent Peale. (Prentice-Hall, Inc.)	9	15
""			
7	DAY OF INFAMY, by Walter Lord. (Henry Holt and Company.)	6	14
""			
8	THE NUN'S STORY, by Kathryn Hulme. (Little, Brown and Company.)	7	42
""			
9	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	8	75
""			
10	SILVER PLATTER, by Ellin Berlin. (Doubleday.)	10	6
""			
11	FAITH ON THE MARCH, by A.H. Macmillan. (Prentice-Hall, Inc.)	16	7
""			
""	RASCALS IN PARADISE, by James A. Michener and Grove Day. (Random		
12		13	2
""	House.)		
""			
13	TAKE MY LIFE, by Eddie Cantor. (Doubleday.)	12	4
""			
14	THE ORGANIZATION MAN, by William H. Whyte Jr. (Simon and Schuster.)	11	23
""			
15	TOO MUCH, TOO SOON, by Diana Barrymore and Gerold Frank. (Henry Holt.)	--	11
""			
""	THEY FOUGHT FOR THE SKY, by Quentin Reynolds. (Holt, Rinehart and		
16		15	2
""	Winston.)		
