This	September 22, 1957	Last	Weeks
Week	Fiction	Week	On List
""			
""	BY LOVE POSSESSED, by James Gould Cozzens. (Harcourt, Brace and		
1		2	3
""	Company.)		
""			
2	ON THE BEACH, by Nevil Shute. (William Morrow and Company.)	3	7
""			
3	PEYTON PLACE, by Grace Metalious. (Simon and Schuster, Inc.)	1	52
""			
4	THE WORLD OF SUZIE WONG, by Richard Mason. (World Publishing Co.)	4	7
""			
5	LETTER FROM PEKING, by Pearl S. Buck. (John Day Company.)	6	9
""			
6	RALLY ROUND THE FLAG BOYS!, by Max Schulman. (Doubleday.)	5	4
""			
7	COMPULSION, by Meyer Levin. (Simon and Schuster.)	7	45
""			
""	THE PINK HOTEL, by Dorothy Erskine and Patrick Dennis. (G. P. Putnam's		
8		9	8
""	Sons.)		
""			
9	SILVER SPOON, by Edwin Gilbert. (Lippencott.)	8	18
""			
10	THE SCAPEGOAT, by Daphne du Maurier. (Doubleday and Co.)	10	30
""			
11	THE DURABLE FIRE, by Howard Swiggett. (Houghton Mifflin Co.)	11	12
""			
12	BLUE CAMELLIA, by Frances Parkinson Keyes. (Julian Messner Inc.)	15	34
""			
13	FAIROAKS, by Frank Yerby. (Dial Press.)	--	1
""			
14	THE LAST ANGRY MAN, by Gerald Green. (Charles Scribner's Sons.)	12	31
""			
15	THE VELVET HORN, by Andrew Lytle. (McDowell, Obolensky.)	16	2
""			
16	LIFE AT HAPPY KNOLL, by John P. Marquand. (Little, Brown, and Co.)	13	12
This	September 22, 1957	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	BARUCH: MY OWN STORY, by Bernard M. Baruch. (Henry Holt and Company.)	2	3
""			
2	THE HIDDEN PERSUADERS, by Vance Packard. (David McKay Company.)	1	17
""			
3	THE NEW CLASS, by Milovan Djilas. (Frederick A. Praeger.)	3	4
""			
4	THE DAY CHRIST DIED, by Jim Bishop. (Harper and Brothers.)	4	18
""			
""	"""WHERE DID YOU GO?"" ""OUT"" ""WHAT DID YOU DO?"" ""NOTHING."", by Robert"		
5		6	6
""	Paul Smith. (W.W. Norton and Company.)		
""			
6	THE INNOCENT AMBASSADORS, by Philip Wylie. (Rinehart and Company.)	5	19
""			
7	STAY ALIVE ALL YOUR LIFE, by Norman Vincent Peale. (Prentice-Hall, Inc.)	7	25
""			
8	SILVER PLATTER, by Ellin Berlin. (Doubleday.)	8	16
""			
9	OPERATION SEA LION, by Peter Fleming. (Simon and Schuster.)	9	7
""			
10	TOO MUCH, TOO SOON, by Diana Barrymore and Gerold Frank. (Henry Holt.)	10	19
""			
""	RASCALS IN PARADISE, by James A. Michener and Grove Day. (Random		
11		11	12
""	House.)		
""			
12	THE ORGANIZATION MAN, by William H. Whyte Jr. (Simon and Schuster.)	12	30
""			
""	NUCLEAR WEAPONS AND FOREIGN POLICY, by Henry A. Kissinger. (Harper		
13		14	2
""	and Brothers.)		
""			
14	THE DOG WHO WOULDN'T BE, by Farley Mowat. (Little, Brown and Company)	16	2
""			
15	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	--	84
""			
16	THE TURN OF THE TIDE, by Arthur Bryant. (Doubleday and Co. Inc.)	15	17
