This	July 12, 1959	Last	Weeks
Week	Fiction	Week	On List
""			
1	EXODUS, by Leon Uris. (Doubleday.)	1	40
""			
2	LADY CHATTERLY'S LOVER, by D.H. Lawrence. (Random House.)	4	9
""			
""	THE UGLY AMERICAN, by William J. Lederer and Eugene Burdick. (W.W. Norton		
3		2	38
""	and Company.)		
""			
4	DOCTOR ZHIVAGO, by Boris Pasternak. (Random House Inc.)	3	42
""			
""	DEAR AND GLORIOUS PHYSICIAN, by Taylor Caldwell. (Doubleday and		
5		5	15
""	Company.)		
""			
6	CELIA GARTH, by Gwen Bristow. (Thomas Crowell Co.)	6	8
""			
7	LOLITA, by Vladimir Nabokov. (G.P. Putnam's Sons.)	7	46
""			
8	NINE COACHES WAITING, by Mary Stewart. (M.S. Mill/William Morrow.)	9	20
""			
9	CALIFORNIA STREET, by Niven Busch. (Simon and Schuster.)	12	3
""			
10	MRS. ARRIS GOES TO PARIS, by Paul Gallico. (Doubleday and Company, Inc.)	11	29
""			
11	THE LIGHT INFANTRY BALL, by Hamilton Basso. (Doubleday.)	8	4
""			
12	THE CHINESE BOX, by Katherine Wigmore Eyre. (Appleton-Century-crofts, Inc.)	10	9
""			
13	THE YOUNG TITAN, by F. Van Wyck Mason. (Doubleday.)	--	1
""			
14	THE LION, by Joseph Kessel. (Alfred A. Knopf.)	--	1
""			
""	THE WATCH THAT ENDS THE NIGHT, by Hugh MacLennan. (Charles Scribner's		
15		13	18
""	Sons.)		
""			
16	IN THE WRONG RAIN, by Robert P. Kirsch. (Little, Brown and Co.)	--	1
This	July 12, 1959	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE STATUS SEEKERS, by Vance Packard. (David McKay.)	1	9
""			
2	THE YEARS WITH ROSS, by James Thurber. ( Little, Brown and Company.)	3	5
""			
3	MINE ENEMY GROWS OLDER, by Alexander King. (Simon and Schuster.)	2	22
""			
4	ONLY IN AMERICA, by Harry Lewis Golden. (World Publishing Co.)	4	50
""			
""	HOW I TURNED $1,000 INTO A MILLION IN REAL ESTATE -- IN MY SPARE		
5		5	13
""	TIME, by William Nickerson. (Simon and Schuster.)		
""			
6	MY BROTHER WAS AN ONLY CHILD, by Jack Douglas. (E.P. Dutton and Co.)	6	12
""			
7	THE HOUSE OF INTELLECT, by Jacques Barzun. (Harper and Brothers.)	7	6
""			
8	FOLK MEDICINE, by Deforest Clinton Jarvis. (Henry Holt and Company, Inc.)	11	13
""			
""	WHAT WE MUST KNOW ABOUT COMMUNISM, by Harry and Bonaro		
9		9	22
""	Overstreet. (W.W. Norton and Co, Inc.)		
""			
10	ELIZABETH THE GREAT, by Elizabeth Jenkins. (Coward McCann.)	8	17
""			
""	CHARLEY WEAVER'S LETTERS FROM MAMMA, by Cliff Arquette. (John C.		
11		10	7
""	Winston Company.)		
""			
""	THE LITTLE WORLD OF STANTON DELAPLANE, by Stanton Delaplane.		
12		13	4
""	(Coward-McCann.)		
""			
13	TWIXT TWELVE AND TWENTY, by Pat Boone. (Prentice-Hall, Inc.)	12	29
""			
14	DAY BEFORE YESTERDAY, by Eleanor Butler Roosevelt. (Doubleday.)	--	1
""			
15	COLLISION COURSE, by Alvin Moscow. (G.P. Putnam's Sons.)	16	15
""			
""	SENATOR JOE McCARTHY, by Richard H. Rovere. (Harcourt, Brace and		
16		--	1
""	Company.)		
