This	August 2, 1959	Last	Weeks
Week	Fiction	Week	On List
""			
1	EXODUS, by Leon Uris. (Doubleday.)	1	43
""			
2	LADY CHATTERLY'S LOVER, by D.H. Lawrence. (Random House.)	2	12
""			
""	THE UGLY AMERICAN, by William J. Lederer and Eugene Burdick. (W.W. Norton		
3		3	41
""	and Company.)		
""			
4	DOCTOR ZHIVAGO, by Boris Pasternak. (Random House Inc.)	4	45
""			
""	DEAR AND GLORIOUS PHYSICIAN, by Taylor Caldwell. (Doubleday and		
5		5	18
""	Company.)		
""			
6	CELIA GARTH, by Gwen Bristow. (Thomas Crowell Co.)	6	11
""			
7	CALIFORNIA STREET, by Niven Busch. (Simon and Schuster.)	8	6
""			
8	THE LIGHT INFANTRY BALL, by Hamilton Basso. (Doubleday.)	9	7
""			
9	MRS. ARRIS GOES TO PARIS, by Paul Gallico. (Doubleday and Company, Inc.)	12	32
""			
10	LOLITA, by Vladimir Nabokov. (G.P. Putnam's Sons.)	7	49
""			
11	NINE COACHES WAITING, by Mary Stewart. (M.S. Mill/William Morrow.)	13	23
""			
12	THE CHINESE BOX, by Katherine Wigmore Eyre. (Appleton-Century-crofts, Inc.)	11	12
""			
13	THE LION, by Joseph Kessel. (Alfred A. Knopf.)	10	4
""			
14	THE YOUNG TITAN, by F. Van Wyck Mason. (Doubleday.)	14	4
""			
15	THE ART OF LLEWELLYN JONES, by Paul Hyde Bonner. (Scribner.)	--	1
""			
16	THE THIRD CHOICE, by Elizabeth Janeway. (Doubleday.)	--	3
This	August 2, 1959	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE STATUS SEEKERS, by Vance Packard. (David McKay.)	1	12
""			
2	THE YEARS WITH ROSS, by James Thurber. ( Little, Brown and Company.)	2	8
""			
3	MINE ENEMY GROWS OLDER, by Alexander King. (Simon and Schuster.)	3	25
""			
""	HOW I TURNED $1,000 INTO A MILLION IN REAL ESTATE -- IN MY SPARE		
4		4	16
""	TIME, by William Nickerson. (Simon and Schuster.)		
""			
5	ONLY IN AMERICA, by Harry Lewis Golden. (World Publishing Co.)	5	53
""			
6	MY BROTHER WAS AN ONLY CHILD, by Jack Douglas. (E.P. Dutton and Co.)	6	15
""			
7	FOR 2C PLAIN, by Harry Golden. (World Publishing.)	8	3
""			
8	RICHARD NIXON, by Earl Mazo. (Harper and Brothers.)	7	3
""			
9	FOLK MEDICINE, by Deforest Clinton Jarvis. (Henry Holt and Company, Inc.)	11	16
""			
10	THE HOUSE OF INTELLECT, by Jacques Barzun. (Harper and Brothers.)	10	9
""			
""	SENATOR JOE McCARTHY, by Richard H. Rovere. (Harcourt, Brace and		
11		14	4
""	Company.)		
""			
""	CHARLEY WEAVER'S LETTERS FROM MAMMA, by Cliff Arquette. (John C.		
12		12	9
""	Winston Company.)		
""			
""	WHAT WE MUST KNOW ABOUT COMMUNISM, by Harry and Bonaro		
13		16	25
""	Overstreet. (W.W. Norton and Co, Inc.)		
""			
""	THE ELEMENTS OF STYLE, by William Strunk Jr. and E.B. White. (Macmillan		
14		--	1
""	Company.)		
""			
15	TWIXT TWELVE AND TWENTY, by Pat Boone. (Prentice-Hall, Inc.)	--	31
""			
16	IMAGE OF AMERICA, by Richard Bruckberger. (Viking.)	--	1
