This	March 23, 1952	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE CAINE MUTINY, by Herman Wouk.	1	49
""			
2	MY COUSIN RACHEL, by Daphne du Maurier.	2	6
""			
3	THE CRUEL SEA, by Nicholas Monsarrat.	3	32
""			
4	SPARK OF LIFE, by Erich Maria Remarque.	4	6
""			
5	THE END OF THE AFFAIR, by Graham Greene.	6	20
""			
6	THE PRESIDENT'S LADY, by Irving Stone.	5	24
""			
7	THE SWIMMING POOL, by Mary Roberts Rinehart.	7	7
""			
8	FROM HERE TO ETERNITY, by James Jones.	8	55
""			
9	JEFFERSON SELLECK, by Carl Jonas.	9	7
""			
10	LET IT COME DOWN, by Paul Bowles.	16	2
""			
11	MOSES, by Sholem Asch.	13	24
""			
12	MELVILLE GOODWIN, USA, by John Marquand.	12	23
""			
13	MITTEE, by Daphne Rooke.	10	5
""			
14	WINDS OF MORNING, by Harold Lenoir Davis.	11	9
""			
15	GRAND RIGHT AND LEFT, by Louis Kronenberger.	--	1
""			
16	THE DUKE OF GALLODORO, by Aubrey Menen.	14	2
This	March 23, 1952	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE SEA AROUND US, by Rachel Carson.	1	36
""			
2	A MAN CALLED PETER, by Catherine Marshall.	2	22
""			
3	SHOW BIZ, by Abel Green and Joe Laurie Jr.	3	17
""			
4	THE GREATEST BOOK EVER WRITTEN, by Fulton Oursler.	4	15
""			
5	I LED 3 LIVES, by Herbert A. Philbrick.	5	4
""			
6	ADVENTURES IN TWO WORLDS, by A.J. Cronin.	12	2
""			
7	THE NEW YORKER 25th ANNIVERSARY ALBUM, by New Yorker Magazine.	6	21
""			
8	GODS, GRAVES AND SCHOLARS, by C.W. Ceram.	8	17
""			
9	DANCE TO THE PIPER, by Agnes de Mille.	7	8
""			
10	THROUGH CHARLEY'S DOOR, by Emily Kimbrough.	9	3
""			
11	HOW TO GET RICH IN WASHINGTON, by Blair Bolles.	--	1
""			
12	U.S.A. CONFIDENTIAL, by Jack Lait and Lee Mortimer.	--	1
""			
13	EISENHOWER, by John Gunther.	10	6
""			
14	KON-TIKI, by Thor Heyerdahl.	13	80
""			
15	WHILE YOU SLEPT, by John T. Flynn.	--	4
""			
16	LINCOLN AND HIS GENERALS, by T. Harry Williams.	--	1
