This	August 10, 1958	Last	Weeks
Week	Fiction	Week	On List
""			
1	ANATOMY OF A MURDER, by Robert Traver. (St. Martin's.)	1	29
""			
2	THE ENEMY CAMP, by Jerome Weidman. (Random House.)	2	6
""			
3	ICE PALACE, by Edna Ferber. (Doubleday.)	3	20
""			
4	THE WINTHROP WOMAN, by Anya Seton. (Houghton Mifflin Company.)	4	23
""			
5	THE KING MUST DIE, by Mary Renault. (Pantheon.)	11	3
""			
6	THE IMAGE MAKERS, by Bernard Dryer. (Harper and Brothers.)	5	6
""			
7	THE TIME OF THE DRAGONS, by Alice Ekert-Rotholz. (Viking.)	7	5
""			
8	STRANGERS WHEN WE MEET, by Evan Hunter. (Constable and Company Ltd.)	8	8
""			
9	THE NORTHERN LIGHT, by A.J. Cronin. (Little, Brown and Company.)	9	9
""			
10	SEIDMAN AND SON, by Elick Moll. (G. P. Putnam's Sons.)	6	9
""			
11	THE GREENGAGE SUMMER, by Rumer Godden. (Viking.)	12	18
""			
12	THE TRAVELS OF JAIMIE McPHEETERS, by Robert Lewis Taylor. (Doubleday.)	13	16
""			
13	A SUMMER PLACE, by Sloan Wilson. (Simon and Schuster, Inc.)	10	16
""			
14	RALLY ROUND THE FLAG BOYS!, by Max Schulman. (Doubleday.)	16	50
""			
15	NORTH FROM ROME, by Helen MacInnes. (Houghton Mifflin Harcourt.)	14	23
""			
16	THE PORTUGUESE ESCAPE, by Ann Bridge. (Macmillan.)	--	1
This	August 10, 1958	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	INSIDE RUSSIA TODAY, by John Gunther. (Harper and Brothers.)	1	16
""			
2	MASTERS OF DECEIT, by J. Edgar Hoover. (Henry Holt and Co.)	2	20
""			
3	PLEASE DON'T EAT THE DAISIES, by Jean Kerr. (Doubleday.)	3	35
""			
""	THE AFFLUENT SOCIETY, by John Kenneth Galbraith. (Houghton Mifflin		
4		4	8
""	Company.)		
""			
5	DEAR ABBY, by Abigail Van Buren. (Prentice-Hall, Inc.)	5	13
""			
6	KIDS SAY THE DARNDEST THINGS!, by Art Linkletter. (Prentice Hall Inc.)	6	38
""			
7	ONLY IN AMERICA, by Harry Lewis Golden. (World Publishing Co.)	14	2
""			
""	MISTER MUSIC MAKER, LAWRENCE WELK, by Mary Lewis Coakley.		
8		10	6
""	(Doubleday.)		
""			
9	THE ORDEAL OF WOODROW WILSON, by Herbert Hoover. (McGraw-Hill.)	7	13
""			
10	THE DEATH OF MANOLETE, by Barnaby Conrad. (Houghton Mifflin Company.)	--	1
""			
11	ALL ABOUT MEN, by Joseph H. Peck. (Elliot Right Way Books.)	8	6
""			
12	MADISON AVENUE, U.S.A., by Martin Mayer. (Harper and Brothers.)	9	20
""			
13	THE CATTLEMEN, by Mari Sandoz. (Hastings House.)	13	7
""			
14	YOU'RE BETTER THAN YOU THINK, by Dora Albert. (Prentice-Hall.)	--	1
""			
""	HOW TO DO NOTHING WITH NOBODY ALL ALONE BY YOURSELF, by Robert		
15		--	5
""	Paul Smith. (W. W. Norton.)		
""			
""	"""WHERE DID YOU GO?"" ""OUT"" ""WHAT DID YOU DO?"" ""NOTHING."", by Robert"		
16		12	52
""	Paul Smith. (W.W. Norton and Company.)		
