This	October 13, 1957	Last	Weeks
Week	Fiction	Week	On List
""			
""	BY LOVE POSSESSED, by James Gould Cozzens. (Harcourt, Brace and		
1		1	6
""	Company.)		
""			
2	ON THE BEACH, by Nevil Shute. (William Morrow and Company.)	2	10
""			
3	RALLY ROUND THE FLAG BOYS!, by Max Schulman. (Doubleday.)	4	7
""			
4	PEYTON PLACE, by Grace Metalious. (Simon and Schuster, Inc.)	3	55
""			
5	THE WORLD OF SUZIE WONG, by Richard Mason. (World Publishing Co.)	5	10
""			
6	LETTER FROM PEKING, by Pearl S. Buck. (John Day Company.)	6	12
""			
7	BELOW THE SALT, by Thomas B. Costain. (Doubleday and Company, Inc.)	--	1
""			
8	REMEMBER ME TO GOD, by Myron S. Kaufmann. (Lippincott,)	9	3
""			
9	FAIROAKS, by Frank Yerby. (Dial Press.)	11	4
""			
""	THE PINK HOTEL, by Dorothy Erskine and Patrick Dennis. (G. P. Putnam's		
10		8	11
""	Sons.)		
""			
11	COMPULSION, by Meyer Levin. (Simon and Schuster.)	7	48
""			
12	SILVER SPOON, by Edwin Gilbert. (Lippencott.)	10	21
""			
13	ATLAS SHRUGGED, by Ayn Rand. (Random House.)	--	1
""			
14	BLUE CAMELLIA, by Frances Parkinson Keyes. (Julian Messner Inc.)	16	37
""			
15	ON THE BEACH, by Nevil Shute. (William Morrow and Company.)	14	2
""			
16	THE DURABLE FIRE, by Howard Swiggett. (Houghton Mifflin Co.)	12	15
This	October 13, 1957	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	BARUCH: MY OWN STORY, by Bernard M. Baruch. (Henry Holt and Company.)	1	6
""			
2	THE HIDDEN PERSUADERS, by Vance Packard. (David McKay Company.)	2	20
""			
3	THE NEW CLASS, by Milovan Djilas. (Frederick A. Praeger.)	3	7
""			
""	"""WHERE DID YOU GO?"" ""OUT"" ""WHAT DID YOU DO?"" ""NOTHING."", by Robert"		
4		4	9
""	Paul Smith. (W.W. Norton and Company.)		
""			
5	THE DAY CHRIST DIED, by Jim Bishop. (Harper and Brothers.)	5	21
""			
6	STAY ALIVE ALL YOUR LIFE, by Norman Vincent Peale. (Prentice-Hall, Inc.)	7	28
""			
7	SILVER PLATTER, by Ellin Berlin. (Doubleday.)	10	19
""			
8	THE INNOCENT AMBASSADORS, by Philip Wylie. (Rinehart and Company.)	6	22
""			
""	NUCLEAR WEAPONS AND FOREIGN POLICY, by Henry A. Kissinger. (Harper		
9		8	5
""	and Brothers.)		
""			
""	RASCALS IN PARADISE, by James A. Michener and Grove Day. (Random		
10		13	15
""	House.)		
""			
11	THE ORGANIZATION MAN, by William H. Whyte Jr. (Simon and Schuster.)	9	33
""			
""	THE AGE OF STEAM, by Lucius Beebe and Charles Clegg. (Rinehart and		
12		16	2
""	Company.)		
""			
13	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	12	87
""			
14	THE DOG WHO WOULDN'T BE, by Farley Mowat. (Little, Brown and Company)	14	5
""			
15	THE REFORMATION, by Will Durant. (Simon and Schuster.)	--	1
""			
16	THE KING RANCH, by Tom Lea. (Little, Brown and Company.)	--	1
