This	November 8, 1959	Last	Weeks
Week	Fiction	Week	On List
""			
1	ADVISE AND CONSENT, by Allen Drury. (Doubleday and Company.)	1	13
""			
2	EXODUS, by Leon Uris. (Doubleday.)	2	57
""			
""	THE UGLY AMERICAN, by William J. Lederer and Eugene Burdick. (W.W. Norton		
3		3	55
""	and Company.)		
""			
""	DEAR AND GLORIOUS PHYSICIAN, by Taylor Caldwell. (Doubleday and		
4		4	32
""	Company.)		
""			
5	THE WAR LOVER, by John Hersey. (Alfred A. Knopf.)	7	3
""			
6	THE DEVIL'S ADVOCATE, by Morris L. West. (William Morrow.)	8	6
""			
7	THE CAVE, by Robert Penn Warren. (Random House.)	5	9
""			
8	EVA, by Meyer Levin. (Simon and Schuster.)	11	8
""			
""	STATION WAGON IN SPAIN, by Frances Parkinson Keyes. (Farrar, Straus and		
9		15	3
""	Co.)		
""			
10	THE DARKNESS AND THE DAWN, by Thomas B. Costain. (Doubleday.)	13	2
""			
11	THE THIRTEENTH APOSTLE, by Eugene Vale. (Charles Scribner's Sons.)	6	9
""			
12	LADY CHATTERLY'S LOVER, by D.H. Lawrence. (Random House.)	9	26
""			
13	THE LOTUS EATERS, by Gerald Green. (Charles Scribner's Sons.)	12	6
""			
""	THE RETURN OF H*Y*M*A*N K*A*P*L*A*N, by Leo Rosten. (Harper and		
14		--	1
""	Brothers.)		
""			
15	THE ART OF LLEWELLYN JONES, by Paul Hyde Bonner. (Scribner.)	10	15
""			
16	THE TOWN HOUSE, by Norah Lofts. (Doubleday.)	--	5
This	November 8, 1959	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	ACT ONE, by Moss Hart. (Random House.)	1	6
""			
2	FOR 2C PLAIN, by Harry Golden. (World Publishing.)	3	17
""			
3	THE STATUS SEEKERS, by Vance Packard. (David McKay.)	2	26
""			
4	FOLK MEDICINE, by Deforest Clinton Jarvis. (Henry Holt and Company, Inc.)	4	30
""			
5	THIS IS MY GOD, by Herman Wouk. (Doubleday and Co.)	7	5
""			
""	THE ELEMENTS OF STYLE, by William Strunk Jr. and E.B. White. (Macmillan		
6		5	15
""	Company.)		
""			
""	HOW I TURNED $1,000 INTO A MILLION IN REAL ESTATE -- IN MY SPARE		
7		6	30
""	TIME, by William Nickerson. (Simon and Schuster.)		
""			
8	THE YEARS WITH ROSS, by James Thurber. ( Little, Brown and Company.)	8	22
""			
9	THE ARMADA, by Garrett Mattingly. (Houghton Mifflin.)	--	1
""			
10	GROUCHO AND ME, by Groucho Marx. (Bernard Geis Associates.)	9	6
""			
""	AFFECTIONATELY, F.D.R., by James Roosevelt and Sidney Shalett. (Harcourt,		
11		14	2
""	Brace and Company.)		
""			
12	THE APE IN ME, by Cornelia Otis Skinner. (Houghton Mifflin.)	12	4
""			
13	THE GREAT IMPOSTER, by Robert Crichton. (Random House.)	13	14
""			
14	JOHN PAUL JONES, by Samuel Eliot Morison. (Little, Brown and Company.)	11	5
""			
""	CHARLEY WEAVER'S LETTERS FROM MAMMA, by Cliff Arquette. (John C.		
15		--	21
""	Winston Company.)		
""			
16	CANDIDATES 1960, by Eric Sevareid. (Basic Books, Inc.)	--	1
