This	August 9, 1959	Last	Weeks
Week	Fiction	Week	On List
""			
1	EXODUS, by Leon Uris. (Doubleday.)	1	44
""			
2	LADY CHATTERLY'S LOVER, by D.H. Lawrence. (Random House.)	2	13
""			
""	THE UGLY AMERICAN, by William J. Lederer and Eugene Burdick. (W.W. Norton		
3		3	42
""	and Company.)		
""			
4	DOCTOR ZHIVAGO, by Boris Pasternak. (Random House Inc.)	4	46
""			
""	DEAR AND GLORIOUS PHYSICIAN, by Taylor Caldwell. (Doubleday and		
5		5	19
""	Company.)		
""			
6	CELIA GARTH, by Gwen Bristow. (Thomas Crowell Co.)	6	12
""			
7	LOLITA, by Vladimir Nabokov. (G.P. Putnam's Sons.)	10	50
""			
8	THE LIGHT INFANTRY BALL, by Hamilton Basso. (Doubleday.)	8	8
""			
9	CALIFORNIA STREET, by Niven Busch. (Simon and Schuster.)	7	7
""			
10	MRS. ARRIS GOES TO PARIS, by Paul Gallico. (Doubleday and Company, Inc.)	9	33
""			
11	NINE COACHES WAITING, by Mary Stewart. (M.S. Mill/William Morrow.)	11	24
""			
12	THE LION, by Joseph Kessel. (Alfred A. Knopf.)	13	5
""			
13	THE TENTS OF WICKEDNESS, by Peter De Vries. (Little, Brown and Company.)	--	1
""			
14	THE YOUNG TITAN, by F. Van Wyck Mason. (Doubleday.)	14	5
""			
15	THE CHINESE BOX, by Katherine Wigmore Eyre. (Appleton-Century-crofts, Inc.)	12	13
""			
16	THE ART OF LLEWELLYN JONES, by Paul Hyde Bonner. (Scribner.)	15	2
This	August 9, 1959	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE STATUS SEEKERS, by Vance Packard. (David McKay.)	1	13
""			
2	THE YEARS WITH ROSS, by James Thurber. ( Little, Brown and Company.)	2	9
""			
3	MINE ENEMY GROWS OLDER, by Alexander King. (Simon and Schuster.)	3	26
""			
4	FOR 2C PLAIN, by Harry Golden. (World Publishing.)	7	4
""			
""	HOW I TURNED $1,000 INTO A MILLION IN REAL ESTATE -- IN MY SPARE		
5		4	17
""	TIME, by William Nickerson. (Simon and Schuster.)		
""			
6	ONLY IN AMERICA, by Harry Lewis Golden. (World Publishing Co.)	5	54
""			
""	THE ELEMENTS OF STYLE, by William Strunk Jr. and E.B. White. (Macmillan		
7		14	2
""	Company.)		
""			
8	MY BROTHER WAS AN ONLY CHILD, by Jack Douglas. (E.P. Dutton and Co.)	6	16
""			
""	SENATOR JOE McCARTHY, by Richard H. Rovere. (Harcourt, Brace and		
9		11	5
""	Company.)		
""			
10	RICHARD NIXON, by Earl Mazo. (Harper and Brothers.)	8	4
""			
11	THE HOUSE OF INTELLECT, by Jacques Barzun. (Harper and Brothers.)	10	10
""			
12	FOLK MEDICINE, by Deforest Clinton Jarvis. (Henry Holt and Company, Inc.)	9	17
""			
13	TWIXT TWELVE AND TWENTY, by Pat Boone. (Prentice-Hall, Inc.)	15	32
""			
14	IMAGE OF AMERICA, by Richard Bruckberger. (Viking.)	16	2
""			
""	CHARLEY WEAVER'S LETTERS FROM MAMMA, by Cliff Arquette. (John C.		
15		12	10
""	Winston Company.)		
""			
16	THE GREAT IMPOSTER, by Robert Crichton. (Random House.)	--	1
