This	June 23, 1957	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE SCAPEGOAT, by Daphne du Maurier. (Doubleday and Co.)	1	17
""			
2	PEYTON PLACE, by Grace Metalious. (Simon and Schuster, Inc.)	2	39
""			
3	COMPULSION, by Meyer Levin. (Simon and Schuster.)	3	32
""			
4	BLUE CAMELLIA, by Frances Parkinson Keyes. (Julian Messner Inc.)	4	21
""			
5	THE LAST ANGRY MAN, by Gerald Green. (Charles Scribner's Sons.)	5	18
""			
6	SILVER SPOON, by Edwin Gilbert. (Lippencott.)	6	5
""			
7	THE SHORT REIGN OF PIPPIN IV, by John Steinbeck. (Viking.)	8	8
""			
8	THE TOWN, by William Faulkner. (Random House.)	7	6
""			
9	FAR, FAR THE MOUNTAIN PEAK, by John Masters. (Viking Books.)	9	6
""			
10	THE PHILADELPHIAN, by Richard Powell. (Charles Scribner's Sons.)	10	23
""			
11	SAY, DARLING, by Richard Bissell. (Little, Brown and Company.)	11	11
""			
12	THE WAPSHOT CHRONICLE, by John Cheever. (Harper and Row.)	13	11
""			
13	THE LADY, by Conrad Richter. (Alfred A. Knopf.)	15	2
""			
14	THE WONDERFUL O., by James Thurber. (Simon and Schuster.)	16	2
""			
15	A LEGACY, by Sybille Bedford. (Simon and Schuster.)	--	16
""			
16	THE BLACK OBELISK, by Erich Maria Remarque. (Houghton Mifflin Harcourt.)	12	9
This	June 23, 1957	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE DAY CHRIST DIED, by Jim Bishop. (Harper and Brothers.)	5	5
""			
2	DAY OF INFAMY, by Walter Lord. (Henry Holt and Company.)	1	11
""			
3	THE INNOCENT AMBASSADORS, by Philip Wylie. (Rinehart and Company.)	2	6
""			
4	THE FBI STORY, by Don Whitehead. (Random House.)	3	28
""			
5	THE NUN'S STORY, by Kathryn Hulme. (Little, Brown and Company.)	6	39
""			
6	STAY ALIVE ALL YOUR LIFE, by Norman Vincent Peale. (Prentice-Hall, Inc.)	4	12
""			
7	THE HIDDEN PERSUADERS, by Vance Packard. (David McKay Company.)	11	4
""			
8	THE TURN OF THE TIDE, by Arthur Bryant. (Doubleday and Co. Inc.)	8	4
""			
9	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	12	72
""			
10	THE ORGANIZATION MAN, by William H. Whyte Jr. (Simon and Schuster.)	7	20
""			
11	TOO MUCH, TOO SOON, by Diana Barrymore and Gerold Frank. (Henry Holt.)	9	9
""			
12	SILVER PLATTER, by Ellin Berlin. (Doubleday.)	10	3
""			
13	FAITH ON THE MARCH, by A.H. Macmillan. (Prentice-Hall, Inc.)	13	4
""			
14	TAKE MY LIFE, by Eddie Cantor. (Doubleday.)	--	1
""			
15	IN THE COURT OF PUBLIC OPINION, by Alger Hiss. (Alfred A. Knopf.)	14	5
""			
16	GYPSY, by Gypsy Rose Lee. (Harper and Brothers.)	16	4
