This	July 13, 1952	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE CAINE MUTINY, by Herman Wouk.	1	65
""			
2	MY COUSIN RACHEL, by Daphne du Maurier.	2	22
""			
3	THE GOWN OF GLORY, by Agnes Sligh Turnbull.	4	15
""			
4	THE HOUSES IN BETWEEN, by Howard Spring.	3	9
""			
5	THE SARACEN BLADE, by Frank Yerby.	5	12
""			
6	THE CRUEL SEA, by Nicholas Monsarrat.	7	48
""			
7	THE GOLDEN HAND, by Edith Simon.	8	9
""			
8	THE HIDDEN FLOWER, by Pearl S. Buck.	6	6
""			
9	MATADOR, by Barnaby Conrad.	--	1
""			
10	THE ALEXANDRIANS, by Charles Mills.	11	4
""			
11	WINDOM'S WAY, by James Ramsey Ullman.	10	5
""			
12	THE DEVIL'S ADVOCATE, by Taylor Caldwell.	9	9
""			
13	INVISIBLE MAN, by Ralph Ellison.	13	10
""			
14	LIEUTENANT HORNBLOWER, by C.S. Forester.	16	13
""			
15	S P Q R, by Paul Hyde Bonner.	14	14
""			
16	THE BEACH HOUSE, by Stephen Longstreet.	--	1
This	July 13, 1952	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	WITNESS, by Whittaker Chambers.	1	7
""			
2	THE SEA AROUND US, by Rachel Carson.	2	52
""			
3	A MAN CALLED PETER, by Catherine Marshall.	3	38
""			
4	WINDOWS FOR THE CROWN PRICE, by Elizabeth Gray Vining.	4	7
""			
5	UNDER THE SEA-WIND, by Rachel Carson.	5	12
""			
6	THE THURBER ALBUM, by James Thurber.	6	4
""			
7	ANNE FRANK:THE DIARY OF A YOUNG GIRL, by Anne Frank.	14	2
""			
8	U.S.A. CONFIDENTIAL, by Jack Lait and Lee Mortimer.	7	17
""			
9	WINSTON CHURCHILL, by Robert Lewis Taylor.	--	2
""			
10	BOSWELL IN HOLAND, by Frederick A. Pottle.	8	10
""			
11	THE MEMOIRS OF HERBERT HOOVER, Vol. 2, by Herbert Hoover.	10	9
""			
12	ADVENTURES IN TWO WORLDS, by A.J. Cronin.	11	18
""			
13	WORKING WITH ROOSEVELT, by Samuel Irving Rosenman.	12	4
""			
14	THE SPIRIT OF LIBERTY, by Irving Dillard.	--	3
""			
15	GIVE THE LADY WHAT SHE WANTS, by Lloyd Wendt and Herman Kogan.	13	5
""			
16	GODS, GRAVES AND SCHOLARS, by C.W. Ceram.	--	30
