This	November 25, 1956	Last	Weeks
Week	Fiction	Week	On List
""			
1	PEYTON PLACE, by Grace Metalious. (Simon and Schuster, Inc.)	2	9
""			
2	DON'T GO NEAR THE WATER, by William Brinkley. (Random House Inc.)	1	19
""			
3	THE LAST HURRAH, by Edwin O'Connor. (Little, Brown and Co.)	3	40
""			
4	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	5	89
""			
""	THE TRIBE THAT LOST ITS HEAD, by Nicholas Monsarrat. (William Sloane		
5		11	3
""	Associates.)		
""			
6	A CERTAIN SMILE, by Francoise Sagan. (E. P. Dutton and Company, Inc.)	4	15
""			
7	KING OF PARIS, by Guy Endore. (Cresset Press.)	6	6
""			
8	JERICHO'S DAUGHTERS, by Paul Wellman. (Doubleday.)	8	5
""			
9	COMPULSION, by Meyer Levin. (Simon and Schuster.)	10	2
""			
10	THE SUCCESS, by Helen Howe. (Simon and Schuster.)	9	7
""			
11	THE LOVING COUPLE, by Virginia Rowans. (Thomas Y. Crowell.)	7	9
""			
12	ANGLO-SAXON ATTITUDES, by Angus Wilson. (Viking.)	13	5
""			
13	RACHEL CADE, by Charles E. Mercer. (G. P. Putnam's Sons.)	14	5
""			
14	OUR VALIANT FEW, by F Van Wyck Mason. (Little Brown and Company.)	16	2
""			
15	THE MANDARINS, by Simone de Beauvoir. (World Publishing Co.)	--	24
""			
16	TOLBECKEN, by Samuel Shellabarger. (Little, Brown and Company.)	--	9
This	November 25, 1956	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE NUN'S STORY, by Kathryn Hulme. (Little, Brown and Company.)	1	9
""			
2	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	2	45
""			
3	MEN TO MATCH MY MOUNTAINS, by Irving Stone. (Doubleday.)	4	6
""			
4	ARTHRITIS AND COMMON SENSE, by Dale Alexander. (Witkower Press Inc.)	3	33
""			
5	THE OUTSIDER, by Colin Wilson. (Houghton Mifflin Company.)	5	8
""			
6	THIS HALLOWED GROUND, by Bruce Catton. (Doubleday and Company.)	9	2
""			
""	THE UNICORN AND OTHER POEMS, by Anne Morrow Lindbergh. (Pantheon		
7		8	8
""	Books.)		
""			
""	THE HEART HAS ITS REASONS, by Wallis Warfield Windsor, Duchess of		
8		7	6
""	Windsor. (David McKay Company.)		
""			
9	AUTUMN ACROSS AMERICA, by Edwin Way Teale. (Dodd, Mead and Co.)	12	3
""			
""	THREE SAINTS AND A SINNER, by Louise Hall Tharp. (Little, Brown and		
10		10	5
""	Company.)		
""			
11	EISENHOWER, by Robert J. Donovan. (Harper and Brothers.)	6	20
""			
""	AN HISTORIAN'S APPROACH TO RELIGION, by Arnold Joseph Toynbee.		
12		11	8
""	(Oxford University Press.)		
""			
13	LOVE OR PERISH, by Smiley Blanton. (Simon and Schuster.)	15	41
""			
14	HOW TO LIVE 365 DAYS A YEAR, by John A. Schindler. (Prentice-Hall, Inc.)	13	88
""			
15	THE MIND GOES FORTH, by H.A. Overstreet. (W.W. Norton and Co.)	14	17
""			
16	GUESTWARD HO!, by Patrick Dennis and Barbara Hooton. (Vanguard Press.)	--	24
