This	February 25, 1951	Last	Weeks
Week	Fiction	Week	On List
""			
1	JOY STREET, by Frances Parkinson Keyes.	2	12
""			
2	THE DISENCHANTED, by Budd Schulberg.	1	17
""			
3	RIVER OF THE SUN, by James Ramsey Ullman.	3	6
""			
4	THE BALANCE WHEEL, by Taylor Caldwell.	5	6
""			
5	THE DISAPPEARANCE, by Philip Wylie.	4	6
""			
6	THE CARDINAL, by Henry Morton Robinson.	6	47
""			
7	THE LOVED AND ENVIED, by Enid Bagnold.	8	5
""			
8	FOXFIRE, by Anya Seton.	9	6
""			
9	SON OF A HUNDRED KINGS, by Thomas B. Costain.	7	16
""			
10	RIVERS PARTING, by Shirley Barker.	--	5
""			
11	A BREATH OF AIR, by Rumer Godden.	--	1
""			
12	NIGHTRUNNERS OF BENGAL, by John Masters.	14	2
""			
13	MOULIN ROUGE, by Pierre La Mure.	15	7
""			
14	THE LEFT HAND OF GOD, by William E. Barrett.	11	2
""			
15	THE WITCH DIGGERS, by Jessamyn West.	13	4
""			
16	THE ADVENTURER, by Mika Waltari.	10	21
This	February 25, 1951	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	KON-TIKI, by Thor Heyerdahl.	1	24
""			
2	LOOK YOUNGER, LIVE LONGER, by Gayelord Hauser.	2	46
""			
3	THE FAR SIDE OF PARADISE, by Arthur Mizener.	5	3
""			
4	BOSWELL'S LONDON JOURNAL, by Frederick A. Pottle.	3	14
""			
5	OUT OF THIS WORLD, by Lowell Thomas Jr.	4	11
""			
6	ROMMEL, THE DESERT FOX, by Desmond Young.	6	4
""			
7	THE RIDDLE OF MACARTHUR, by John Gunther.	--	1
""			
8	DECLINE AND FALL OF PRACTICALLY EVERYBODY, by Will Cuppy.	8	12
""			
9	THE HINGE OF FATE, by Winston Churchill.	7	11
""			
10	MY SIX CONVICTS, by Donald Powell Wilson.	11	2
""			
11	HENRY GROSS AND HIS DOWSING ROD, by Kenneth Lewis Roberts.	10	3
""			
12	THE LOYALTY OF FREE MEN, by Alan Barth.	--	1
""			
13	COURTROOM, by Quentin Reynolds.	15	37
""			
14	THE LADY'S NOT FOR BURNING, by Christopher Fry.	--	11
""			
15	MUSCATEL AT NOON, by Matt Weinstock.	--	2
""			
16	FIFTY FABULOUS YEARS, by H.V. Kaltenborn.	16	5
