This	September 18, 1955	Last	Weeks
Week	Fiction	Week	On List
""			
1	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	1	27
""			
2	SOMETHING OF VALUE, by Robert Ruark. (Doubleday and Co.)	3	20
""			
""	THE MAN IN THE GRAY FLANNEL SUIT, by Sloan Wilson. (Simon and		
3		4	8
""	Schuster.)		
""			
4	BONJOUR TRISTESSE, by Francoise Sagan. (E. P. Dutton and Co., Inc.)	2	27
""			
5	BAND OF ANGELS, by Robert Penn Warren. (Random House.)	6	3
""			
6	MARJORIE MORNINGSTAR, by Herman Wouk. (Doubleday and Company, Inc.)	--	1
""			
7	THE FLOWER GIRLS, by Clemence Dane. (W. W. Norton and Company.)	5	11
""			
8	GRANDFATHER STORIES, by Samuel Hopkins Adams. (Random House.)	7	6
""			
9	NOT AS A STRANGER, by Morton Thompson. (Charles Scribner's Sons.)	9	76
""			
10	THE SIXTH OF JUNE, by Lionel Shapiro. (Doubleday.)	8	4
""			
11	EXCELSIOR!, by Paul Hyde Bonner. (Charles Scribner's Sons.)	10	11
""			
12	NO TIME FOR SERGEANTS, by Mac Hyman. (Random House, Inc.)	11	48
""			
13	THE GENIUS AND THE GODDESS, by Aldous Huxley. (Harper and Brothers.)	--	1
""			
14	THE WINE OF YOUTH, by Robert Wilder. (G. P. Putnam's Sons.)	12	12
""			
15	THE TREE OF MAN, by Patrick White. (Viking Press.)	--	2
""			
16	THE DINNER PARTY, by Gretchen Finletter. (Harper and Brothers.)	15	18
This	September 18, 1955	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	GIFT FROM THE SEA, by Anne Morrow Lindbergh. (Pantheon Books.)	1	26
""			
""	THE POWER OF POSITIVE THINKING, by Norman Vincent Peale. (Prentice-Hall,		
2		2	150
""	Inc.)		
""			
3	THE FAMILY OF MAN, by Edward Steichen. (Museum of Modern Art.)	3	15
""			
4	HOW TO LIVE 365 DAYS A YEAR, by John A. Schindler. (Prentice-Hall, Inc.)	5	26
""			
5	A MAN CALLED PETER, by Catherine Marshall. (McGraw-Hill Book Company.)	4	154
""			
6	WHY JOHNNY CAN'T READ, by Rudolf Franz Flesch. (Harper and Brothers.)	6	24
""			
7	ONIONS IN THE STEW, by Betty MacDonald. (J. B. Lippincott Co.)	7	16
""			
8	HIROSHIMA DIARY, by Michihiko Hachiya. (University of North Carolina Press.)	8	4
""			
""	NEVER PLEAD GUILTY, by John Wesley Noble and Bernard Averbuch. (Farrar,		
9		12	2
""	Straus and Cudahy.)		
""			
""	THE HOUSE ON NAUSET MARSH, by Wyman Richardson. (W. W. Norton and		
10		10	6
""	Company.)		
""			
11	THE DESERT AND THE STARS, by Flora Armitage. (Henry Holt and Company.)	--	1
""			
12	HIGH SIERRA COUNTRY, by Oscar Lewis. (Duell, Sloan and Pearce.)	16	4
""			
13	FEAR STRIKES OUT, by Jim Piersall and Al Hirshberg. (Little, Brown and Co.)	--	1
""			
""	THE LIVING PAST OF AMERICA, by Cornelius Vanderbilt. (Crown Publishers,		
14		9	7
""	Inc.)		
""			
15	NINE RIVERS FROM JORDAN, by Denis Johnston. (Little, Brown and Company.)	13	2
""			
16	JEHOVAH'S WITNESSES, by Marley Cole. (Vantage Press.)	14	9
