This	August 18, 1957	Last	Weeks
Week	Fiction	Week	On List
""			
1	PEYTON PLACE, by Grace Metalious. (Simon and Schuster, Inc.)	1	47
""			
2	LETTER FROM PEKING, by Pearl S. Buck. (John Day Company.)	5	4
""			
3	COMPULSION, by Meyer Levin. (Simon and Schuster.)	3	40
""			
4	SILVER SPOON, by Edwin Gilbert. (Lippencott.)	2	13
""			
5	THE SCAPEGOAT, by Daphne du Maurier. (Doubleday and Co.)	4	25
""			
6	THE WORLD OF SUZIE WONG, by Richard Mason. (World Publishing Co.)	12	2
""			
""	THE PINK HOTEL, by Dorothy Erskine and Patrick Dennis. (G. P. Putnam's		
7		10	3
""	Sons.)		
""			
8	ON THE BEACH, by Nevil Shute. (William Morrow and Company.)	14	2
""			
9	THE LAST ANGRY MAN, by Gerald Green. (Charles Scribner's Sons.)	9	26
""			
10	BLUE CAMELLIA, by Frances Parkinson Keyes. (Julian Messner Inc.)	6	29
""			
11	LIFE AT HAPPY KNOLL, by John P. Marquand. (Little, Brown, and Co.)	7	7
""			
12	THE DURABLE FIRE, by Howard Swiggett. (Houghton Mifflin Co.)	8	7
""			
13	THE WONDERFUL O., by James Thurber. (Simon and Schuster.)	11	10
""			
14	A HOUSEFUL OF LOVE, by Marjorie Housepian. (Random House.)	--	3
""			
15	THE SHORT REIGN OF PIPPIN IV, by John Steinbeck. (Viking.)	13	16
""			
16	THE LADY, by Conrad Richter. (Alfred A. Knopf.)	15	10
This	August 18, 1957	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE DAY CHRIST DIED, by Jim Bishop. (Harper and Brothers.)	2	13
""			
2	THE HIDDEN PERSUADERS, by Vance Packard. (David McKay Company.)	1	12
""			
3	THE INNOCENT AMBASSADORS, by Philip Wylie. (Rinehart and Company.)	3	14
""			
4	THE TURN OF THE TIDE, by Arthur Bryant. (Doubleday and Co. Inc.)	4	12
""			
5	STAY ALIVE ALL YOUR LIFE, by Norman Vincent Peale. (Prentice-Hall, Inc.)	5	20
""			
""	RASCALS IN PARADISE, by James A. Michener and Grove Day. (Random		
6		6	7
""	House.)		
""			
7	OPERATION SEA LION, by Peter Fleming. (Simon and Schuster.)	11	2
""			
8	SILVER PLATTER, by Ellin Berlin. (Doubleday.)	7	11
""			
9	TOO MUCH, TOO SOON, by Diana Barrymore and Gerold Frank. (Henry Holt.)	8	14
""			
10	TAKE MY LIFE, by Eddie Cantor. (Doubleday.)	9	9
""			
11	THE ORGANIZATION MAN, by William H. Whyte Jr. (Simon and Schuster.)	--	27
""			
12	THE FBI STORY, by Don Whitehead. (Random House.)	12	36
""			
""	"""WHERE DID YOU GO?"" ""OUT"" ""WHAT DID YOU DO?"" ""NOTHING."", by Robert"		
13		--	1
""	Paul Smith. (W.W. Norton and Company.)		
""			
""	THEY FOUGHT FOR THE SKY, by Quentin Reynolds. (Holt, Rinehart and		
14		15	6
""	Winston.)		
""			
15	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	13	80
""			
16	THE NUN'S STORY, by Kathryn Hulme. (Little, Brown and Company.)	10	47
