This	October 19, 1958	Last	Weeks
Week	Fiction	Week	On List
""			
1	LOLITA, by Vladimir Nabokov. (G.P. Putnam's Sons.)	1	8
""			
""	AROUND THE WORLD WITH AUNTIE MAME, by Patrick Dennis. (Harcourt,		
2		2	8
""	Brace and Company.)		
""			
3	DOCTOR ZHIVAGO, by Boris Pasternak. (Random House Inc.)	4	4
""			
4	ANATOMY OF A MURDER, by Robert Traver. (St. Martin's.)	3	39
""			
5	THE ENEMY CAMP, by Jerome Weidman. (Random House.)	5	16
""			
""	WOMEN AND THOMAS HARROW, by John P. Marquand. (Little, Brown and		
6		9	2
""	Company.)		
""			
7	THE BEST OF EVERYTHING, by Rona Jaffe. (Simon and Schuster.)	7	5
""			
8	THE KING MUST DIE, by Mary Renault. (Pantheon.)	6	13
""			
9	ANGELIQUE, by Sergeanne Golon. (J.B. Lippincott.)	15	2
""			
10	THE IMAGE MAKERS, by Bernard Dryer. (Harper and Brothers.)	8	16
""			
11	EXODUS, by Leon Uris. (Doubleday.)	13	2
""			
12	THE TIME OF THE DRAGONS, by Alice Ekert-Rotholz. (Viking.)	11	15
""			
13	THE BRAMBLE BUSH, by Charles Mergendahl. (Putnam.)	12	5
""			
14	THE DAY ON FIRE, by James Ramsey Ullman. (World Publishing Co.)	16	2
""			
15	THE LAW, by Roger Vailland. (Alfred A.Knopf.)	--	1
""			
""	THE ONCE AND FUTURE KING, by Terence Hanbury White. (G.P. Putnam's		
16		14	6
""	Sons.)		
This	October 19, 1958	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	AKU-AKU, by Thor Heyerdahl. (Rand McNally and Company.)	2	5
""			
2	ONLY IN AMERICA, by Harry Lewis Golden. (World Publishing Co.)	1	12
""			
3	"BAA BAA BLACK SHEEP, by Gregory ""Pappy"" Boyington. (Wilson Press.)"	3	10
""			
4	INSIDE RUSSIA TODAY, by John Gunther. (Harper and Brothers.)	4	26
""			
""	THE AFFLUENT SOCIETY, by John Kenneth Galbraith. (Houghton Mifflin		
5		5	18
""	Company.)		
""			
6	KIDS SAY THE DARNDEST THINGS!, by Art Linkletter. (Prentice Hall Inc.)	6	48
""			
7	PLEASE DON'T EAT THE DAISIES, by Jean Kerr. (Doubleday.)	9	45
""			
8	ON MY OWN, by Eleanor Roosevelt. (Harper and Brothers.)	10	3
""			
""	WAR AND PEACE IN THE SPACE AGE, by James M. Gavin. (Harper and		
9		7	8
""	Brothers.)		
""			
""	EISENHOWER: CAPTIVE HERO, by Marquis William Childs. (Harcourt, Brace		
10		8	7
""	and Company.)		
""			
11	MASTERS OF DECEIT, by J. Edgar Hoover. (Henry Holt and Co.)	11	30
""			
12	THE INSOLENT CHARIOTS, by John Keats. (J.B. Lippincott Company.)	--	1
""			
13	MORE IN SORROW, by Wolcott Gibbs. (Henry Holt and Company.)	15	2
""			
14	THE RUSSIAN REVOLUTION, by Alan Moorehead. (Harper and Brothers.)	13	6
""			
""	THE NEW TESTAMENT IN MODERN ENGLISH, by J.B. Phillips. (MacMillan		
15		14	2
""	Company.)		
""			
16	DEAR ABBY, by Abigail Van Buren. (Prentice-Hall, Inc.)	16	23
