This	November 15, 1959	Last	Weeks
Week	Fiction	Week	On List
""			
1	ADVISE AND CONSENT, by Allen Drury. (Doubleday and Company.)	1	14
""			
2	EXODUS, by Leon Uris. (Doubleday.)	2	58
""			
""	DEAR AND GLORIOUS PHYSICIAN, by Taylor Caldwell. (Doubleday and		
3		4	33
""	Company.)		
""			
""	THE UGLY AMERICAN, by William J. Lederer and Eugene Burdick. (W.W. Norton		
4		3	56
""	and Company.)		
""			
5	THE WAR LOVER, by John Hersey. (Alfred A. Knopf.)	5	4
""			
6	THE DEVIL'S ADVOCATE, by Morris L. West. (William Morrow.)	6	7
""			
7	THE DARKNESS AND THE DAWN, by Thomas B. Costain. (Doubleday.)	10	3
""			
8	THE CAVE, by Robert Penn Warren. (Random House.)	7	10
""			
9	THE THIRTEENTH APOSTLE, by Eugene Vale. (Charles Scribner's Sons.)	11	10
""			
""	STATION WAGON IN SPAIN, by Frances Parkinson Keyes. (Farrar, Straus and		
10		9	4
""	Co.)		
""			
11	POOR NO MORE, by Robert Ruark. (Henry Holt and Company.)	--	1
""			
12	THE LOTUS EATERS, by Gerald Green. (Charles Scribner's Sons.)	13	7
""			
13	THE ART OF LLEWELLYN JONES, by Paul Hyde Bonner. (Scribner.)	15	16
""			
14	EVA, by Meyer Levin. (Simon and Schuster.)	8	9
""			
15	DOCTOR ZHIVAGO, by Boris Pasternak. (Random House Inc.)	--	59
""			
16	LADY CHATTERLY'S LOVER, by D.H. Lawrence. (Random House.)	12	27
This	November 15, 1959	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	ACT ONE, by Moss Hart. (Random House.)	1	7
""			
2	THE STATUS SEEKERS, by Vance Packard. (David McKay.)	3	27
""			
3	FOR 2C PLAIN, by Harry Golden. (World Publishing.)	2	18
""			
4	FOLK MEDICINE, by Deforest Clinton Jarvis. (Henry Holt and Company, Inc.)	4	31
""			
5	THIS IS MY GOD, by Herman Wouk. (Doubleday and Co.)	5	6
""			
""	THE ELEMENTS OF STYLE, by William Strunk Jr. and E.B. White. (Macmillan		
6		6	16
""	Company.)		
""			
7	THE ARMADA, by Garrett Mattingly. (Houghton Mifflin.)	9	2
""			
""	HOW I TURNED $1,000 INTO A MILLION IN REAL ESTATE -- IN MY SPARE		
8		7	31
""	TIME, by William Nickerson. (Simon and Schuster.)		
""			
9	THE YEARS WITH ROSS, by James Thurber. ( Little, Brown and Company.)	8	23
""			
10	GROUCHO AND ME, by Groucho Marx. (Bernard Geis Associates.)	10	7
""			
11	THE APE IN ME, by Cornelia Otis Skinner. (Houghton Mifflin.)	12	5
""			
12	THE GREAT IMPOSTER, by Robert Crichton. (Random House.)	13	15
""			
13	CANDIDATES 1960, by Eric Sevareid. (Basic Books, Inc.)	16	2
""			
""	GENTLEMEN, SCHOLARS AND SCOUNDRELS, by Horace Knowles. (Harper		
14		--	1
""	and Brothers.)		
""			
15	DIPLOMAT, by Charles Wheeler Thayer. (Harper and Brothers.)	--	1
""			
16	JOHN PAUL JONES, by Samuel Eliot Morison. (Little, Brown and Company.)	14	6
